Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
Feature_0,-0.092507064,-0.25778612,2.357643,0.076684065,0.09915463
Feature_1,0.058134027,-0.1301797,-0.01703861,-0.6483659,0.16147973
Feature_2,-0.7828691,-0.24137925,-0.15625055,0.08522713,0.101569265
Feature_3,0.6799362,-1.3048624,-0.036077756,-0.018076321,-0.0077435896
Feature_4,-0.09843635,0.119130395,-0.10078824,0.9990609,1.2304027
Feature_5,-0.15851003,-0.6682701,0.0587398,0.0042295926,0.0064162444
Feature_6,-0.10868231,0.35174575,0.075983904,-0.060725633,0.11808271
Feature_7,-0.06615067,-0.22547436,-0.0891063,-0.06410604,-0.17171259
Feature_8,0.0077359253,0.012274904,0.06455645,-0.24428754,-0.1547759
Feature_9,-0.21028207,-0.19106705,0.039578278,-0.055732407,0.022367856
