Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
age,0.25364164,-0.532871,-0.44557732,0.306695,0.13554822
sex,-0.3027613,0.055102136,0.16739468,0.46456775,0.37797135
tiv,0.15923008,-0.02066219,-0.008238755,-1.3161023,-0.14393198
rigidity_left,0.16080044,-0.011761261,-0.0523257,-0.48371455,-0.27544722
rigidity_right,0.22091371,-0.025529962,-0.19509193,-0.0010450775,0.14985715
tremor_rest_left,0.028325696,-0.36654732,0.06938212,0.06491499,-0.060638487
tremor_rest_right,0.25880504,-0.13587016,-0.11401343,-0.557658,-0.6778664
tremor_postural_left,-0.024500823,0.07735094,0.071143456,-0.010361889,-0.13586132
tremor_postural_right,-0.45972192,0.06709567,0.009733532,-0.32894725,0.21826367
bradykinesia_speed_left,-0.03767213,0.2060015,-0.039683066,-0.32352698,-0.2716286
bradykinesia_speed_right,-0.04507431,0.12741818,0.39905205,-0.014985948,0.31629878
bradykinesia_amplitude_left,-0.1616026,0.044366952,0.2213342,-0.6682599,0.0286143
bradykinesia_amplitude_right,0.40760142,0.240751,-0.11499934,0.34645736,0.029947946
bradykinesia_rhythm_left,0.185521,0.2506207,-0.17790858,-0.4256563,0.17605262
bradykinesia_rhythm_right,0.23433125,0.22903092,0.20844953,-0.1633904,0.5515325
mirrormovement_left,-0.41427222,-0.16885965,0.12703314,-0.0071637724,-0.02853713
mirrormovement_right,-0.28955424,-0.068960555,0.12639907,-0.5990539,-0.005816707
