factor_index,median_abs_loading,mean_abs_loading,std_abs_loading,ci_lower,ci_upper,consistently_nonzero_count,nonzero_pct,is_effective
0,21.131742477416992,23.462303161621094,17.549711227416992,25.3254789352417,84.19697341918943,1808,1.0,True
1,8.464849472045898,8.78433609008789,3.6318984031677246,5.933925485610963,19.252266836166378,1808,1.0,True
