Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11
volume_sn_voxels::v0,0.00018078748,-0.00033343583,0.00020517735,0.0003444289,0.000120423756,-0.00020184067,0.0009324842,0.00037528225,-8.277264e-05,-0.00023068483,2.7400014e-05,-0.0013260852
volume_sn_voxels::v1,0.00019911569,-0.00028199964,0.00039047157,0.0003674551,0.00023549025,-0.00022739804,0.0010559299,0.00028592866,-5.7412326e-05,-0.00018826027,-2.0693436e-05,-0.0007194577
volume_sn_voxels::v2,0.00020091765,-0.00038342606,3.432805e-05,0.0003459518,0.00012264375,-0.00023419144,0.0007340025,0.0004476813,-0.0002519307,-0.00032958042,3.06e-05,-0.0014371321
volume_sn_voxels::v3,0.00025881728,-0.00043096632,0.00019804592,0.00038828692,0.00031585022,-0.0002830834,0.00080357515,0.0004883711,-0.0002942763,-0.0003428621,0.00010285919,-0.0011799466
volume_sn_voxels::v4,0.00031061677,-0.00039268463,0.0003768118,0.00044011945,0.00035632637,-0.0003183681,0.00089085835,0.00056899583,-0.00029211992,-0.0001655181,0.00013454995,-0.0005095722
volume_sn_voxels::v5,0.0002423449,-0.0004965936,-0.0001341865,0.00035030302,0.0002055967,-0.00019508839,0.00054850423,0.0003120909,-0.0005381601,-0.0004294767,-6.312356e-05,-0.0015245888
volume_sn_voxels::v6,0.00027704943,-0.00050336757,-3.2721186e-05,0.00033733057,0.00033067993,-0.00022199062,0.00047612833,0.00043729576,-0.00049321237,-0.00027784304,2.7609327e-05,-0.0014208531
volume_sn_voxels::v7,0.00032792744,-0.00054623577,4.3502212e-05,0.00046482982,0.00045713707,-0.00026591317,0.0006083175,0.0006446943,-0.0004897019,-0.00027948542,0.00012149695,-0.0011412029
volume_sn_voxels::v8,0.00038384856,-0.00051446125,0.00031652092,0.00047223573,0.00061936333,-0.0003241263,0.00070985703,0.0007563498,-0.00055202295,-0.00019998458,0.00016237152,-0.00041309942
volume_sn_voxels::v9,0.00027782968,-0.00034559018,-0.00025370088,0.0002397886,8.6658416e-05,-3.179121e-06,0.00040822595,-0.00024022894,-0.00048575125,-0.00029431647,-5.9494603e-05,-0.001509511
volume_sn_voxels::v10,0.00023714616,-0.00048615207,-0.00022070468,0.00033026186,0.00018998641,-0.00013448333,0.00036385428,-0.00015050886,-0.00055189227,-0.00032086135,-0.00021241979,-0.0016023004
volume_sn_voxels::v11,0.0002360748,-0.00048128344,-0.00022864873,0.00033515992,0.00023936463,-0.00018215565,0.0003309063,2.644328e-06,-0.0005984253,-0.00027544436,-0.00018373202,-0.0014724758
volume_sn_voxels::v12,0.00031160048,-0.00057948777,-0.00019994448,0.00039469745,0.00044743763,-0.00024500402,0.00029879707,0.00024832092,-0.000715536,-0.00025376093,-0.00019146256,-0.0013138264
volume_sn_voxels::v13,0.00030739594,-0.00057084154,-5.9551883e-05,0.00038049964,0.00049446785,-0.00028694613,0.000272946,0.0004926315,-0.00068024866,-0.00020237708,-8.7711946e-05,-0.0010694066
volume_sn_voxels::v14,0.00040205976,-0.0005230958,5.350482e-05,0.0003936165,0.00065144565,-0.00027772694,0.00027038588,0.00057347224,-0.00061751215,-0.00012093973,7.066221e-05,-0.00057378766
volume_sn_voxels::v15,0.00045615243,-0.0005437552,0.00016502489,0.0004445065,0.00075322704,-0.00030883696,0.0004077063,0.0008168485,-0.00069148577,-0.0001890873,0.0001366621,-9.261097e-05
volume_sn_voxels::v16,0.00026119422,-0.00018555432,-0.000100498095,0.00027173612,0.00028869303,0.00039654938,0.00013150269,-0.00057327724,-0.00057201996,0.00016029208,0.00010540805,-0.0007424612
volume_sn_voxels::v17,0.0003366988,-0.00028402425,-0.00020263136,0.00018874304,0.00025535643,0.0001731019,0.00016716731,-0.00064438395,-0.00054196105,-9.820614e-05,2.9479366e-05,-0.0010379098
volume_sn_voxels::v18,0.00037209372,-0.00046214045,-0.0003421836,0.00032051187,0.0002994059,-2.7888456e-05,0.00025379917,-0.00063182286,-0.00065581995,-0.00020371273,-0.0001618906,-0.0016281166
volume_sn_voxels::v19,0.00030637637,-0.0005924818,-0.00034110277,0.00031570846,0.0003110628,-0.00014813626,0.00018891986,-0.0004184103,-0.00067909714,-0.00016497799,-0.0002682976,-0.0016020943
volume_sn_voxels::v20,0.00038830613,-0.0006113292,-0.00027201496,0.000423666,0.00043335342,-0.00024025478,0.0001868354,-0.00013576592,-0.0006160488,-0.00020121674,-0.00033850328,-0.0011843641
volume_sn_voxels::v21,0.0003698053,-0.00064713537,-0.00023120941,0.00044127274,0.0006036863,-0.00030707064,9.632808e-05,0.00015447233,-0.0005976233,-2.392236e-05,-0.00027138132,-0.000906965
volume_sn_voxels::v22,0.00046820418,-0.0006812929,-7.8157966e-05,0.0005139758,0.0007364721,-0.00020550017,1.9112133e-05,0.00040750255,-0.0006146783,2.3193892e-05,-0.0001393805,-0.0006173099
volume_sn_voxels::v23,0.00040887145,-0.0006597492,-6.503103e-06,0.0004848753,0.0008413188,-0.00022423528,6.9356414e-05,0.0006995938,-0.00066226185,-4.5323843e-05,-2.4802486e-05,-0.00024138216
