Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
Feature_0,2.2785745,0.04736318,0.13381378,0.18917584,0.038576942
Feature_1,0.028678631,-0.36914977,0.024051195,0.048008606,0.30130857
Feature_2,-0.046332236,0.022334935,0.13672759,0.16276856,0.27303404
Feature_3,0.05894669,-0.060949143,-0.5828972,0.17052038,0.08272347
Feature_4,-0.059167173,-0.093915686,0.98066914,0.7367872,-0.30846146
Feature_5,0.0004503967,0.51469713,0.046657816,-0.5499732,-0.1703769
Feature_6,0.014740901,0.03380323,-0.061810147,0.41995478,-0.3890433
Feature_7,0.10672126,0.13810416,-0.032985505,0.06153736,-0.08542938
Feature_8,-0.037201274,0.09728453,-0.03746099,-0.17479685,0.034358013
Feature_9,0.041711833,-0.07573077,0.20303816,0.033892505,0.08795711
Feature_10,-0.04482907,-0.04032461,0.030016745,-0.08141726,0.08746841
