Subject_ID,Factor_1,Factor_2
Subject_1,0.06618667,0.3224377
Subject_2,0.16222054,1.0692631
Subject_3,0.16446069,0.47395366
Subject_4,-0.3124594,1.062377
Subject_5,-0.5639134,-0.15390453
Subject_6,1.1535659,0.42850205
Subject_7,0.86264426,-0.12699436
Subject_8,0.15741466,0.85087407
Subject_9,0.08514012,-2.7379744
Subject_10,-0.12536402,0.9429744
Subject_11,0.35201675,-1.3989693
Subject_12,0.85321933,1.1869166
Subject_13,0.75288,-0.87162274
Subject_14,0.5981543,1.051372
Subject_15,0.10521498,-0.5786773
Subject_16,-0.90981793,0.78105956
Subject_17,0.38086993,-0.26355067
Subject_18,-0.053039167,0.21580343
Subject_19,-0.3315724,-0.17162377
Subject_20,-1.7296363,-0.9623922
Subject_21,-0.6875463,-0.3463723
Subject_22,0.3119255,-1.5687704
Subject_23,-1.4079291,1.4809389
Subject_24,0.83106333,1.0538235
Subject_25,0.32792628,-0.9986894
Subject_26,0.57530934,-2.010827
Subject_27,-1.1898285,-0.707418
Subject_28,0.28483564,1.0316348
Subject_29,0.18441208,0.5383946
Subject_30,-1.1346858,-1.4407699
Subject_31,0.2452377,-1.7094499
Subject_32,-0.026932409,-1.0415481
Subject_33,0.40666765,2.3620155
Subject_34,-1.2961216,-0.9579582
Subject_35,-0.9731934,-0.059655063
Subject_36,-2.0957503,-1.0379854
Subject_37,0.16797516,0.5512776
Subject_38,0.362933,-0.6326803
Subject_39,-0.5949325,-1.1422327
Subject_40,-1.8608816,-0.49325162
Subject_41,0.17214349,-0.91856205
Subject_42,0.01697289,-0.93839735
Subject_43,-0.40004554,0.35248968
Subject_44,-0.83780074,0.5709259
Subject_45,-0.35880584,1.3084128
Subject_46,-1.1079057,-2.4213321
Subject_47,-2.2594419,0.74901277
Subject_48,0.38093433,-1.5362984
Subject_49,-1.1841171,0.7917588
Subject_50,1.3683952,-2.1187906
Subject_51,-1.0110523,-0.30178228
Subject_52,-0.9428945,-0.4273876
Subject_53,-0.20488292,2.2208877
Subject_54,0.28563574,1.4423991
Subject_55,0.28524503,-1.3967164
Subject_56,-1.2642401,-0.3551388
Subject_57,0.87721,1.138406
Subject_58,-0.6063112,-1.9803029
Subject_59,0.6686963,1.3000767
Subject_60,0.116045766,-0.1712166
Subject_61,-1.6084079,-1.7066923
Subject_62,-0.0322397,-0.09536331
Subject_63,0.075853094,1.2251439
Subject_64,-0.71294945,-0.84379435
Subject_65,-0.9536229,-0.43838015
Subject_66,0.7208904,-1.1792681
Subject_67,-1.2949715,1.0334852
Subject_68,-0.61863947,0.31714937
Subject_69,0.44611675,1.6785609
Subject_70,0.5535985,1.0251608
Subject_71,0.03281862,0.58735824
Subject_72,0.42307603,-0.6524354
Subject_73,0.23945384,0.6471217
Subject_74,-0.90721357,0.78513855
Subject_75,-1.2584757,-1.8462495
Subject_76,-0.4493337,-1.4664029
Subject_77,-0.2660937,-1.7482625
Subject_78,-0.5101482,0.70225066
Subject_79,0.46243528,3.9051955
Subject_80,-0.42551205,0.39526933
Subject_81,-0.018342964,1.5447414
Subject_82,0.39058706,1.1889433
Subject_83,-1.3430618,1.1162751
Subject_84,-0.3872895,-0.32803908
Subject_85,0.18688807,-2.2134912
Subject_86,0.7530284,-1.6549941
