Subject_ID,Factor_1,Factor_2
Subject_1,-0.39259756,-1.3589301
Subject_2,-0.23962142,-0.95661676
Subject_3,-0.5179014,-0.7437788
Subject_4,-1.6020421,2.1573997
Subject_5,-1.2115237,0.08484457
Subject_6,-1.3475499,-0.18069333
Subject_7,0.033508856,-0.13433741
Subject_8,0.4764937,-0.23962225
Subject_9,1.8524331,-0.53169537
Subject_10,-0.36775947,0.30901557
Subject_11,1.1524872,-0.13559009
Subject_12,-1.7078313,-0.309582
Subject_13,1.5320655,-0.6128275
Subject_14,-1.7710928,-1.6348053
Subject_15,-1.3280817,-0.043096848
Subject_16,0.6006719,0.67576647
Subject_17,0.38841605,-0.5450708
Subject_18,1.1071166,-0.043529905
Subject_19,0.3977466,0.77162987
Subject_20,1.3851241,2.6525364
Subject_21,0.027951816,0.48070517
Subject_22,1.0521718,-0.023606114
Subject_23,-1.9884608,0.2367022
Subject_24,-1.5115725,-1.4228451
Subject_25,-0.21723588,-0.35165504
Subject_26,-1.0119332,-0.86904114
Subject_27,1.2736739,0.23724882
Subject_28,-0.80371696,-0.6394498
Subject_29,-0.12564415,-0.30847472
Subject_30,1.8143909,1.570304
Subject_31,-2.0591156,-0.7299944
Subject_32,-0.98535913,0.3249401
Subject_33,-1.5496281,-0.66126996
Subject_34,1.5937574,1.2210612
Subject_35,-0.056744806,1.5672657
Subject_36,1.8110746,1.1990188
Subject_37,0.30555075,-0.35961226
Subject_38,1.6501783,-0.17188449
Subject_39,0.597227,0.8742755
Subject_40,1.6309636,2.673372
Subject_41,0.6953001,0.017772239
Subject_42,0.5739624,0.061250307
Subject_43,1.0450628,1.0581677
Subject_44,1.3705158,0.3815556
Subject_45,1.1083113,-0.7432844
Subject_46,2.1188614,1.2076998
Subject_47,-0.8681005,2.3938177
Subject_48,2.2156572,-0.43994248
Subject_49,-0.8713147,2.7422307
Subject_50,0.188308,-1.1475743
Subject_51,0.44793433,0.42602935
Subject_52,-1.4809867,0.24494652
Subject_53,-2.1505218,0.028361995
Subject_54,-1.6942853,-1.2078544
Subject_55,3.0803313,0.04834444
Subject_56,1.6869229,-0.09185443
Subject_57,-1.9855075,-2.1219206
Subject_58,2.4960866,1.7714682
Subject_59,0.8435008,-0.26202598
Subject_60,-0.9671161,-0.53614974
Subject_61,1.9240417,1.3015224
Subject_62,-0.16986072,0.21241578
Subject_63,-0.7905538,0.5427911
Subject_64,1.4164004,0.09518075
Subject_65,0.12728481,0.5113202
Subject_66,0.61178476,-0.66793865
Subject_67,-0.59862727,1.1457113
Subject_68,-0.5906028,0.33505452
Subject_69,-1.7343985,-1.2555594
Subject_70,-0.050424725,-0.13500863
Subject_71,-0.27743226,-0.84047204
Subject_72,1.1690277,0.18625571
Subject_73,-1.2370521,-0.38520333
Subject_74,-0.94958425,-1.0513785
Subject_75,0.933974,1.4739711
Subject_76,0.8782179,1.6646246
Subject_77,1.8773015,0.14750113
Subject_78,-0.8159234,0.33691746
Subject_79,-2.367531,-0.9048285
Subject_80,1.614909,-0.12022156
Subject_81,-1.733403,-0.22497422
Subject_82,-1.1712409,-1.1997
Subject_83,-1.8395345,2.4582646
Subject_84,0.54832107,0.6762321
Subject_85,0.9524986,-0.10333157
Subject_86,0.71313095,-0.11618861
