Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,-2.0905898,-0.45518637,-0.08845869,-0.08816798
Subject_2,0.3521489,-0.33012995,0.3623141,-0.9903803
Subject_3,0.68520325,-0.50574255,0.8543367,-0.08963472
Subject_4,-1.1700625,0.48683304,-0.5899156,-0.38285172
Subject_5,-0.9123037,-0.6553429,0.81077546,-0.26754656
Subject_6,0.04518344,0.2965221,-2.439546,0.5473971
Subject_7,0.9799381,-0.010642033,-0.4931141,0.07748136
Subject_8,-1.1227078,1.0154296,-0.58653635,-0.84291
Subject_9,0.7496476,-0.13242477,-0.13839377,-2.9333436
Subject_10,-0.12739968,-0.509492,-0.21783255,-0.91927505
Subject_11,-0.5194254,0.13789098,0.65264374,-0.16533387
Subject_12,-0.22353783,-1.1071007,3.110379,1.0680907
Subject_13,-2.7458248,-0.7103375,0.25370708,-3.3735209
Subject_14,-1.5223584,-1.0175041,0.3192792,1.1479558
Subject_15,1.4527338,-0.006930892,-0.19489929,0.5943356
Subject_16,0.62278956,0.20334762,0.63176095,0.47935456
Subject_17,0.09389814,-0.21416235,-1.1463308,1.5815507
Subject_18,-0.06861426,-0.18240573,3.6002045,1.8649809
Subject_19,-0.03135055,0.037394162,1.987228,1.4412844
Subject_20,-2.1135943,0.5935143,1.2296286,-1.3130373
Subject_21,-0.92457646,-0.1923083,-0.95747095,1.165969
Subject_22,-0.6265834,1.0148331,0.07832044,-0.9172213
Subject_23,-2.0798202,-0.7687969,0.9042562,1.5411181
Subject_24,1.489666,-2.2340703,0.5125292,-0.48403454
Subject_25,-0.18843772,0.97214746,-0.47739166,-1.616932
Subject_26,0.61771977,1.5508541,-0.09630493,0.8602283
Subject_27,1.0317658,1.9865121,0.52160114,-1.2752692
Subject_28,0.75948125,0.5113787,-1.221603,1.430483
Subject_29,-1.8023341,0.7479821,0.6344728,-0.4616737
Subject_30,-0.88747907,0.7971638,-0.10936224,-1.8074443
Subject_31,-0.07503808,-0.029686045,-0.3691984,-1.136529
Subject_32,0.11970169,-0.48572826,1.2511951,0.4496662
Subject_33,-0.8396335,-0.3234841,-0.28990784,0.83500725
Subject_34,0.19609998,0.39613786,-2.452723,1.628631
Subject_35,0.5330531,-1.2061393,0.8962366,1.7988217
Subject_36,0.995433,0.40404925,0.5373752,-1.0193744
Subject_37,-0.22482471,0.58334535,-0.10481411,-0.86690414
Subject_38,-0.6649232,1.1467376,0.80849814,-2.0764458
Subject_39,0.8866562,1.151398,0.57560277,-1.6088998
Subject_40,-0.34216008,-0.10957127,-0.07534064,-0.42798194
Subject_41,1.0614522,0.48854184,-0.06005754,-1.4970936
Subject_42,0.64166933,0.6062852,0.031072922,1.5642291
Subject_43,-0.09649485,2.418271,0.15904903,-0.943938
Subject_44,-1.2979689,-0.8639598,-1.2051641,-0.8061829
Subject_45,-0.29695195,0.80917454,0.42154995,-0.98022014
Subject_46,0.89877874,1.0160899,1.0833806,-1.928313
Subject_47,-1.3079917,0.110685185,-0.44818443,0.3882926
Subject_48,-0.5781558,1.4829116,0.6774879,-1.7574571
Subject_49,0.9695043,0.18154125,0.14682178,-1.0920215
Subject_50,-0.16222079,-0.57847035,1.1193224,2.4881945
Subject_51,1.5075283,-0.0044258405,0.32962137,1.6436815
Subject_52,-0.056931864,-1.2725302,2.309121,-2.7181816
Subject_53,-0.3313748,-0.7054578,-1.0230296,0.976203
Subject_54,-0.46546295,-0.24861965,-1.5763397,1.644192
Subject_55,0.11892609,2.8931162,0.19941504,-2.5046604
Subject_56,1.3004869,-0.06748093,-2.2746801,0.8437666
Subject_57,0.2572196,0.48682716,-0.74697375,0.8464366
Subject_58,0.74291414,0.17343986,0.1868307,-2.757773
Subject_59,0.40818712,0.34016097,-0.28356314,0.72637457
Subject_60,-1.1332666,-0.25175038,0.017443698,-1.6257677
Subject_61,1.739172,-0.8827698,0.2395763,-0.45152432
Subject_62,0.14028177,-0.9523187,1.31958,2.0181007
Subject_63,-0.49055386,1.7801616,-0.099550754,0.094582014
Subject_64,0.12312396,0.59197676,-0.10291625,-1.3757982
Subject_65,0.83745354,-0.29886374,3.2141848,1.4346263
Subject_66,-0.3201817,-1.4251659,-0.42261592,0.747093
Subject_67,-0.24711323,1.023852,-1.3599669,0.054957062
Subject_68,-2.4186833,-2.2098124,0.7761767,1.784152
Subject_69,-1.049516,1.1783737,2.7758424,2.5029078
Subject_70,0.008118958,1.455234,-0.6436607,-0.6912316
Subject_71,-0.09076483,1.9865961,-0.8910741,-0.7793072
Subject_72,-1.2001598,-0.09503,-0.026078751,-0.8297195
Subject_73,0.8446013,-0.17118295,1.0834953,0.7175768
Subject_74,0.6578745,0.45630968,0.011429231,-0.9552871
Subject_75,-2.0481112,1.5177515,0.16013105,-0.19694155
Subject_76,-0.5744739,-1.9920659,0.36639887,-1.5387663
Subject_77,-1.7710294,-0.048389886,0.2686382,-1.8870783
Subject_78,0.1661894,3.316287,-0.18674785,0.36117533
Subject_79,-0.19007361,0.88087386,-1.8047905,2.56112
Subject_80,-0.89657104,-0.5381539,0.41440305,-3.0022287
Subject_81,1.3077359,0.05110898,-0.32105348,0.7055651
Subject_82,0.39005277,0.21974702,-0.33978325,1.1356068
Subject_83,0.21769588,-1.201498,-1.6617622,1.3546429
Subject_84,0.56829345,1.5159397,0.5480955,-0.5900399
Subject_85,-0.17549792,0.939173,-0.73917156,-2.6200376
Subject_86,0.10424707,0.75695586,0.6549579,0.90438193
