Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21
rigidity_left,7.318641e-05,-0.00016037333,-7.940933e-05,-8.3901905e-05,-0.00034231337,0.00016220518,-0.00027666858,-0.0006623536,8.209574e-05,-1.1799444e-05,1.910347e-05,-0.0001629493,-0.0008182854,0.0013497311,0.0003229099,-0.0008107297,0.00044817358,-0.00090652535,-0.0011240838,6.395392e-05,0.00010652833,0.00040686943
rigidity_right,-6.18038e-05,7.383058e-05,-0.00039219533,0.000178597,0.00016869596,-0.0003895437,5.660432e-05,-0.00012673733,-0.00018004797,5.1283492e-05,-0.0003920292,-0.00047079817,5.0727103e-05,-0.0002014197,0.00014451322,0.0011154338,0.00034317072,0.00012330509,0.00089192705,7.075694e-05,-0.00041169816,-0.00016831236
tremor_rest_left,3.3212993e-05,-4.5412566e-05,7.941572e-05,-0.00040979558,0.00016172399,0.00058813323,-0.0003400199,-0.00032174852,0.00011412022,7.470055e-05,-0.0001862098,-0.0003320812,-0.000570543,0.00047236166,-0.00018703559,0.00031388627,0.00064526766,-0.00014863725,0.00021903991,-0.0013406306,-0.0010737185,0.0010204818
tremor_rest_right,9.5581185e-05,6.5180495e-05,-7.941245e-05,-8.6082284e-05,0.00018823019,0.00017053763,4.0446484e-05,-0.00011926539,0.00033165165,0.00014126701,-0.00028788674,-0.00032251922,1.7334398e-05,0.00022553747,-4.607065e-06,0.00067460764,0.0007145685,0.00039960115,0.0010106293,-0.0008591735,-0.0009436981,0.00049630954
tremor_postural_left,-4.07405e-05,-3.3959685e-05,2.9505238e-05,-0.0005066702,-4.282023e-05,0.00041328516,-0.0003275254,-0.00011755373,7.496679e-05,-0.00016587783,7.240488e-05,-0.00011213412,-0.0005812238,0.0002746994,-2.3788922e-05,-0.00025591842,2.3028304e-05,-0.0005660538,-0.001198178,-0.0015442225,-0.0011111019,0.0016072317
tremor_postural_right,7.412582e-05,0.00031382762,-5.3052736e-05,-5.944229e-05,0.0005317283,-0.0002962283,0.00028061573,0.00032962728,0.0004699575,0.00019594186,-4.9593622e-05,0.00019964071,0.000114162336,-0.00053161633,-0.00063653855,0.0010522967,0.00015929899,0.0009986073,0.0019387634,-7.969894e-05,-4.6047597e-05,0.00020790129
bradykinesia_speed_left,2.587531e-05,-4.774979e-05,9.6222546e-05,4.965683e-05,-0.00044639,0.00026880568,-0.00023623431,-0.00035068122,-0.00018053115,-0.00020889194,0.0006039297,0.00017931857,-0.00048670048,0.0007300293,0.00019790353,-0.0003671197,0.0003656991,-2.516242e-05,-0.00093128614,-0.0006414969,-0.00048261738,0.00071932585
bradykinesia_speed_right,-6.6558437e-06,6.942109e-05,-0.0002934865,0.00033868133,0.0002761144,-0.00028813974,0.00029751172,0.00047750183,0.00010733512,-0.00015134901,-0.00032623488,-0.00014758242,0.0005182915,-0.00015790506,-0.0002620161,0.00043770103,-0.00010385211,-0.0004766531,0.0012300919,-0.00017908929,-2.139163e-08,-0.00018005582
bradykinesia_amplitude_left,2.7559743e-05,-9.038983e-05,0.00017398658,-5.347252e-05,-0.00050271803,0.000143658,-0.00028593154,-0.00040849042,-5.273943e-05,-0.0002719692,0.00069927954,9.836053e-05,-0.00050913484,0.0010341414,0.00020936826,-0.0004066967,0.000203722,-8.1590304e-05,-0.0011433522,-0.00044958864,-0.00020341034,0.0011181338
bradykinesia_amplitude_right,-4.6093865e-05,4.4417367e-05,-0.0004190603,0.0003224835,0.00020852945,-0.00033843637,0.00028346243,0.0003052608,5.8099882e-05,-9.181177e-05,-0.0004594967,-0.000220413,0.000627034,-0.00047165347,-8.306311e-05,0.00035984706,-0.00021461374,-0.0006365996,0.0011549859,-0.00028579883,5.8577454e-05,0.00042869625
bradykinesia_rhythm_left,0.00011993674,-7.143268e-05,-1.0386456e-06,1.8176439e-05,-0.0005204342,-0.00012098268,-0.00041859326,8.586146e-05,-0.00034177955,-0.00018982886,0.00018825811,-4.670127e-05,-0.00048620033,0.0005987651,0.00036561376,6.8435176e-05,-0.0003460938,-0.00034562877,-0.00026280762,0.0004319533,5.6168697e-05,0.0008930875
bradykinesia_rhythm_right,8.586195e-05,0.0001840898,-0.0002691134,0.00041905622,-0.0001269761,-0.0009367057,1.1666543e-05,0.00046661677,-0.00014616922,-0.00014436775,-0.0005905131,0.00033103724,0.0007122545,-0.00026427224,-0.000118797674,0.00059350935,9.474654e-06,-0.0010173371,0.00029017925,0.0007800053,0.00012286134,0.00078663573
mirrormovement_left,-4.5418346e-05,0.00030974532,-0.00075934717,0.0007845602,0.00046309506,3.0313042e-06,0.00030218664,0.00040793495,0.00059669337,0.0013443807,-0.0008340862,-0.0014727707,0.0006807705,-0.0016536573,-0.00088483543,0.0023267702,0.00022505062,0.00046319232,0.0031965182,-0.0032323494,0.0022874686,0.0006811079
mirrormovement_right,4.6903683e-06,-1.3779774e-05,0.00035697897,-5.1886673e-05,-0.00090121746,0.0010179632,-0.00021286996,-0.00093399355,0.0004283751,-0.00040610743,0.00092589343,0.00052197056,-0.0006585063,0.0007761136,0.00012554917,-0.00031288274,0.0007393923,0.001080949,-0.0016676662,-0.000497304,-0.0008705974,0.0015587006
