experiment_id,experiment_name,status,duration_seconds,duration_formatted,start_time,end_time,num_samples,num_chains,K_values,cv_folds
sgfa_hyperparameter_tuning_20251007_153537,sgfa_hyperparameter_tuning,completed,26792.598799,7.4 hours (27m 33s),2025-10-07 15:35:37,2025-10-07 23:02:09,2000,1,"[5, 10, 15]",5
