Feature,Factor_0,Factor_1
volume_sn_voxels::v0,-0.36927354,-0.6537609
volume_sn_voxels::v1,-0.51636595,-0.6172951
volume_sn_voxels::v2,-0.43277884,-0.77684665
volume_sn_voxels::v3,-0.53010255,-0.91704565
volume_sn_voxels::v4,-0.7423201,-0.9168504
volume_sn_voxels::v5,-0.52561486,-1.0145446
volume_sn_voxels::v6,-0.65209675,-1.0865533
volume_sn_voxels::v7,-0.7892979,-1.0931886
volume_sn_voxels::v8,-0.91660017,-1.0676681
volume_sn_voxels::v9,-0.6311295,-0.7586657
volume_sn_voxels::v10,-0.5932762,-1.0852448
volume_sn_voxels::v11,-0.5921114,-1.1502707
volume_sn_voxels::v12,-0.7814422,-1.2632647
volume_sn_voxels::v13,-0.8185017,-1.2299364
volume_sn_voxels::v14,-0.7814841,-1.080673
volume_sn_voxels::v15,-0.9872498,-1.1975374
volume_sn_voxels::v16,-0.7351896,-0.36890692
volume_sn_voxels::v17,-0.75445217,-0.46008477
volume_sn_voxels::v18,-0.8052081,-0.8530318
volume_sn_voxels::v19,-0.6171486,-1.113827
volume_sn_voxels::v20,-0.74996257,-1.0875673
volume_sn_voxels::v21,-0.8179225,-1.4939035
volume_sn_voxels::v22,-0.8712697,-1.3785007
volume_sn_voxels::v23,-0.9815189,-1.2945707
volume_sn_voxels::v24,-1.0824394,-1.2776154
volume_sn_voxels::v25,-0.8281168,-0.44819042
volume_sn_voxels::v26,-0.7402637,-0.6679766
volume_sn_voxels::v27,-0.9009247,-1.1032097
volume_sn_voxels::v28,-0.83831656,-1.117846
volume_sn_voxels::v29,-0.87082916,-1.2368679
volume_sn_voxels::v30,-1.0102472,-1.4678864
volume_sn_voxels::v31,-1.2083029,-1.6508238
volume_sn_voxels::v32,-1.2200788,-1.7451158
volume_sn_voxels::v33,-1.2302258,-1.5027615
volume_sn_voxels::v34,-0.964504,-0.76933897
volume_sn_voxels::v35,-0.92964715,-1.1773504
volume_sn_voxels::v36,-0.9719589,-1.1781368
volume_sn_voxels::v37,-0.9963828,-1.3575275
volume_sn_voxels::v38,-1.0501239,-1.7244781
volume_sn_voxels::v39,-1.2462077,-1.726219
volume_sn_voxels::v40,-1.2044284,-1.475664
volume_sn_voxels::v41,-0.82437557,-0.97156346
volume_sn_voxels::v42,-0.99443805,-1.0988386
volume_sn_voxels::v43,-1.0022401,-1.1585225
volume_sn_voxels::v44,-1.030084,-1.4359951
volume_sn_voxels::v45,-1.2824484,-1.4323627
volume_sn_voxels::v46,-1.021948,-1.3425342
volume_sn_voxels::v47,-0.9538533,-1.2756796
volume_sn_voxels::v48,-0.74889094,-0.65004504
volume_sn_voxels::v49,-0.8871873,-0.99123377
volume_sn_voxels::v50,-1.1273715,-1.001017
volume_sn_voxels::v51,-1.1128461,-1.2836454
volume_sn_voxels::v52,-1.100949,-1.3355753
volume_sn_voxels::v53,-1.096899,-1.2352686
volume_sn_voxels::v54,-0.66659415,-0.38601455
volume_sn_voxels::v55,-0.9645483,-0.6732421
volume_sn_voxels::v56,-1.055197,-0.8080038
volume_sn_voxels::v57,-1.0682974,-0.8044447
volume_sn_voxels::v58,-0.78426397,0.043982416
volume_sn_voxels::v59,-0.38743222,-0.18819043
volume_sn_voxels::v60,-0.41639432,-0.33596182
volume_sn_voxels::v61,-0.37422603,-0.026512146
volume_sn_voxels::v62,-0.4521583,-0.9650018
volume_sn_voxels::v63,-0.55831593,-0.735042
volume_sn_voxels::v64,-0.48068592,-0.19012563
volume_sn_voxels::v65,-0.55190575,-0.9236077
volume_sn_voxels::v66,-0.7173293,-0.9674963
volume_sn_voxels::v67,-0.86853385,-0.72697085
volume_sn_voxels::v68,-0.76500624,-0.5077786
volume_sn_voxels::v69,-0.7116901,-0.9701725
volume_sn_voxels::v70,-0.7374146,-1.1056136
volume_sn_voxels::v71,-0.81110406,-1.0153196
volume_sn_voxels::v72,-1.0593935,-1.1227038
volume_sn_voxels::v73,-0.9545111,-0.72149646
volume_sn_voxels::v74,-0.73126656,-0.8830167
volume_sn_voxels::v75,-0.8334221,-1.1695086
volume_sn_voxels::v76,-0.78370094,-1.0611978
volume_sn_voxels::v77,-0.9609293,-1.2460791
volume_sn_voxels::v78,-0.9732861,-1.2291844
volume_sn_voxels::v79,-1.090525,-1.1480728
volume_sn_voxels::v80,-0.88973516,-0.71061814
volume_sn_voxels::v81,-0.8998918,-1.147668
volume_sn_voxels::v82,-0.99580103,-1.2417853
volume_sn_voxels::v83,-1.0274427,-1.2447759
volume_sn_voxels::v84,-1.3117353,-1.7620964
volume_sn_voxels::v85,-1.166306,-1.5686873
volume_sn_voxels::v86,-1.2807667,-1.3520125
volume_sn_voxels::v87,-0.9494308,-0.4933832
volume_sn_voxels::v88,-1.0490162,-0.82173973
volume_sn_voxels::v89,-1.1339684,-1.0955787
volume_sn_voxels::v90,-1.0870028,-1.3587751
volume_sn_voxels::v91,-1.4785434,-1.8199378
volume_sn_voxels::v92,-1.6318747,-2.1275637
volume_sn_voxels::v93,-1.4312015,-2.1359198
volume_sn_voxels::v94,-1.4694371,-1.5708234
volume_sn_voxels::v95,-0.93710446,-0.4333249
volume_sn_voxels::v96,-0.95240664,-0.72711676
volume_sn_voxels::v97,-1.0303735,-0.8068538
volume_sn_voxels::v98,-1.1713953,-1.1503958
volume_sn_voxels::v99,-1.2815201,-1.554621
volume_sn_voxels::v100,-1.6352279,-2.1585565
volume_sn_voxels::v101,-1.6631463,-2.1827016
volume_sn_voxels::v102,-1.537216,-1.7173595
