Subject_ID,Factor_1,Factor_2
Subject_1,0.074054286,-0.0518764
Subject_2,-1.1520529,-0.054629162
Subject_3,0.059741225,-0.33429337
Subject_4,0.093153566,1.4128963
Subject_5,-0.62345195,0.65802634
Subject_6,0.3452591,-0.43027437
Subject_7,-0.016138298,-1.7723472
Subject_8,-0.05014222,-0.2028914
Subject_9,-1.5401442,-1.5088964
Subject_10,-0.20195284,0.019112311
Subject_11,-0.3558825,-0.5858066
Subject_12,1.0127765,-0.53102106
Subject_13,-2.100107,-1.073763
Subject_14,1.5832573,-0.8396376
Subject_15,0.6619575,-0.28812787
Subject_16,0.022893578,0.7375819
Subject_17,1.1737221,-0.15532231
Subject_18,1.2037154,0.101496786
Subject_19,0.8393877,0.21321048
Subject_20,-1.5257193,2.4075994
Subject_21,0.66433316,1.6506171
Subject_22,-0.75450176,-0.2824257
Subject_23,1.251802,0.46856955
Subject_24,-0.043508247,-0.4947309
Subject_25,-1.4184514,-0.06063316
Subject_26,0.6510119,-0.09257381
Subject_27,-0.6772731,0.13329269
Subject_28,1.1478518,-0.91383576
Subject_29,-0.041625038,-0.1265253
Subject_30,-1.0103896,1.1777261
Subject_31,-0.8303172,-0.86455387
Subject_32,-1.4248357,0.44323346
Subject_33,0.83701134,-0.57998246
Subject_34,0.7966871,0.771785
Subject_35,0.9731901,0.5414598
Subject_36,-1.0480698,1.4029151
Subject_37,-0.71035784,-0.09475206
Subject_38,-1.3881649,-0.15210441
Subject_39,-3.1176994,0.8677999
Subject_40,2.863213,0.7385796
Subject_41,-2.5132372,0.16921154
Subject_42,0.94081914,0.05393503
Subject_43,-0.9184376,0.5310494
Subject_44,-0.61187565,0.18329628
Subject_45,-1.6038841,0.0065641785
Subject_46,-1.9102592,0.2843036
Subject_47,0.9259544,1.2555832
Subject_48,-1.7066956,-0.2631392
Subject_49,-0.25510523,2.6085835
Subject_50,1.5615308,-0.07957448
Subject_51,-0.37037274,0.95703495
Subject_52,-0.11613334,0.30459931
Subject_53,0.7096005,0.18022154
Subject_54,0.9849107,-0.3090801
Subject_55,-1.7053398,-0.74805117
Subject_56,0.2553642,-0.23542735
Subject_57,1.7595327,-0.33134288
Subject_58,-2.4401445,0.37717634
Subject_59,0.5292556,-0.81738085
Subject_60,-0.04210041,-0.55477285
Subject_61,-0.86292785,0.8801389
Subject_62,0.91959924,-0.0024367261
Subject_63,0.4864677,0.3568725
Subject_64,-1.1092515,0.13782066
Subject_65,-0.7823821,0.4350469
Subject_66,-0.91055006,-0.66602075
Subject_67,0.25874802,0.7244759
Subject_68,0.88329774,1.6999335
Subject_69,3.4260817,-1.0755903
Subject_70,0.9810867,-1.500512
Subject_71,0.49183127,-0.15262955
Subject_72,-0.9234796,0.08807524
Subject_73,0.546891,-0.10386685
Subject_74,-0.77149403,0.13549025
Subject_75,-0.3991229,0.6535303
Subject_76,-1.3140984,0.8480097
Subject_77,-1.2561636,0.23541626
Subject_78,0.4289617,0.5248078
Subject_79,1.752133,-0.7125599
Subject_80,-2.411711,0.31197682
Subject_81,0.81813234,-0.08781077
Subject_82,0.5248915,-0.5518832
Subject_83,1.4830201,3.6283774
Subject_84,-0.5094783,0.07291295
Subject_85,-1.3336495,-0.19262989
Subject_86,0.12497597,-0.065399446
