Subject_ID,Factor_1,Factor_2
Subject_1,1.2737124,-0.40763164
Subject_2,-0.99976045,-1.8827341
Subject_3,-0.17139144,-0.041291885
Subject_4,-1.5962,0.52295023
Subject_5,1.4868366,-0.18847767
Subject_6,-0.09868816,2.1185954
Subject_7,-0.35703897,-0.057548225
Subject_8,-0.34236863,1.7300386
Subject_9,1.4409468,-1.8904024
Subject_10,1.0460265,-1.0704014
Subject_11,-0.7182689,-0.6301949
Subject_12,0.14552556,0.5875308
Subject_13,-1.4127345,-9.4527025
Subject_14,-1.2794567,1.2728453
Subject_15,-0.16078375,0.57065487
Subject_16,-1.608074,-1.1155248
Subject_17,0.06853723,0.17058563
Subject_18,-0.45126098,2.523685
Subject_19,1.2882293,1.427613
Subject_20,1.2270701,-0.6473461
Subject_21,0.2262327,0.63925487
Subject_22,-0.899352,-1.2252009
Subject_23,-0.8393292,0.5266751
Subject_24,-0.53757334,-0.53172404
Subject_25,0.6709272,-1.3476884
Subject_26,0.27324864,1.8836406
Subject_27,0.2263565,-0.7475748
Subject_28,0.4235122,0.41914597
Subject_29,0.7713517,2.6311631
Subject_30,-1.1843323,-1.215376
Subject_31,0.07780307,-0.52548516
Subject_32,-1.5976632,1.1119322
Subject_33,-0.4623465,0.36101875
Subject_34,0.06562642,0.7186024
Subject_35,1.9483808,1.9392546
Subject_36,-2.0637147,-1.3418639
Subject_37,0.05704687,0.70988697
Subject_38,0.013252579,-1.8546001
Subject_39,0.061946437,-1.185381
Subject_40,0.39327133,-1.0565603
Subject_41,0.117296144,-1.4298154
Subject_42,-0.68494934,-0.27983147
Subject_43,0.3926174,1.4683328
Subject_44,-0.06558701,-0.7382878
Subject_45,1.4175901,-0.64631855
Subject_46,1.7762347,-1.1008784
Subject_47,1.5691141,0.28055155
Subject_48,0.45355648,-0.38067567
Subject_49,-0.89323735,-0.63877136
Subject_50,1.4259278,2.429942
Subject_51,-1.0225097,0.9967566
Subject_52,1.1473101,-0.2950554
Subject_53,-0.5654612,0.66254073
Subject_54,0.29901695,1.3068134
Subject_55,-0.7284681,-1.8706117
Subject_56,0.7266373,1.1044691
Subject_57,0.42332104,0.4476632
Subject_58,0.3820508,-1.507325
Subject_59,0.16238794,0.73582643
Subject_60,0.74880487,0.0612396
Subject_61,1.5713392,-0.5830105
Subject_62,-0.79750603,1.9691749
Subject_63,0.97925293,0.99400055
Subject_64,-0.04154699,-1.1637753
Subject_65,-0.7161626,2.2097719
Subject_66,-0.17806974,0.6491306
Subject_67,1.2838612,-0.46930054
Subject_68,-0.22441396,1.3363757
Subject_69,0.5128358,1.7660015
Subject_70,0.4749305,-0.19330081
Subject_71,-0.7210251,-0.024448263
Subject_72,0.4879009,-0.85834086
Subject_73,0.8211762,2.1039507
Subject_74,0.3851226,-1.7084937
Subject_75,0.65167403,-0.06689079
Subject_76,-1.5216124,-1.5283573
Subject_77,0.77996826,-1.865754
Subject_78,0.15598874,0.48371577
Subject_79,0.30419058,1.3300654
Subject_80,0.51589924,-1.7924616
Subject_81,0.28610724,1.1090634
Subject_82,1.981996,0.66498494
Subject_83,-0.50828487,0.81576425
Subject_84,-1.5584638,-0.593502
Subject_85,0.2804637,-2.371081
Subject_86,-1.7283074,0.9970932
