Subject_ID,Factor_1,Factor_2
Subject_1,-0.0006542321,0.03740498
Subject_2,1.3682499,-0.48778516
Subject_3,0.43713862,-0.48162034
Subject_4,-0.54425305,2.0368404
Subject_5,0.1219502,0.77160674
Subject_6,-0.5783534,0.591119
Subject_7,0.0042214403,-0.56580114
Subject_8,0.17417847,-0.43130204
Subject_9,2.018337,0.26610854
Subject_10,0.27785048,-0.25864872
Subject_11,0.09774778,-0.05305658
Subject_12,-1.4266373,0.9833496
Subject_13,2.3507614,-1.6289618
Subject_14,-1.650989,0.47526166
Subject_15,-0.5754889,-1.803264
Subject_16,-0.26327026,-1.2317733
Subject_17,-2.353926,0.18193687
Subject_18,-1.6929157,-4.4175606
Subject_19,-1.8817978,1.2001215
Subject_20,1.0786016,-0.40153748
Subject_21,-1.1564245,-1.5264419
Subject_22,1.0343485,0.1965175
Subject_23,-2.1465786,1.3988904
Subject_24,-1.1482501,-0.14697142
Subject_25,1.7996167,-1.0609968
Subject_26,-1.2374047,0.1766919
Subject_27,0.9795325,-1.1526862
Subject_28,-1.4560274,2.1573226
Subject_29,0.6491685,-0.3044117
Subject_30,1.1267593,-2.4255843
Subject_31,1.0858934,-0.7527899
Subject_32,0.742367,1.5367298
Subject_33,-1.5560484,0.66747224
Subject_34,0.73003554,-0.032427225
Subject_35,-1.327542,0.7623448
Subject_36,0.91395307,-0.8193416
Subject_37,0.59488565,-1.1359491
Subject_38,1.384876,-0.57802206
Subject_39,0.72624165,-0.789249
Subject_40,-0.830463,-1.7419674
Subject_41,0.989479,-1.2225986
Subject_42,0.36561364,-0.17511958
Subject_43,1.8813831,-2.1613898
Subject_44,0.13058883,-1.998275
Subject_45,0.71235025,-0.48475975
Subject_46,1.4592187,-0.8810033
Subject_47,-1.1811154,0.057589024
Subject_48,-0.123233,0.21581909
Subject_49,0.6842096,-1.2952894
Subject_50,-1.4248879,1.6372455
Subject_51,-1.8885002,0.49395183
Subject_52,-2.9265077,-0.0057188375
Subject_53,-0.6167252,1.0042853
Subject_54,-3.3713286,0.7999179
Subject_55,1.380086,-1.2039512
Subject_56,-0.4739319,1.1218379
Subject_57,1.0223495,0.092595585
Subject_58,1.479229,-1.3768083
Subject_59,-1.704167,0.26548174
Subject_60,-0.9776581,0.114086054
Subject_61,1.2406688,-1.023746
Subject_62,-1.3951738,1.1156532
Subject_63,-0.7086941,0.06335289
Subject_64,1.1917974,-0.952905
Subject_65,-0.80696595,1.1341808
Subject_66,-0.70429325,0.96188664
Subject_67,-0.2234126,0.18934959
Subject_68,-1.4980414,1.3619474
Subject_69,-2.0551324,0.79853356
Subject_70,0.8986466,-0.07444766
Subject_71,-0.74438,0.42077774
Subject_72,0.9716622,-0.7318469
Subject_73,-0.6318752,0.6705488
Subject_74,1.0542806,-1.0341733
Subject_75,0.17636338,0.22878872
Subject_76,1.3588343,0.74689996
Subject_77,1.917622,-1.1593075
Subject_78,-0.36281982,0.59648347
Subject_79,-1.540317,1.5844427
Subject_80,2.2888727,-0.36305165
Subject_81,-0.5379001,1.0729928
Subject_82,-0.31012005,1.0102974
Subject_83,-1.0546765,0.51082003
Subject_84,0.3381406,-0.90572774
Subject_85,-1.1503154,-0.8787185
Subject_86,-0.64257365,0.17531793
