Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
volume_sn_voxels_feature_0,0.007586122,0.4430663,-0.16851237,-0.23369777,-0.25976658,0.73181,1.3100739,0.47334823,-0.32860875,-0.58491236,0.2761183,-0.7689191,0.07150023,-0.6699759,0.23996775,-0.5609667,0.16309239,-0.7440981,0.5319263,-0.11949491,0.06428986,-0.18345946,1.0339335,1.097905,1.1240419,0.0028717113,0.36545724,0.69007576,-0.84761816,0.89404345
volume_sn_voxels_feature_1,-0.17869891,1.2955419,0.06972762,0.18054338,0.9629916,0.9734287,1.3647088,0.9212535,0.28770182,0.089904845,0.29631302,-0.56150854,-0.054955218,-0.019367833,0.2928747,-0.20186406,0.03176714,-0.5756678,0.8907462,0.4386368,-0.036831234,-0.15577176,0.10583616,1.2147303,1.2428749,-0.02460202,0.15430601,-1.0446141,0.14135887,0.19132186
volume_sn_voxels_feature_2,-0.120501146,-1.3137044,-0.9755752,-0.03775411,-0.83557415,0.07160705,0.39961037,0.16076161,-0.16639651,-0.30592212,-0.21123125,-0.79082537,0.8839232,-0.56675565,-0.43486056,-0.23575777,-0.08144212,0.21587564,-0.22888474,0.33578765,-0.10964149,0.1846934,0.58913356,-0.24190271,1.6679491,0.0912204,-0.019284662,1.0846977,-0.3386889,0.17885344
volume_sn_voxels_feature_3,-0.5388647,-0.7702106,-0.47891435,0.02436076,-0.1723709,0.027828671,0.39258838,0.27904633,0.1634586,0.32569703,-0.019627426,0.0995493,0.38419473,-0.11157244,-0.3624,-0.27684703,-0.18387024,0.76606184,-0.11218828,0.5057546,-0.17452662,0.24564739,-0.14607942,-0.0074022682,1.745565,0.014237019,-0.12718496,-0.4618872,0.34873137,0.14671457
volume_sn_voxels_feature_4,-0.8220619,-1.6302165,-0.794871,-0.46644834,-0.63126796,0.02981445,-0.9739624,-0.1881196,0.12060145,0.31349146,-0.8848663,0.98971385,0.6786862,-0.4454036,-0.81957215,-0.46909764,-0.13799103,1.2333097,-1.0144134,0.8917701,0.22601585,0.97844845,-0.33865583,-0.78902143,2.0022254,-0.66782176,-0.62347937,-0.13161373,0.42520103,-0.020314418
volume_sn_voxels_feature_5,-0.21446706,-1.3065246,-0.5381521,-0.083493896,-1.2782503,-1.052557,0.44988036,0.63260305,-0.21833946,-0.8618782,0.89040196,-0.81785136,0.48399732,-0.5698419,-0.77825284,-0.1736462,-1.0618094,0.99979365,1.0311029,1.2421882,-0.5448115,0.7104692,-0.2488211,-0.14141253,1.1163558,0.8838961,0.20263621,-1.0872862,-0.4452539,0.61804754
volume_sn_voxels_feature_6,-0.4337856,-1.3622047,-0.49663696,-0.63449985,-0.46564883,-0.3772121,0.30330175,0.6157422,-0.010012184,-0.0862459,0.97976094,-0.57697767,0.6793592,-0.43253282,-0.4013298,-0.24980657,-0.8678948,-0.49619424,0.47694147,1.08831,-0.65975046,-0.5243345,0.25762597,-0.32275316,1.0310498,0.26523656,0.11459242,-0.10275938,-0.18467942,0.52176595
volume_sn_voxels_feature_7,-0.6440933,-1.0717534,-0.7695069,0.4187993,-0.6730366,-1.0792826,0.7432532,0.9582267,0.78182244,-0.88059247,0.11574631,-0.29762146,-0.13493544,0.15431684,-0.27744895,-0.7912147,-0.9264533,1.0635501,0.9793181,1.4345955,0.05455119,0.051151652,-0.3350416,-0.04191506,-0.023877038,0.32616955,0.71349186,-1.0499237,-0.9173465,0.59643424
volume_sn_voxels_feature_8,-0.059425868,-1.6565502,1.0123914,0.52613336,-0.04575407,1.060369,0.13806,0.2701669,1.1239138,-0.1236385,-0.37737924,-0.48619488,-1.3504636,0.51934063,0.2825204,-1.1220435,0.44442314,-0.14832738,0.017600363,1.7069193,-0.050234586,-0.28269696,0.111535996,-0.09729821,0.30154908,-0.54940593,0.28209522,0.7515075,-0.16581483,-0.33916116
volume_sn_voxels_feature_9,0.7406706,-1.4257171,1.1108184,1.4483905,0.05237241,1.2096937,0.21751343,-0.6143403,0.7377064,-0.11702403,-0.61931497,-0.47400826,-1.095498,0.7280871,0.11753324,-1.2131014,0.2693369,-0.13374546,-0.18036032,1.2906665,-0.050428055,0.114235476,0.57380396,-0.49503973,0.106370874,-0.2841449,-0.040776953,1.1537129,0.14832127,-0.7053804
volume_sn_voxels_feature_10,0.9586939,-1.3293487,1.352685,1.4509581,0.30334023,1.1034172,0.6168429,-1.067982,0.12445243,-0.17312542,-0.5762021,-0.518457,-1.4360093,0.9845734,-0.10943035,-1.0850298,-0.6186727,-0.6064154,-0.3060399,1.1530967,-0.12407677,0.015713848,0.5815256,-1.1068636,0.15086234,0.4255137,0.124385715,1.3992567,1.0795183,-0.70339394
volume_sn_voxels_feature_11,0.99758506,0.8526001,0.47839093,0.6208721,1.0544001,0.9342199,1.4710462,0.3123701,0.38742855,-0.7324433,0.3652501,-0.6716061,-0.5838501,0.29759407,1.1301972,-0.026832303,-0.52719986,-1.3431821,0.45192662,0.01935085,-0.065716684,-1.0139164,0.30100042,1.1789583,1.1847974,0.09152304,0.24835767,-0.33176517,-0.9124312,-0.110788815
volume_sn_voxels_feature_12,0.34772626,-0.4350225,0.3486002,0.3392636,-0.09436442,-0.08094688,0.8911974,0.18008411,0.08008054,-0.2059894,0.03930407,-0.51936257,-0.48457277,0.45577657,0.5564496,0.14767055,0.11199255,-0.0703485,0.04350336,-0.48697162,-0.06460612,-0.47063366,0.16347115,0.32004005,1.1668888,0.7901339,0.25917256,0.10810172,-0.35002196,0.14363162
volume_sn_voxels_feature_13,0.31843093,-1.067065,0.15548314,0.09767812,-0.26871678,-0.52858293,-0.386225,-0.3966449,-0.037144948,0.05280005,-0.049302567,0.1263935,0.16350651,0.5105092,0.053945605,0.39510387,0.23048352,0.2592805,-0.7484467,-0.25591484,0.20389731,0.33295047,0.08317158,-0.29987296,1.3828769,0.0746666,-0.34470862,0.4835401,0.26580814,-0.27779794
volume_sn_voxels_feature_14,-0.11746916,-1.0457733,0.61231107,0.18472864,0.2552584,-0.93561506,-0.66724193,-0.5783382,0.07519155,0.7537546,-0.205396,1.010918,-0.081330605,1.0525082,-0.21989195,0.09062858,-0.116408095,1.0894598,-0.47637206,0.17699894,0.19867295,0.44911724,-0.8407966,-0.35577312,1.2413594,-0.129453,-0.1445447,-1.0779792,0.95520186,-0.24761899
volume_sn_voxels_feature_15,0.3225899,-1.1414949,-0.4831374,-0.17295626,0.39396843,0.32966405,-0.7691923,-0.09980848,-0.30951744,0.07319725,0.0045770025,0.34737542,0.41937423,-0.17473595,0.25424024,1.1085714,0.439004,-1.091815,-1.0834881,-0.096535586,0.06856255,0.11554592,0.7337501,-0.27508146,1.2999178,0.15787005,-0.3102266,0.8680181,0.14789304,-0.173904
volume_sn_voxels_feature_16,0.13417004,-1.0816205,-0.37066755,-0.25711474,0.29182214,-0.16877435,-1.0725989,-0.89355487,-0.13367985,0.050415147,-0.68484294,0.8345207,0.009156661,0.16626504,-0.5940463,0.56758416,0.34890145,0.26815477,-1.1656531,0.0037694946,0.46886823,0.688035,-0.16561542,-0.2563323,1.8668344,-0.50933766,-0.9154097,0.3317173,0.4950016,-0.15127358
volume_sn_voxels_feature_17,-0.15310067,-1.2540675,0.068047665,-0.092411995,0.7930254,0.2992057,-0.2971761,0.2650184,-0.2006885,0.35982552,0.84090996,0.36827073,-0.011641497,-0.042111557,0.18405567,0.911488,0.107059315,-1.1600083,-0.7465127,1.2294796,-0.100883774,-0.039949477,0.4216821,0.06063269,1.1101936,0.34867704,-0.343298,0.12095988,0.3930765,-0.14678457
volume_sn_voxels_feature_18,-0.19178063,-1.1015779,-0.050077602,-0.17976338,1.1445521,0.34197107,-0.94650626,-0.5720311,-0.10238308,0.30257484,-0.23518564,1.057417,-0.5497538,-0.124406226,-0.22551829,0.68771935,0.5839734,-0.21430591,-1.314558,1.304023,0.123908676,0.7592919,0.012096715,-0.08250872,1.4125903,-0.5673942,-0.95102274,-0.03434952,0.6696019,-0.17087401
volume_sn_voxels_feature_19,-0.95179725,-1.6157429,0.20626044,0.45284668,0.8349671,-0.49658412,0.26483187,0.53214896,0.46307626,0.26300833,0.9819626,0.44446173,-0.7024029,0.16467154,0.36384782,0.02390286,-0.77106,-0.20402305,-0.0062782774,1.0442537,0.0069489153,-0.17264482,-0.18995667,1.0291506,0.04194779,0.55897456,0.47124785,-0.6871391,-0.13701043,0.24401893
volume_sn_voxels_feature_20,-0.4578897,-1.5330397,0.73168504,-0.13748391,1.4261867,0.29079357,-0.81782705,-0.17605078,0.22350672,0.20444925,0.23901714,0.837322,-1.3154634,-0.063401125,0.6550262,0.24789011,0.8532225,-0.57213813,-1.3884706,1.2406461,0.19554694,0.5069293,0.13374361,0.7220476,0.9470651,-0.54540277,-0.8410507,-0.16697581,0.15280797,-0.42318246
volume_sn_voxels_feature_21,-0.6618351,-1.6577172,-0.5544266,1.1297159,0.23680791,-0.55889106,0.38415757,0.6620869,0.95638263,-0.20810388,-0.0057301368,0.03308641,-0.32054645,0.28009215,0.21454221,-0.40127853,-0.5263205,0.9800889,0.89520234,1.6311387,0.39602858,0.19236876,-0.3755911,0.53060305,-0.6867249,0.33664668,0.53838223,-0.9535966,-0.7729803,0.78629845
volume_sn_voxels_feature_22,-0.1002544,-1.0401968,0.25222835,1.1686348,0.044113655,0.36899957,0.07677104,0.29157823,0.5870227,0.10230726,-0.5368795,0.053890705,-0.5615906,0.062163312,0.30444297,-0.30952632,0.5497351,0.5287608,0.6341875,1.7480688,0.10494278,0.16234626,-0.13324045,-0.17036329,-0.37150547,-0.122326046,0.1952673,0.5023508,-0.46443403,0.04814123
volume_sn_voxels_feature_23,0.49022135,-0.89020956,0.7654091,1.2314818,-0.10993003,1.1697347,-0.26630315,-0.37210888,-0.21852544,0.10724044,-0.35228807,0.272409,-0.6508045,-0.22254463,-0.00045038323,0.15573293,0.9129832,-0.08915814,0.22440015,1.1972942,-0.10957203,0.13511682,0.2969469,-1.0459535,-0.13300692,0.056850232,-0.035492007,1.214051,0.06390742,-0.45109388
volume_sn_voxels_feature_24,0.6196657,-1.1353691,0.980124,1.3822298,1.0922644,1.259068,0.03333607,-0.816503,-0.46186605,0.08820567,-0.80737996,-0.3467729,-1.1945598,0.5835886,-0.15375379,-0.1852451,-0.26276925,-0.36819452,-0.80507255,1.1336026,-0.0536028,0.15550736,0.39679053,-1.1638565,-0.008639938,0.110068716,0.17169888,1.2358112,0.9303791,-0.32992706
volume_sn_voxels_feature_25,1.3246456,0.22195195,0.58724827,1.361613,0.68101156,1.2766535,1.2158775,-0.48828676,0.4437711,-0.10173936,0.82157737,0.23859109,-0.6837168,1.1474278,1.2270728,0.75134844,-0.41711137,-1.1619178,0.82536745,-0.35735655,-0.020999879,-1.0831423,-0.44506478,0.5838611,1.8220203,0.8522718,0.53961277,-0.92559236,-0.5419059,-0.85420537
