Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
volume_sn_voxels::v0,0.4368816,1.6514947,1.0015646,0.43184438,4.1106224
volume_sn_voxels::v1,0.4368816,1.6515,1.0015647,0.43184438,4.110623
volume_sn_voxels::v2,0.43688154,1.6515,1.0015646,0.43184438,4.110618
volume_sn_voxels::v3,0.43688154,1.6514997,1.0015646,0.43184438,4.1106215
volume_sn_voxels::v4,0.43688154,1.6515,1.0015647,0.43184438,4.110623
volume_sn_voxels::v5,0.4368816,1.6515,1.0015645,0.43184432,4.1106224
volume_sn_voxels::v6,0.4368816,1.6515,1.0015639,0.43184438,4.1106076
volume_sn_voxels::v7,0.43688154,1.6515002,1.0015647,0.43184444,4.1106224
volume_sn_voxels::v8,0.43688154,1.6515,1.0015647,0.43184438,4.1106186
volume_sn_voxels::v9,0.4368816,1.6515,1.0015647,0.43184438,4.110623
volume_sn_voxels::v10,0.4368816,1.6515,1.0015647,0.43184438,4.1106224
volume_sn_voxels::v11,0.43688154,1.6515,1.0015646,0.43184438,4.1106167
volume_sn_voxels::v12,0.4368797,1.6515,1.0015647,0.43184438,4.110605
volume_sn_voxels::v13,0.4368813,1.6515,1.001564,0.43184438,4.1106195
volume_sn_voxels::v14,0.43688154,1.6515,1.0015647,0.43184438,4.110623
volume_sn_voxels::v15,0.4368816,1.651499,1.0015603,0.43184438,4.110623
volume_sn_voxels::v16,0.4368816,1.6515,1.0015646,0.43184432,4.110623
volume_sn_voxels::v17,0.4368816,1.651499,1.0015646,0.43184438,4.110623
volume_sn_voxels::v18,0.4368816,1.6515,1.0015647,0.43184438,4.1106133
volume_sn_voxels::v19,0.4368816,1.6515,1.0015645,0.43184438,4.110623
volume_sn_voxels::v20,0.4368816,1.6515,1.0015646,0.43184438,4.1106224
volume_sn_voxels::v21,0.4368816,1.6514987,1.0015646,0.43184438,4.110501
volume_sn_voxels::v22,0.4368816,1.6515,1.0015647,0.43184438,4.1106224
volume_sn_voxels::v23,0.43688154,1.6514996,1.0015646,0.4318443,4.110623
volume_sn_voxels::v24,0.43688154,1.6515,1.0015635,0.43184438,4.110623
volume_sn_voxels::v25,0.43688154,1.6515,1.0015646,0.43184432,4.1106215
volume_sn_voxels::v26,0.43688154,1.6515,1.0015647,0.43184438,4.1106143
volume_sn_voxels::v27,0.4368816,1.6515002,1.0015647,0.43184438,4.110622
volume_sn_voxels::v28,0.43688154,1.6515,1.0015646,0.43184438,4.110623
volume_sn_voxels::v29,0.4368816,1.6515,1.0015646,0.4318443,4.1106114
volume_sn_voxels::v30,0.43688154,1.6515,1.0015647,0.43184438,4.1106224
volume_sn_voxels::v31,0.43688154,1.6515,1.0015646,0.43184438,4.110621
volume_sn_voxels::v32,0.43688154,1.6515,1.0015646,0.43184438,4.110623
volume_sn_voxels::v33,0.4368816,1.6515,1.0015646,0.43184438,4.1106224
volume_sn_voxels::v34,0.4368816,1.6515,1.0015647,0.43184438,4.110621
volume_sn_voxels::v35,0.43688154,1.6515,1.0015646,0.431844,4.110623
volume_sn_voxels::v36,0.4368816,1.6515,1.0015647,0.43184438,4.1106224
volume_sn_voxels::v37,0.4368816,1.6515,1.0015646,0.43184438,4.1106215
volume_sn_voxels::v38,0.4368816,1.6515,1.0015647,0.43184432,4.110623
volume_sn_voxels::v39,0.4368816,1.6514987,1.0015647,0.43184438,4.110605
volume_sn_voxels::v40,0.4368816,1.6515,1.0015646,0.43184438,4.1106224
volume_sn_voxels::v41,0.4368816,1.6515002,1.0015647,0.43184432,4.110623
volume_sn_voxels::v42,0.4368816,1.6515,1.0015647,0.43184438,4.110623
volume_sn_voxels::v43,0.43688154,1.6515,1.0015647,0.43184438,4.1106224
volume_sn_voxels::v44,0.43688154,1.6515,1.0015646,0.43184438,4.110623
volume_sn_voxels::v45,0.4368816,1.6515,1.0015646,0.43184438,4.1106224
volume_sn_voxels::v46,0.4368816,1.6515,1.0015646,0.43184438,4.1105723
volume_sn_voxels::v47,0.4368816,1.6515,1.0015646,0.43184444,4.110593
volume_sn_voxels::v48,0.43688145,1.6515,1.0015647,0.43184438,4.1106224
volume_sn_voxels::v49,0.4368816,1.6514996,1.0015647,0.43184438,4.110623
volume_sn_voxels::v50,0.4368816,1.6515,1.0015646,0.43184146,4.110623
volume_sn_voxels::v51,0.43688154,1.6515,1.0015647,0.43184438,4.110623
volume_sn_voxels::v52,0.43688154,1.6514988,1.0015647,0.43184438,4.1106224
volume_sn_voxels::v53,0.43688124,1.6515,1.0015646,0.43184438,4.098729
volume_sn_voxels::v54,0.4368816,1.6515,1.0015646,0.43184438,4.1106224
volume_sn_voxels::v55,0.4368816,1.6515,1.0015646,0.43184444,4.1106205
volume_sn_voxels::v56,0.4368816,1.6515,1.0015647,0.43184438,4.110623
volume_sn_voxels::v57,0.4368816,1.6515,1.0015646,0.43184444,4.1106215
volume_sn_voxels::v58,0.43688148,1.6515,1.0015647,0.43184432,4.110623
volume_sn_voxels::v59,0.4368816,1.6515,1.0015646,0.43184438,4.110623
volume_sn_voxels::v60,0.43688154,1.6515,1.0015646,0.43184438,4.1104994
