Subject_ID,Factor_1,Factor_2
Subject_1,0.4621396,-0.03680088
Subject_2,1.2405916,-0.9793158
Subject_3,1.318835,0.8506139
Subject_4,1.764738,-0.57473636
Subject_5,-0.8053491,-0.17565937
Subject_6,2.3409014,1.2683027
Subject_7,0.9608944,0.5914017
Subject_8,-0.3957007,0.61735564
Subject_9,0.6782022,-1.5125989
Subject_10,1.6749461,-1.6472245
Subject_11,-0.36376134,-0.405978
Subject_12,-1.6675199,0.6434369
Subject_13,0.21943699,-2.554477
Subject_14,0.7225333,1.070512
Subject_15,0.08262952,0.76931846
Subject_16,-1.553822,1.1744654
Subject_17,-0.8436134,-1.0154128
Subject_18,-4.8062267,0.7072508
Subject_19,0.98522353,-1.6744643
Subject_20,1.3871888,-1.6157129
Subject_21,-1.0778342,3.380194
Subject_22,0.06635669,-0.89419526
Subject_23,-0.9112501,1.1894541
Subject_24,-0.25338095,-0.18805604
Subject_25,1.7429289,-1.2690953
Subject_26,-0.141805,0.36826178
Subject_27,0.6203056,-0.72197986
Subject_28,-0.7335576,0.9613617
Subject_29,0.68914485,-0.051577136
Subject_30,0.8301606,-1.1918871
Subject_31,0.5753251,-0.67550254
Subject_32,-0.9644497,0.59046376
Subject_33,0.4810225,0.48932898
Subject_34,-1.1521692,1.5387212
Subject_35,0.1251577,1.3194513
Subject_36,0.04907729,-0.7060951
Subject_37,0.33063442,-0.84657127
Subject_38,0.21370675,-1.1008173
Subject_39,-0.4628237,-0.46205303
Subject_40,0.78024316,-0.92961186
Subject_41,0.89015263,-0.8575399
Subject_42,0.4490611,-1.5907398
Subject_43,0.21900187,-1.4535676
Subject_44,-0.5045669,-1.7362454
Subject_45,-0.5400726,-1.2627877
Subject_46,-1.0493637,-2.076202
Subject_47,0.36851534,0.19215506
Subject_48,0.5657818,-1.0293181
Subject_49,-0.10729885,-0.9316393
Subject_50,-2.1636355,2.171754
Subject_51,-0.66425854,1.1581582
Subject_52,0.46779105,-0.45651576
Subject_53,0.53994215,2.2340174
Subject_54,1.0820699,1.0049596
Subject_55,0.16612418,-2.0614398
Subject_56,-0.84274846,2.314586
Subject_57,0.28471938,0.91286767
Subject_58,0.9805944,1.1408719
Subject_59,0.46988872,0.31897402
Subject_60,-0.23238753,-1.3207643
Subject_61,-0.8428819,-0.36839923
Subject_62,-1.1820393,1.5572853
Subject_63,0.33393544,0.31267554
Subject_64,1.6262963,-0.9869741
Subject_65,-1.6202956,0.49209383
Subject_66,-0.6672006,0.695882
Subject_67,0.99718714,0.28137338
Subject_68,-0.9289657,1.4193114
Subject_69,-2.177292,-0.82210046
Subject_70,0.2764957,-0.3068679
Subject_71,-0.62261415,0.11126302
Subject_72,0.26306036,1.2802094
Subject_73,1.1856002,1.2152606
Subject_74,0.12689532,-1.3881739
Subject_75,1.5529578,-0.3445561
Subject_76,1.3291559,-1.2040259
Subject_77,0.5452717,-1.3937296
Subject_78,1.9212865,0.12675656
Subject_79,0.9447502,2.9149516
Subject_80,-0.98140484,-1.8770489
Subject_81,1.6755843,1.1892709
Subject_82,0.9679038,-0.8786245
Subject_83,1.3245173,1.1090143
Subject_84,-0.9346863,0.89776856
Subject_85,0.4855669,-1.9925196
Subject_86,-0.57753146,0.89798343
