Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,-0.44716305,1.0129049,0.6027044,-0.20603096
Subject_2,0.01728882,0.029838795,0.1986246,0.11621876
Subject_3,-0.9371693,-1.599565,0.79795736,-0.039607584
Subject_4,0.7932387,-1.5473424,0.09091604,0.6812786
Subject_5,-0.16648316,-0.04683366,-0.32714608,-0.6911235
Subject_6,0.5803017,0.058865763,-0.5521772,-0.15364738
Subject_7,-0.2885261,0.25376537,0.0111639835,-0.991412
Subject_8,0.21286546,-0.023945179,1.0443046,-0.62495553
Subject_9,0.7423633,-0.016462866,-0.08779907,0.16140588
Subject_10,-1.1296998,1.1346303,-0.18154253,-0.7461052
Subject_11,1.6375269,0.18425925,-0.2576236,0.36807323
Subject_12,-0.13000484,0.03827209,0.7791546,-0.38292897
Subject_13,1.5757527,0.014046739,-0.8799912,1.6013163
Subject_14,1.671309,0.06957575,-0.022699408,2.1617482
Subject_15,-1.4386061,0.0021044353,0.49258527,0.24069926
Subject_16,-0.49846396,-0.111259945,1.5464592,-0.036491007
Subject_17,0.6872101,0.00975291,-2.341703,0.13783202
Subject_18,-1.8366313,0.018888287,1.3194867,-0.3329381
Subject_19,2.5615923,-0.09461846,0.09388968,1.5588309
Subject_20,-0.8473396,-2.7704287,-1.0549074,-2.1054227
Subject_21,-1.1009586,-0.18419342,0.54230106,-0.55357563
Subject_22,0.32819927,-0.750742,1.5958085,-1.344473
Subject_23,3.428116,-0.08635582,-2.3180547,-0.8281791
Subject_24,-0.9274097,0.12242254,1.2194945,0.061210874
Subject_25,-0.20427468,0.040196348,-1.673943,-0.8065907
Subject_26,1.3352088,0.04243222,-0.76456183,-1.2745436
Subject_27,-1.6639692,-0.052101392,1.1167579,0.3315919
Subject_28,-0.92903525,0.1654179,-0.8584593,1.5087279
Subject_29,-0.6436255,0.034286957,0.00076997286,-0.14724964
Subject_30,-0.14131096,0.59867156,0.68420273,0.8595818
Subject_31,-0.33559826,0.66477233,-0.20207135,0.8911973
Subject_32,0.2173802,-0.109791405,0.5000833,-1.2284281
Subject_33,-0.34603515,0.091289826,-0.106204115,-1.1777858
Subject_34,0.076594114,-0.18147321,1.5502301,-0.21659228
Subject_35,-1.5298122,-0.29134634,0.49214712,0.4410971
Subject_36,0.85808873,-0.9420111,-0.6237431,-0.086179174
Subject_37,-1.0901636,0.032197334,1.0345308,0.09047609
Subject_38,-0.07897489,0.06086967,0.14042954,0.09708642
Subject_39,1.4748694,-0.044807512,-0.13122597,0.27860862
Subject_40,0.3672507,-0.6023679,-0.5352295,0.36737108
Subject_41,-0.21196254,0.020667579,-1.1962453,-0.6668678
Subject_42,-2.58538,-0.042740904,-0.27785861,2.048392
Subject_43,1.4313846,-0.056449283,0.57274896,0.75304234
Subject_44,0.508189,-0.13062833,-1.0030371,-0.059605338
Subject_45,-0.19694813,0.043404587,-0.65516067,0.11141007
Subject_46,1.7597184,-1.3577195,-1.3471564,-0.16055721
Subject_47,-0.70642304,-0.52521974,1.2952628,0.79583687
Subject_48,0.3798117,0.018191027,1.0438175,0.4846096
Subject_49,0.13262947,-5.9404907,0.25704718,-3.5555103
Subject_50,-0.26733655,0.035606142,0.47007152,0.323163
Subject_51,-1.2930071,-0.18022569,0.49241975,-0.6555727
Subject_52,-0.71797395,-0.32317019,0.25124857,0.1797526
Subject_53,0.22227687,0.033776645,-0.48525625,1.3587881
Subject_54,-0.9654777,0.045728095,1.2049358,-1.4347496
Subject_55,-1.6062316,0.024238227,-0.17729022,0.6507467
Subject_56,0.53595346,0.04590931,-0.05706228,-0.20597464
Subject_57,-0.15346594,0.120387465,-0.12843737,-0.062938824
Subject_58,-0.088222206,-0.10502781,0.69199485,0.8976371
Subject_59,0.6495443,0.08407926,0.66435164,-0.026461214
Subject_60,-0.07059559,0.05020865,-0.9066124,0.09713201
Subject_61,-0.6259907,-0.4372269,-2.0273137,-0.04152416
Subject_62,0.038711574,0.04249495,-1.1803412,0.16044451
Subject_63,-1.5760118,0.003553387,-0.6084813,-0.32016245
Subject_64,0.9163605,0.03262273,-0.5866097,0.11837637
Subject_65,-0.6926832,-0.07498322,-0.17822552,-0.0040388093
Subject_66,1.7093221,0.04755505,0.2817131,-0.3260801
Subject_67,-0.0449149,-1.1883417,-0.51926047,-1.4081141
Subject_68,1.3919836,0.6143758,-0.40256026,-0.369602
Subject_69,-0.029800804,0.29317892,0.07674885,1.2411326
Subject_70,-0.66550094,0.030712955,-0.9985445,-0.44819102
Subject_71,-0.35557598,-0.22091264,1.6941091,-0.06626696
Subject_72,0.45155296,-0.034430977,-0.42529804,1.0365511
Subject_73,-1.1794473,0.25860748,-0.8315036,-0.14458045
Subject_74,-0.3025171,-1.4210658,0.9400881,0.8138012
Subject_75,2.0532138,-0.30907547,-0.25004455,0.04069069
Subject_76,0.7382905,0.26122886,-2.1678047,-0.17780268
Subject_77,0.026227286,-0.72245467,0.08177414,0.17521626
Subject_78,-0.5831207,-0.18190253,0.49748078,-0.15967448
Subject_79,0.95599985,0.18423526,1.0561306,-0.098566346
Subject_80,0.6727769,-0.24582984,-0.5295167,0.7511009
Subject_81,-1.0652521,-0.04542181,1.6106564,0.04836291
Subject_82,-0.51374686,0.034731396,0.56576425,0.1257901
Subject_83,0.8445343,-4.2839994,0.7626092,-2.85091
Subject_84,1.1705811,0.0019042831,0.33000544,0.37565038
Subject_85,-0.34485134,0.05980207,0.7266667,0.43036082
Subject_86,0.5284763,0.036653318,1.4851938,-0.14577106
