Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,0.021367554,1.3145047,1.0430977,-1.2729697
Subject_2,0.80510736,0.22266643,-0.3488938,-0.7768927
Subject_3,-0.6122943,-1.3147755,0.38008913,0.0696136
Subject_4,1.0572681,-0.5343865,-1.6817511,-1.9080893
Subject_5,0.7768429,-0.51766735,1.5491004,-0.032464325
Subject_6,1.2145387,-1.6467457,0.82333,0.08633928
Subject_7,0.57053196,-1.0301287,-1.5418242,1.377983
Subject_8,1.3874797,-0.6365245,0.05307131,0.786498
Subject_9,-0.5562738,-1.0099144,1.15079265e-05,-0.10051138
Subject_10,-1.3808303,2.1008973,-0.8752755,-1.4130782
Subject_11,-0.99509513,-0.06019861,-0.6133106,-1.3763314
Subject_12,0.31629872,0.08412783,-0.32089987,-0.8013962
Subject_13,-0.20985037,-0.92263865,0.14933056,0.30116755
Subject_14,-0.3661586,0.73387444,-0.481889,0.17116305
Subject_15,-0.62825805,-3.0625236,0.77080363,1.1390674
Subject_16,0.05758474,-0.61514205,-1.0547199,-0.1376341
Subject_17,0.70062286,-1.5758822,1.1662395,-1.302416
Subject_18,-0.11219251,-1.5089836,0.58467317,-0.033729907
Subject_19,0.5159875,-0.93294793,0.12724303,0.9222461
Subject_20,2.3759956,-0.042386543,-2.0694604,-2.7978556
Subject_21,-1.3289667,0.6569217,-0.0031471937,-0.16373241
Subject_22,0.86518985,0.7067718,1.320186,0.008802785
Subject_23,-0.78267187,1.3486598,-0.8350628,-0.3129428
Subject_24,-1.0650934,-0.35252342,0.11648606,0.15115657
Subject_25,0.6582841,1.2406062,1.8651828,0.01604848
Subject_26,0.9817391,1.2918983,0.03049857,0.06639979
Subject_27,0.3424432,2.1055834,-0.79763776,0.05491443
Subject_28,0.28005305,0.27069092,0.42345902,0.9156606
Subject_29,-0.49083552,-1.0051917,-0.33621114,-1.3224055
Subject_30,1.2279745,2.567864,-0.07724015,0.34664187
Subject_31,-0.72812086,-1.4474072,-1.5058867,0.993327
Subject_32,0.2741294,-1.1741886,-0.5039835,-0.069208734
Subject_33,0.35832492,1.9449252,-0.854202,-0.024718177
Subject_34,0.3139442,-2.4373286,1.2482547,-0.28579506
Subject_35,0.59908766,-0.0018057299,-0.30233288,-0.81368154
Subject_36,-0.46801114,-0.39532763,1.9090365,-1.1717796
Subject_37,0.6363986,1.5337912,-0.13838935,1.2480508
Subject_38,1.1387999,-1.5739328,1.8221688,0.059925437
Subject_39,1.2870274,0.23998012,0.37922904,-0.6238585
Subject_40,-2.284157,-1.6818749,-1.2268938,1.1886804
Subject_41,-1.4271697,0.88364685,-0.4899415,0.38971132
Subject_42,0.8384283,-2.0960958,-1.339533,-0.005256782
Subject_43,-0.24059504,0.398711,-0.053293508,-0.1207723
Subject_44,0.93217266,-1.1551154,1.1479053,-0.121556625
Subject_45,0.53566164,0.15360399,0.30865076,0.62641555
Subject_46,-0.025516743,0.6018028,-0.54011345,0.19589113
Subject_47,0.803915,-0.1620161,-0.35378888,-1.3655668
Subject_48,0.4196287,-0.8034432,0.47597912,0.18867785
Subject_49,4.616188,1.138693,-3.5744507,-4.696011
Subject_50,1.3382841,-0.7358293,-0.6926349,-0.0074331993
Subject_51,0.18264173,0.14696541,-0.6200876,0.27560374
Subject_52,-0.15683271,-1.2628276,-1.032585,1.2949791
Subject_53,-0.5742683,0.123165034,-0.48492655,-0.095059216
Subject_54,-0.4685758,0.6984063,-0.052291743,-1.0264074
Subject_55,2.5283892,0.4630069,-1.1143589,0.23095198
Subject_56,-2.175982,0.3451987,-0.27643016,0.088828154
Subject_57,-0.13916802,1.6114537,-0.42421278,-1.1325568
Subject_58,-0.47121271,-0.41152212,-1.5492254,-0.27713394
Subject_59,-0.3662399,-0.15337674,1.2168814,-0.1410155
Subject_60,1.6502795,-1.4327312,-0.24320674,0.56787294
Subject_61,0.19173686,0.95572937,-0.22622819,-0.5701236
Subject_62,1.2191392,-0.24977295,-0.32365403,-1.0414206
Subject_63,-1.8386328,0.8586312,0.117221706,0.05450896
Subject_64,0.7417509,0.40201217,0.6395532,-0.106573276
Subject_65,0.04037728,-1.9731125,0.5074774,-0.24943757
Subject_66,-0.8005467,-1.1840979,0.6257497,0.10751618
Subject_67,0.38697347,1.0293949,-0.7977321,-1.6786956
Subject_68,-0.48245174,-1.7219023,2.9071705,-0.6879178
Subject_69,2.3711622,-0.580969,1.342493,1.9163345
Subject_70,0.26349777,-1.6483,1.1209095,0.6913274
Subject_71,0.14784743,1.0931323,-0.17587002,0.011692423
Subject_72,-0.23646256,0.19828258,0.23391981,3.3770993e-05
Subject_73,-1.3375373,-1.4834081,-0.2580384,-0.01896827
Subject_74,1.5486207,1.0472182,0.7563164,1.5432338
Subject_75,-1.8588196,0.47395012,-1.7904317,-1.0591819
Subject_76,0.004320895,0.23505977,-0.536596,-0.6402207
Subject_77,0.4032101,0.57459575,0.4682653,0.33648384
Subject_78,-0.16203612,0.023298522,0.0194795,-0.5598346
Subject_79,0.4655907,-0.63964593,-0.7303695,0.296804
Subject_80,0.5822952,0.04949019,0.12399352,-0.63488495
Subject_81,-0.3549954,1.4198798,0.0443058,0.15231147
Subject_82,-0.80867296,1.701355,-0.19129469,1.3738902
Subject_83,3.6108773,-0.9827634,-2.530892,-4.1748757
Subject_84,-0.670023,0.7692414,0.19531865,-0.06672645
Subject_85,-0.05972926,1.2139182,0.47769493,1.0536536
Subject_86,-0.0030898938,-1.812654,-1.7876017,0.12698422
