Feature,Factor_1,Factor_6,Factor_7,Factor_8,Factor_16,Factor_28
volume_sn_voxels_feature_81,0.12669388949871063,-0.12652969360351562,0.052489619702100754,0.2750772535800934,-0.523674488067627,0.04344619810581207
volume_sn_voxels_feature_82,0.15350472927093506,-0.7795601487159729,0.45874130725860596,0.061910562217235565,0.6127936244010925,-0.21155892312526703
volume_sn_voxels_feature_83,0.04715749993920326,-0.04903688654303551,0.06008855998516083,-0.2096768021583557,1.0677582025527954,-0.031277675181627274
volume_sn_voxels_feature_84,-0.14019478857517242,0.2863602340221405,-0.47999370098114014,0.1026502475142479,-0.3104662597179413,-0.2681456208229065
volume_sn_voxels_feature_85,-0.4047856032848358,0.16272124648094177,-0.3830440044403076,0.5442374348640442,-0.7030113339424133,-0.21355226635932922
volume_sn_voxels_feature_86,-0.2638758420944214,-0.2961888015270233,-0.15122000873088837,0.3669029474258423,-0.3532761037349701,-0.212707057595253
volume_sn_voxels_feature_87,0.1549188196659088,-0.46131595969200134,0.11052557826042175,0.0926516056060791,0.17471253871917725,-0.12817618250846863
volume_sn_voxels_feature_88,-0.06551382690668106,-0.5003821849822998,0.4233236014842987,-0.15378524363040924,0.7248327136039734,0.07417752593755722
volume_sn_voxels_feature_89,-0.6744461059570312,0.44182780385017395,-0.7668156623840332,0.3928450345993042,-0.7559933662414551,-0.5612863898277283
volume_sn_voxels_feature_90,-0.5708761811256409,-0.0819748267531395,-0.7763951420783997,0.2713783383369446,-0.617954432964325,-0.48385733366012573
volume_sn_voxels_feature_91,-0.16758425533771515,-0.2888931334018707,-0.35066577792167664,-0.16064733266830444,0.08575242757797241,-0.11166614294052124
volume_sn_voxels_feature_92,-0.12059877067804337,-0.262832909822464,-0.29653483629226685,-0.6308813095092773,0.4753101170063019,0.22604137659072876
volume_sn_voxels_feature_93,0.7097888588905334,-0.5567989349365234,0.15334464609622955,0.2212679386138916,-0.04627688229084015,-0.24347999691963196
volume_sn_voxels_feature_94,-0.06461642682552338,-0.5913182497024536,0.0601237416267395,0.3851780593395233,-0.23098385334014893,0.3613605499267578
volume_sn_voxels_feature_95,0.347125381231308,-0.38675782084465027,0.0007795318961143494,-0.1371309608221054,0.34817036986351013,-0.4907110035419464
volume_sn_voxels_feature_96,0.011392228305339813,-0.1755974441766739,0.10473386198282242,0.04777337610721588,0.028224365785717964,-0.08056454360485077
volume_sn_voxels_feature_97,-0.31204450130462646,0.238408163189888,0.07557041198015213,0.1364341378211975,0.21196214854717255,0.15756511688232422
volume_sn_voxels_feature_98,-0.0643789991736412,-0.14657650887966156,0.13606587052345276,-0.08577357232570648,0.4203217923641205,-0.611169159412384
volume_sn_voxels_feature_99,-0.23181192576885223,0.10283184796571732,0.03022717870771885,0.05061345919966698,0.3528956174850464,-0.13299687206745148
volume_sn_voxels_feature_100,-0.28987839818000793,0.1913253217935562,-0.1318497508764267,0.06403126567602158,0.12147783488035202,0.10835336893796921
volume_sn_voxels_feature_101,-0.21232931315898895,-0.11610889434814453,0.4136543273925781,-0.26551204919815063,1.0005230903625488,0.5851688385009766
volume_sn_voxels_feature_102,0.24043899774551392,-0.0726824477314949,0.13212312757968903,-0.12783406674861908,0.36155936121940613,0.5449784398078918
volume_sn_voxels_feature_103,0.7988312840461731,-0.03895508497953415,0.04353335499763489,-0.15028226375579834,0.540902316570282,0.06478366255760193
volume_sn_voxels_feature_104,-0.35248300433158875,-0.4626569449901581,0.2605929374694824,0.13596433401107788,0.17817218601703644,-0.15264640748500824
volume_sn_voxels_feature_105,-0.4452623426914215,0.05693160369992256,-0.11314889043569565,0.09775273501873016,0.08326909691095352,0.07788346707820892
volume_sn_voxels_feature_106,-0.17576980590820312,0.1540459841489792,-0.41602349281311035,-0.09279584884643555,-0.017517216503620148,0.33212709426879883
volume_sn_voxels_feature_107,0.20801644027233124,-0.1502099633216858,0.36164045333862305,-0.661992073059082,1.0481233596801758,0.4021695554256439
volume_sn_voxels_feature_108,0.2131596952676773,0.0019643257837742567,0.11029019206762314,-0.07296193391084671,0.21812759339809418,0.31171053647994995
volume_sn_voxels_feature_109,0.5560969114303589,-0.28695014119148254,-0.032967064529657364,0.08210419118404388,0.05309664085507393,0.09527413547039032
volume_sn_voxels_feature_110,-0.0894213318824768,-0.8462436199188232,0.32478708028793335,0.0618610754609108,0.10127958655357361,-0.17606119811534882
volume_sn_voxels_feature_111,0.07775827497243881,-0.03440602496266365,0.19832377135753632,-0.4940667152404785,0.8837535381317139,0.06825903803110123
volume_sn_voxels_feature_112,-0.08269522339105606,0.06894588470458984,-0.1453278660774231,0.15606123208999634,-0.30070599913597107,-0.39799612760543823
volume_sn_voxels_feature_113,-0.14326469600200653,-0.3317875564098358,-0.3724033832550049,0.3767804503440857,-0.7767124176025391,-0.4364182949066162
volume_sn_voxels_feature_114,0.5383579134941101,-0.9841015934944153,-0.010690443217754364,0.2553435266017914,-0.2821098566055298,-0.13348348438739777
volume_sn_voxels_feature_115,0.4357485771179199,-0.9839513897895813,0.160392627120018,0.11074449121952057,-0.006279423832893372,-0.09790365397930145
volume_sn_voxels_feature_116,0.40519118309020996,-0.40627551078796387,-0.516852855682373,-0.24823305010795593,-0.3739442825317383,0.4735746681690216
volume_sn_voxels_feature_117,-0.9622430801391602,1.5286632776260376,0.9475975036621094,-0.5603206753730774,0.7634930610656738,-0.6366657018661499
volume_sn_voxels_feature_118,-0.7176151871681213,0.8728291392326355,0.3072742223739624,-0.2783404588699341,-0.7706553936004639,-0.0014195144176483154
volume_sn_voxels_feature_119,0.6924011707305908,0.9528613090515137,0.12934274971485138,-0.1492728739976883,-0.05604773387312889,-0.33380013704299927
volume_sn_voxels_feature_120,1.2139750719070435,-0.06759165972471237,-0.06830781698226929,0.12210308015346527,-0.2041456550359726,-0.6017836928367615
volume_sn_voxels_feature_121,0.6311749815940857,-0.3447476327419281,0.1377987414598465,-0.05841197445988655,-0.19388096034526825,0.05960358679294586
volume_sn_voxels_feature_122,0.8788149356842041,-0.3261748254299164,0.07641647756099701,0.24549278616905212,-0.04241011664271355,-0.4530200958251953
volume_sn_voxels_feature_123,0.41597986221313477,-0.35556113719940186,0.06231662631034851,0.2195642590522766,-0.2522641122341156,0.21652328968048096
volume_sn_voxels_feature_124,-0.18067151308059692,-0.9047114253044128,0.14860884845256805,0.10759225487709045,-0.4035255014896393,0.22466062009334564
volume_sn_voxels_feature_125,0.39204466342926025,-0.10354628413915634,0.16278232634067535,0.22608062624931335,-0.04590171203017235,-0.2867630124092102
volume_sn_voxels_feature_126,0.19239796698093414,-0.16702236235141754,0.1913193017244339,0.20780739188194275,-0.22715960443019867,0.26094627380371094
volume_sn_voxels_feature_127,-0.36769673228263855,-0.30467984080314636,0.17825943231582642,0.08470454812049866,-0.28434690833091736,0.3071957230567932
volume_sn_voxels_feature_128,0.3941453993320465,0.11063706129789352,0.39735934138298035,-0.05520410090684891,0.09476997703313828,-0.3331645727157593
volume_sn_voxels_feature_129,-0.24157895147800446,-0.07781478762626648,0.15760362148284912,0.2589380443096161,-0.07348831743001938,-0.13428369164466858
volume_sn_voxels_feature_130,-0.09153985977172852,-0.11522605270147324,0.10538414865732193,0.23645707964897156,-0.2281455248594284,0.19285544753074646
volume_sn_voxels_feature_131,-0.02854800969362259,-0.08756926655769348,0.020294038578867912,0.07460521161556244,-0.1234126091003418,0.34482744336128235
volume_sn_voxels_feature_132,-0.060457777231931686,0.21292650699615479,0.3333299160003662,-0.10917159169912338,0.2304350733757019,-0.40892812609672546
volume_sn_voxels_feature_133,-0.3618459403514862,0.07411587983369827,0.37164106965065,0.29719480872154236,0.0034214146435260773,-0.14132265746593475
volume_sn_voxels_feature_134,-0.4644847810268402,0.2326539307832718,0.13450758159160614,0.013404911383986473,-0.06451252847909927,0.2552265524864197
volume_sn_voxels_feature_135,0.02662045694887638,0.10556397587060928,-0.14146935939788818,-0.05617827922105789,-0.24233746528625488,0.1587335765361786
volume_sn_voxels_feature_136,0.4241252839565277,0.06712892651557922,-0.3182481527328491,-0.21029821038246155,-0.3036133050918579,0.18960203230381012
volume_sn_voxels_feature_137,-0.46046361327171326,0.011911436915397644,0.16395516693592072,0.4709300398826599,-0.24368448555469513,-0.011472636833786964
volume_sn_voxels_feature_138,-0.14286333322525024,0.07248785346746445,-0.10771134495735168,-0.015389790758490562,-0.2661372423171997,0.39831429719924927
volume_sn_voxels_feature_139,-0.1566200703382492,-0.7872301936149597,0.1484888643026352,0.46527281403541565,-0.3408633768558502,-0.044541094452142715
volume_sn_voxels_feature_140,0.13278861343860626,-0.08188389986753464,0.43449291586875916,-0.8383113741874695,1.0172141790390015,0.1930263638496399
volume_sn_voxels_feature_141,-0.19458146393299103,0.06933557987213135,-0.024723803624510765,-0.26293233036994934,0.11974025517702103,-0.12502527236938477
volume_sn_voxels_feature_142,0.33959534764289856,-0.5757887363433838,-0.3302842974662781,0.1660292148590088,-0.8262580037117004,0.5492064952850342
volume_sn_voxels_feature_143,-0.08349116891622543,0.49359217286109924,0.35308554768562317,-0.48560577630996704,0.7372950911521912,-0.5742336511611938
volume_sn_voxels_feature_144,-0.5717477798461914,0.32585376501083374,-0.1759069412946701,0.10942714661359787,-0.5536044239997864,-0.716535210609436
volume_sn_voxels_feature_145,-0.4187898635864258,1.0686496496200562,0.20317840576171875,-0.26631709933280945,-0.5641841292381287,-0.2509920597076416
volume_sn_voxels_feature_146,0.13554589450359344,1.1538257598876953,-0.0544096976518631,-0.5083171129226685,-0.004981577396392822,-0.690710186958313
volume_sn_voxels_feature_147,0.3429298400878906,0.4790177643299103,-0.14071887731552124,-0.19590958952903748,-0.21962828934192657,-0.00902918167412281
volume_sn_voxels_feature_148,-0.2228313535451889,-0.5422341227531433,-0.23515188694000244,-0.12844890356063843,-0.35749682784080505,0.16115674376487732
volume_sn_voxels_feature_149,0.7837584018707275,0.5591339468955994,-0.12115813046693802,-0.129334956407547,0.1924505978822708,-0.45393335819244385
volume_sn_voxels_feature_150,0.48700466752052307,0.20397357642650604,-0.05987134575843811,0.003276537172496319,0.011855065822601318,0.08633843809366226
volume_sn_voxels_feature_151,-0.26560094952583313,-0.5509476661682129,-0.11966577917337418,-0.2138487547636032,-0.07721241563558578,0.2846606373786926
volume_sn_voxels_feature_152,0.5991570949554443,0.20060443878173828,-0.21210479736328125,0.08061335235834122,0.0879373773932457,-0.3595217764377594
volume_sn_voxels_feature_153,0.20338040590286255,0.04760850965976715,0.05390908196568489,0.1345544159412384,0.04250016435980797,0.07813183963298798
volume_sn_voxels_feature_154,-0.136675164103508,-0.4014330208301544,0.10542422533035278,-0.0863063707947731,0.14833123981952667,0.19496387243270874
volume_sn_voxels_feature_155,-0.806225597858429,-0.9215324521064758,0.33360758423805237,-0.06811810284852982,-0.03481574356555939,0.39249086380004883
volume_sn_voxels_feature_156,0.6241574883460999,0.48638916015625,0.001007119775749743,-0.12544868886470795,0.21986250579357147,-0.5831692218780518
volume_sn_voxels_feature_157,0.3591264486312866,0.04249059781432152,0.1450277864933014,0.06593502312898636,-0.07663512974977493,-0.210806205868721
volume_sn_voxels_feature_158,-0.08575544506311417,0.1094309464097023,-0.0009372085332870483,0.221692755818367,-0.08714253455400467,0.039084870368242264
volume_sn_voxels_feature_159,-0.22816361486911774,-0.16099752485752106,0.026620259508490562,0.2581482529640198,0.17112815380096436,0.43213874101638794
volume_sn_voxels_feature_160,-0.36420193314552307,-0.6104221343994141,0.44813379645347595,0.08934061229228973,0.26439276337623596,0.06557543575763702
volume_sn_voxels_feature_161,0.12263556569814682,0.2588832676410675,0.37826481461524963,-0.07414814084768295,0.09870774298906326,-0.4245036840438843
volume_sn_voxels_feature_162,-0.2479948252439499,-0.05360943451523781,0.3044138252735138,-0.020443011075258255,-0.2777061462402344,-0.1213989406824112
volume_sn_voxels_feature_163,-0.30833354592323303,0.157392218708992,-0.048344146460294724,-0.06459072977304459,-0.24040253460407257,0.13686785101890564
volume_sn_voxels_feature_164,-0.018958700820803642,0.22436554729938507,-0.010680638253688812,-0.004974753130227327,-0.17561866343021393,0.02452252060174942
volume_sn_voxels_feature_165,0.4469098150730133,0.16951249539852142,0.362059086561203,0.22501739859580994,0.18089188635349274,-0.4093424081802368
volume_sn_voxels_feature_166,-0.5012212991714478,0.11643604189157486,0.193033829331398,0.11003820598125458,-0.4733743965625763,0.049772970378398895
volume_sn_voxels_feature_167,0.07455555349588394,0.017966261133551598,-0.118868388235569,-0.26020288467407227,-0.6165804266929626,-0.09271141141653061
volume_sn_voxels_feature_168,0.7545123100280762,0.09451431035995483,0.0209598857909441,-0.3599007725715637,-0.5903911590576172,-0.3641977906227112
volume_sn_voxels_feature_169,1.0534127950668335,0.32564952969551086,0.3620711863040924,-0.08225879073143005,0.1694355010986328,-0.833270788192749
volume_sn_voxels_feature_170,0.178102508187294,1.0961161851882935,0.11985311657190323,-0.23461419343948364,0.907595157623291,-0.5273008346557617
volume_sn_voxels_feature_171,0.2350803166627884,0.31142836809158325,-0.19161921739578247,0.08369135856628418,-0.003697891952469945,-0.31431886553764343
volume_sn_voxels_feature_172,-0.01985056884586811,-0.17360861599445343,-0.0037478904705494642,0.4742853045463562,-0.513424813747406,-0.09891573339700699
volume_sn_voxels_feature_173,0.41894736886024475,-0.3052704632282257,-0.23354022204875946,0.4356763958930969,-1.0980257987976074,0.3827498257160187
volume_sn_voxels_feature_174,-0.5295462012290955,1.0189517736434937,0.4653528928756714,-0.12717756628990173,-0.15645508468151093,-0.4021199345588684
volume_sn_voxels_feature_175,-0.016560688614845276,0.3306376039981842,-0.13921146094799042,0.18511256575584412,-0.39984622597694397,0.027663663029670715
volume_sn_voxels_feature_176,-0.30348074436187744,-0.07003458589315414,-0.3558439314365387,-0.03403032198548317,0.27238035202026367,0.12430445104837418
volume_sn_voxels_feature_177,-0.24888114631175995,-1.1151124238967896,-0.2606019377708435,0.27485954761505127,0.2233610600233078,0.03408379107713699
volume_sn_voxels_feature_178,-0.07726434618234634,0.24545679986476898,-0.23940563201904297,-0.11362271010875702,0.48915088176727295,0.12240441143512726
volume_sn_voxels_feature_179,-0.15639713406562805,-0.4522770345211029,-0.2509012818336487,-0.05580649897456169,0.8136902451515198,0.26898282766342163
volume_sn_voxels_feature_180,-0.34315624833106995,-1.0850178003311157,-0.20791208744049072,0.1831350475549698,0.7918012738227844,0.2507515251636505
volume_sn_voxels_feature_181,0.01331841666251421,0.38000234961509705,-0.1985561102628708,-0.1613897681236267,0.17141734063625336,-0.30144762992858887
volume_sn_voxels_feature_182,-0.30586275458335876,-1.0436862707138062,0.2554146945476532,0.22036337852478027,0.9733982682228088,0.3352152109146118
volume_sn_voxels_feature_183,0.04571358859539032,0.8079886436462402,0.06254667788743973,-0.48090577125549316,0.14349593222141266,-0.54767245054245
volume_sn_voxels_feature_184,-0.31793293356895447,0.029654106125235558,-0.034901633858680725,-0.129346564412117,-0.11819490045309067,-0.08670088648796082
volume_sn_voxels_feature_185,-0.4040583074092865,-0.029369184747338295,-0.3146931827068329,0.019053496420383453,0.2740730047225952,0.028057800605893135
volume_sn_voxels_feature_186,-0.3251849114894867,-0.44640052318573,-0.295397013425827,0.23902222514152527,0.5514702200889587,-0.02565007470548153
volume_sn_voxels_feature_187,0.049227263778448105,-0.6589409708976746,0.2818649113178253,0.3913211226463318,0.8103798031806946,-0.12135059386491776
volume_sn_voxels_feature_188,-0.12640488147735596,0.6680098176002502,0.5177350044250488,-0.32073774933815,-0.18138207495212555,-0.28873610496520996
volume_sn_voxels_feature_189,-0.4094654619693756,-0.07042516767978668,0.18357039988040924,-0.20462243258953094,-0.3272264301776886,-0.12841014564037323
volume_sn_voxels_feature_190,-0.4146863520145416,0.04364989325404167,0.061398476362228394,-0.13958893716335297,-0.4788946211338043,-0.10620211809873581
volume_sn_voxels_feature_191,0.06891024112701416,0.0578872375190258,-0.005833767354488373,0.04014061018824577,-0.16381502151489258,-0.45826584100723267
