Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,0.08964421,-0.10574017,0.0957539,-0.16317567,0.19143273
rigidity_right,0.046661653,-0.06513818,0.08668621,0.23939049,-0.09713192
tremor_rest_left,-0.20790441,-0.08050018,-0.14028817,0.0059544006,-0.21004887
tremor_rest_right,-0.07960234,0.036417574,0.014729251,0.042719938,0.20436193
tremor_postural_left,-0.1308621,0.14295746,-0.069579005,-0.09178596,-0.26046407
tremor_postural_right,-0.13465987,-0.04022559,-0.06076859,0.058507785,-0.015526335
bradykinesia_speed_left,0.15300998,-0.13274942,-0.11916486,0.059060313,-0.12266507
bradykinesia_speed_right,0.12114753,-0.06786855,-0.14713666,-0.060665872,-0.0018042724
bradykinesia_amplitude_left,0.0042098206,0.13964379,0.1940667,0.10623001,-0.042478863
bradykinesia_amplitude_right,0.12495713,0.07242742,-0.06593887,0.17559922,0.15084691
bradykinesia_rhythm_left,0.077753186,-0.029624352,0.11487507,0.2037409,0.028767155
bradykinesia_rhythm_right,-0.00010028076,-0.06733241,0.016913293,-0.004720601,0.10432289
mirrormovement_left,-0.035718076,0.11037849,0.02940384,0.019269025,0.040329486
mirrormovement_right,0.1511396,0.015466673,-0.19813496,0.037995882,0.073096424
