Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels::v0,0.46944726,0.04708422,1.0061995,0.13735625,-0.3667419,1.4188964,-1.3904043,-0.3239893,-0.13827811,0.40811548,0.95014507,1.1373119,1.8456945,0.7521202,0.92893964,-0.25544944,-1.0836685,0.59122956,-1.0878081,0.3596088
volume_sn_voxels::v1,0.49139193,-0.2706495,0.08288537,0.13377231,-0.35013583,1.3044753,-1.2222677,-0.8802506,0.101662524,-0.24717969,1.0135865,1.3395119,2.388004,1.0127958,0.24201244,-0.29088363,-0.8111139,0.32930985,-1.2963051,0.44335526
volume_sn_voxels::v2,0.5411108,0.7051176,1.2570256,-0.37762237,-0.19449188,0.7761636,-1.8698783,0.18804808,-0.053616785,0.9582242,0.35184756,0.5161113,2.0172777,0.16247249,0.71214473,-0.19317582,-0.9701078,0.6318612,-0.78344136,0.26223934
volume_sn_voxels::v3,0.3126041,0.39062595,0.7520836,0.1778052,-0.38796625,1.0769826,-1.6616734,-0.16052984,0.19701631,0.12320813,0.6506568,1.3312808,1.2274437,0.4511459,0.5443914,-0.2532849,-0.87471706,0.33021697,-1.087251,0.0016060425
volume_sn_voxels::v4,0.11359857,-0.17163984,-0.16355284,0.10972663,-0.44111323,0.95268774,-1.58928,-0.9757785,0.23957103,-0.45833206,0.965718,1.4370803,1.5150144,0.5181955,0.49808583,-0.09755845,-0.98347354,-0.15671898,-1.3770019,0.052177183
volume_sn_voxels::v5,0.34942552,0.62106216,1.383123,-0.220352,0.097767785,0.07298623,-1.3447946,0.52509093,-0.012319086,1.2816226,0.34529722,-0.22981723,1.4305005,0.11960001,-0.122155085,0.13873836,-0.40820926,0.08908102,-0.5804604,0.25874266
volume_sn_voxels::v6,0.2631663,0.29311717,0.7732198,0.40796,-0.31316394,0.16104025,-1.6773621,0.29151362,0.19875579,0.762517,0.4952239,0.36135042,2.103719,0.0757898,0.35220245,-0.17159086,-0.50942516,0.05968986,-0.84975505,0.1363677
volume_sn_voxels::v7,-0.08615873,0.022758212,0.16322301,-0.022834122,-0.5120788,0.2043444,-1.8940142,-0.29272208,0.14685594,0.73865145,0.40154576,0.8012074,2.13052,0.1839542,0.40693977,-0.14869362,-0.6825923,-0.0012424255,-0.9850407,-0.13777547
volume_sn_voxels::v8,0.15601017,-0.13938308,-0.50484,0.021108357,-0.5023166,0.6473098,-1.88994,-0.6145415,0.16464363,-0.13913153,0.44190243,1.374476,1.7345994,-0.111026205,-0.0115040215,0.30089888,-0.9094786,-0.6463626,-1.2935636,-0.3983579
volume_sn_voxels::v9,0.2275229,0.01926029,1.1296543,-0.37057456,0.2911815,-0.124075316,-0.68005085,0.4000259,-0.6680055,1.6009556,-0.41467163,-0.7058776,2.2015347,0.19434752,0.1990068,0.7341989,-0.07498628,0.7482522,-0.48559192,-0.63515186
volume_sn_voxels::v10,0.4913653,0.1432416,0.68991905,-0.11331688,0.27027854,-0.25923184,-1.2747183,0.61353034,0.103150755,1.444888,-0.42859632,-0.88211954,1.4751085,0.11928768,-0.031944994,0.3888785,-0.20871283,0.4172308,-0.50273025,-0.202611
volume_sn_voxels::v11,0.06685329,0.504555,0.9887703,0.2344768,0.21783537,-0.32974395,-2.0534625,0.62491006,0.2589753,1.4938586,-0.24265383,-0.61812764,1.721952,-0.16482991,0.30289608,0.12565888,-0.4071002,0.12897187,-0.2943159,0.11886379
volume_sn_voxels::v12,0.3218304,0.52316475,0.89923453,0.40015322,0.6616731,-0.487158,-1.5284458,0.6067834,0.35679376,1.291008,0.30311155,-0.45361194,1.8422902,-0.037432287,0.50505245,0.11713615,-0.26084307,-0.26882225,-0.3842626,0.14217004
volume_sn_voxels::v13,0.2746658,0.16201797,0.52600807,0.04700215,0.6322747,-0.20913689,-1.1615545,0.061290476,0.21084844,0.9972281,0.16854894,0.41871357,1.4489148,0.04656962,0.44374412,-0.09645094,-0.19322158,-0.2533228,-0.5283594,0.30562562
