Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
rigidity_left,-0.12554029,-0.19172624,-0.033643033,-0.27796403,0.053302642,0.23044944,0.20947763,0.15440723,-0.05364796,-0.37581617,0.3586181,-0.11626335,0.28769347,0.082877375,-0.13767275,-0.006320343,-0.006263385,-0.23394895,-0.2220508,0.08930836
rigidity_right,0.08562919,-0.30671453,-0.04457621,-0.17970593,-0.32422882,0.18291593,-0.4812305,-0.02818386,-0.21013916,-0.07941532,-0.009598819,0.10714466,0.10571867,0.17767438,0.7177881,-0.059491917,0.20196564,0.15098298,-0.02166405,-0.2183761
tremor_rest_left,-0.06419493,-0.14115386,-0.08638292,0.13413197,-0.1729195,-0.33430517,0.2729727,0.096108004,-0.21838269,-0.19610982,0.025538273,-0.23412885,-0.29071075,-0.031583004,-0.0016799438,-0.10663187,-0.31187177,-0.21157338,-0.13539615,0.38539597
tremor_rest_right,0.3176931,-0.0321205,-0.19185019,-0.014092355,-0.12802729,-0.1586287,0.027477618,0.10053341,-0.30492458,0.11341467,0.14296408,0.14768064,-0.22919677,0.316374,0.340432,-0.19605239,-0.21846662,-0.120666206,-0.12196001,0.013308834
tremor_postural_left,0.13696729,-0.17182268,0.054474503,0.54677707,0.09827324,-0.18458855,0.07096528,-0.20779248,-0.1171196,0.14284308,-0.10904834,-0.087874964,-0.09601442,0.057220392,0.114560254,0.2097511,0.1798774,0.6054904,-0.19168247,0.23596044
tremor_postural_right,0.39814183,-0.05526374,0.016526738,-0.071634285,-0.36068037,-0.08520056,-0.3752017,-0.11806819,-0.22288999,0.19364291,0.015482999,0.22605748,-0.18069185,0.49493325,-0.21905415,-0.14567532,-0.19476987,0.3859582,0.31769457,-0.12835422
bradykinesia_speed_left,0.33730125,-0.40445608,-0.04845643,-0.35182595,0.21937776,-0.1203202,0.16709651,0.110731505,-0.04210622,-0.17035474,-0.051596623,-0.41350916,0.13903467,-0.050067477,-0.36020336,0.1066717,0.123283446,-0.17171451,-0.25595832,-0.031356037
bradykinesia_speed_right,0.077772334,0.13161041,0.09456159,0.06628703,0.12188391,0.15146486,0.05492874,0.07834432,0.2829504,0.044273537,0.26257867,0.10006814,0.11057506,0.1808447,0.38665354,-0.059037756,0.13586743,-0.018945966,-0.036469605,-0.10365556
bradykinesia_amplitude_left,-0.21345307,-0.306196,-0.14201601,-0.38145933,0.04360465,-0.14379036,0.2596919,0.18692714,0.44744536,-0.03536542,-0.029155554,-0.26103842,0.46697983,-0.07654683,-0.21995217,-0.19463038,0.008926693,-0.2027196,0.018769095,0.19484049
bradykinesia_amplitude_right,0.5611078,0.087752245,0.18662037,-0.45921454,-0.25238183,0.29697782,0.1618961,-0.17748842,-0.06827085,0.2646642,0.26063702,0.048998877,-0.22356173,0.075485334,0.32757157,-0.14703695,-0.07540347,0.06263282,-0.15368094,-0.15588273
bradykinesia_rhythm_left,-0.030005302,0.05657313,0.068872124,-0.38511693,0.034563463,-0.39886227,-0.19583243,-0.08048079,-0.025103707,-0.15840988,0.28047025,-0.13125515,0.30322862,0.0051291534,-0.14290646,0.17777425,0.110923946,-0.4106035,-0.5482398,-0.0025855743
bradykinesia_rhythm_right,0.4913696,0.034428254,0.8705258,-0.40552956,-0.22489142,0.14109217,0.17589897,-0.044525426,0.08545225,-0.025163794,0.26703438,0.05067075,0.30389383,0.13492896,0.3372335,-0.06390625,-0.044131104,-0.10500726,0.17237861,-0.65532285
mirrormovement_left,1.1400462,0.28826445,-0.42905322,-0.06375838,-0.8611367,0.03418468,-1.2158533,0.056969907,0.09262018,0.29811814,-0.05381815,-0.5047989,-1.1279186,0.09579763,1.991531,0.050834134,0.18915293,0.11227949,0.038589843,-0.4273496
mirrormovement_right,-0.24546395,0.08491959,-1.062989,-0.47425947,1.2533367,-0.371072,0.2587644,0.2084642,-0.015797814,-0.9301922,-0.14920993,-1.2856559,-0.18871015,-0.20957002,-0.6586047,0.5144491,-0.22881286,-0.16816624,-0.32289332,0.09713189
