Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
Feature_0,0.007998699,0.10855673,2.2909124,-0.23963213,0.118646406
Feature_1,-0.07254247,-0.16469587,0.05041866,-0.11880327,0.5291919
Feature_2,-0.13626128,0.76054454,-0.014108696,-0.18213864,-0.03124382
Feature_3,-1.2661011,-0.7436718,0.09356982,0.06925116,-0.19375692
Feature_4,0.13329533,0.10721447,-0.06429566,-1.2836682,-0.91799724
Feature_5,-0.6645926,0.15162708,-0.07329852,0.09869617,0.052199
Feature_6,0.37037098,0.030589178,0.040742926,-0.06759535,0.032985855
Feature_7,-0.2538053,-0.086527094,0.052853543,0.08236168,0.08973815
Feature_8,0.038486432,-0.013464006,-0.076402135,0.13057962,0.16471417
Feature_9,-0.1883894,0.2911307,-0.013203913,0.0024349655,-0.089518085
