Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,0.12172818,-0.014014016,0.06071511,-0.14143352,0.12121835
rigidity_right,-0.10160203,0.07511897,-0.079507954,-0.07735202,-0.14397675
tremor_rest_left,0.027250506,0.11300056,-0.077885315,0.2002234,0.0077872085
tremor_rest_right,0.22339475,-0.026874328,0.13083817,-0.093352385,-0.119962215
tremor_postural_left,-0.03756283,0.1604851,-0.042806033,0.011873288,0.06664511
tremor_postural_right,0.088364184,-0.093533576,-0.15557893,-0.088255905,-0.11205344
bradykinesia_speed_left,0.121403575,-0.1229108,0.18909617,-0.061925005,-0.05255023
bradykinesia_speed_right,-0.18039809,0.038487084,-0.013944174,-0.08371758,0.102268845
bradykinesia_amplitude_left,0.08185902,-0.06363588,-0.19616452,0.19494899,-0.20306027
bradykinesia_amplitude_right,0.3879787,-0.17909487,0.18989624,0.13680618,-0.07549143
bradykinesia_rhythm_left,-0.05361542,0.18253283,0.17555328,-0.36071005,0.1356075
bradykinesia_rhythm_right,-0.022926155,0.08937893,0.011994207,0.26311895,0.045709025
mirrormovement_left,0.08674908,-0.31179583,0.11076877,0.2271623,0.04401327
mirrormovement_right,-0.05033841,-0.04690855,0.1443822,-0.030161984,-0.010929058
