ROI,Threshold,Voxels_Retained,Retention_Pct,Voxels_Removed,Variance_Ratio,Correlation_Preservation,Is_Elbow
volume_lentiform_voxels,2.0,21,0.2916261630329121,7180,1.0,,False
volume_lentiform_voxels,2.5,540,7.498958477989168,6661,1.0,1.0,True
volume_lentiform_voxels,3.0,2013,27.95445077072629,5188,1.0,1.0,False
volume_lentiform_voxels,3.5,3572,49.6042216358839,3629,1.0,1.0,False
volume_lentiform_voxels,4.0,4617,64.11609498680738,2584,0.9999999999999999,1.0,False
volume_lentiform_voxels,5.0,5624,78.10026385224275,1577,0.9999999999999999,1.0,False
