Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
rigidity_left,0.18512745,-0.101585515,0.16634329,0.062316615,-0.339327
rigidity_right,-0.0047569307,-0.105054684,0.048374023,0.030361816,0.099138565
tremor_rest_left,0.024821816,-0.059305817,0.16617228,0.056279127,0.2889378
tremor_rest_right,-0.004071556,0.16513178,-0.08989548,-0.006265203,0.0012816832
tremor_postural_left,0.0031766149,0.05963934,-0.033040393,0.010376574,-0.027631907
tremor_postural_right,0.12706931,-0.0036531726,-0.53564304,0.12103826,0.11763425
bradykinesia_speed_left,-0.012196539,-0.08831942,0.102500156,-0.031174991,0.056996718
bradykinesia_speed_right,-0.0013538296,0.09670257,-0.027011909,0.045710783,0.0003681966
bradykinesia_amplitude_left,0.0023947333,0.042295318,1.0452546,0.77414495,0.0012435735
bradykinesia_amplitude_right,0.0222659,1.1496297,0.02067937,0.05798275,0.095225245
bradykinesia_rhythm_left,0.019451074,0.08687458,0.025983768,0.09030536,-0.027135829
bradykinesia_rhythm_right,0.06820721,-0.00265683,0.1536111,-0.028971532,0.1387479
mirrormovement_left,-0.030192731,-0.08250096,0.016987506,-0.10217081,0.15797271
mirrormovement_right,0.30747595,0.0269789,0.003331596,0.02096439,0.022160826
