Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7
volume_sn_voxels::v0,0.00017595671,-0.00036531716,0.00024404025,0.00041315227,0.00012233853,-0.00017790154,0.0009666214,0.00029128743
volume_sn_voxels::v1,0.0002283026,-0.0003215145,0.0004147902,0.0004455138,0.0002838242,-0.00027545475,0.00118363,0.00032748765
volume_sn_voxels::v2,0.0002361244,-0.0004666774,1.6681763e-05,0.00037271116,0.000111453475,-0.00020854357,0.00084071944,0.0004932621
volume_sn_voxels::v3,0.00029903653,-0.00048245987,0.00018928059,0.00045200114,0.00033524664,-0.00027364498,0.00085949735,0.00058061327
volume_sn_voxels::v4,0.00035491976,-0.00042246198,0.00040247355,0.00047580447,0.0004590445,-0.00037810943,0.0010142856,0.0006476961
volume_sn_voxels::v5,0.00023067891,-0.00051339384,-0.00010395452,0.00036836407,0.00024959323,-0.00020192444,0.0005649436,0.00038286325
volume_sn_voxels::v6,0.00026184737,-0.00053152454,-1.5935022e-05,0.0004312149,0.00036816605,-0.00023199529,0.0005722745,0.00051591714
volume_sn_voxels::v7,0.0003504424,-0.00064532994,7.210297e-05,0.00047519684,0.0005812141,-0.00029767858,0.0006567431,0.000744477
volume_sn_voxels::v8,0.00047441525,-0.00056510733,0.00031230392,0.00054138905,0.000682969,-0.00034299312,0.0007695382,0.0009287838
volume_sn_voxels::v9,0.00027602146,-0.0004160405,-0.00029285942,0.0002969543,0.00012499,1.9332469e-05,0.00043858046,-0.00026432305
volume_sn_voxels::v10,0.00026485478,-0.00053246267,-0.00034001117,0.0003700692,0.00020588594,-0.00013334407,0.00042987466,-0.00015134388
volume_sn_voxels::v11,0.00031372844,-0.00053837,-0.0002433338,0.00036994307,0.0002798041,-0.00019701086,0.00038335405,4.377559e-05
volume_sn_voxels::v12,0.00036515895,-0.0006338077,-0.00017090722,0.0004156222,0.00050939544,-0.00028556015,0.00036005644,0.00029516648
volume_sn_voxels::v13,0.0003508188,-0.00064375746,-0.000118507516,0.0004445823,0.00061528466,-0.00028312235,0.00027925352,0.0005088974
volume_sn_voxels::v14,0.000369188,-0.0006050367,9.414421e-06,0.0004403616,0.0006970654,-0.00022976765,0.0003086521,0.0006918307
