Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7
rigidity_left,0.00022462384,-0.000655493,-0.00086632464,-0.00018508683,0.001422392,-0.0014241984,0.0024864802,-0.0008778364
rigidity_right,-4.5906705e-05,-0.00038551286,-0.00035637172,0.00084064895,-0.002523607,-0.0014346812,-9.5152034e-05,-0.001370992
tremor_rest_left,0.00013147197,-0.0008765431,4.316107e-05,-0.0011070792,0.000747437,0.0016544848,0.0027532848,0.0017054064
tremor_rest_right,0.00037676832,-0.00055005454,0.0001613262,-0.00050580077,-0.0011399767,0.00087724935,0.00059817475,0.0010944756
tremor_postural_left,-0.00029154448,-0.00076072104,-0.0005382498,-0.0010623573,0.0013849102,0.0013912801,0.00090888684,0.00073446357
tremor_postural_right,0.000106290754,1.226198e-05,0.0009890636,5.399099e-05,-0.0025738552,0.00071522914,-0.0021691439,0.00083963387
bradykinesia_speed_left,0.0002998641,0.00015412911,0.0001466348,0.00048488597,0.0017144985,-0.0011066435,0.0020199674,-0.0004679185
bradykinesia_speed_right,-9.419626e-05,0.00013399105,-0.00024971206,0.0011772386,-0.0017845539,-0.00010607425,-0.0019802167,0.0011416689
bradykinesia_amplitude_left,0.00040909587,2.059739e-05,-8.174118e-05,-7.1538576e-05,0.0020740293,-0.0014885496,0.0017370384,-0.0011176789
bradykinesia_amplitude_right,-2.7709093e-05,1.2264182e-06,-0.0003042731,0.0010245043,-0.001570828,-0.0008685318,-0.0019616706,0.0008289339
bradykinesia_rhythm_left,0.00014779199,0.00026888403,-6.862415e-05,0.00023879719,0.00088386156,-0.0013728269,-0.00030064484,-0.0017159777
bradykinesia_rhythm_right,0.00026259865,0.00012990859,0.00022120732,0.0006807904,-0.0017258042,-0.0027427766,-0.0035004993,-0.00051725545
mirrormovement_left,-0.0006004667,-0.00047207228,-0.0004668477,0.0029002773,-0.0043815477,-0.0017468615,0.00045060844,0.0016422768
mirrormovement_right,0.0004529318,0.000121958765,0.0007744166,0.0013081394,0.0038478011,-0.0016139142,0.0037411214,-0.00011712234
