Feature,Factor_0,Factor_1
volume_sn_voxels::v0,-0.36270374,-0.7249502
volume_sn_voxels::v1,-0.5615073,-0.7728717
volume_sn_voxels::v2,-0.44928202,-0.9810201
volume_sn_voxels::v3,-0.5165857,-0.83172625
volume_sn_voxels::v4,-0.66650826,-0.72343457
volume_sn_voxels::v5,-0.54384005,-1.1196591
volume_sn_voxels::v6,-0.60597295,-0.954782
volume_sn_voxels::v7,-0.6638129,-1.0859278
volume_sn_voxels::v8,-0.8244037,-1.107924
volume_sn_voxels::v9,-0.63085175,-0.95998013
volume_sn_voxels::v10,-0.55334586,-1.037856
volume_sn_voxels::v11,-0.5354421,-1.00375
volume_sn_voxels::v12,-0.71701384,-1.2663562
volume_sn_voxels::v13,-0.69092965,-1.1980222
volume_sn_voxels::v14,-0.76604795,-1.097168
volume_sn_voxels::v15,-0.97773504,-1.072212
volume_sn_voxels::v16,-0.60924363,-0.43668476
volume_sn_voxels::v17,-0.6691344,-0.5578103
volume_sn_voxels::v18,-0.76061314,-1.0127763
volume_sn_voxels::v19,-0.6957124,-1.1343473
volume_sn_voxels::v20,-0.74211437,-1.391884
volume_sn_voxels::v21,-0.86596483,-1.3075411
volume_sn_voxels::v22,-0.92790693,-1.4518746
volume_sn_voxels::v23,-0.89885503,-1.4201885
volume_sn_voxels::v24,-1.0532172,-1.3036871
volume_sn_voxels::v25,-0.729543,-0.4922121
volume_sn_voxels::v26,-0.8433737,-0.67841035
volume_sn_voxels::v27,-0.81064755,-1.1162455
volume_sn_voxels::v28,-0.76786256,-1.033058
volume_sn_voxels::v29,-0.84366894,-1.2125918
volume_sn_voxels::v30,-0.9959205,-1.531765
volume_sn_voxels::v31,-1.162796,-1.6149027
volume_sn_voxels::v32,-1.2054206,-1.6843727
volume_sn_voxels::v33,-1.1287398,-1.3237365
volume_sn_voxels::v34,-0.8329779,-0.92738223
volume_sn_voxels::v35,-0.8717522,-0.98538345
volume_sn_voxels::v36,-0.9207611,-1.2977115
volume_sn_voxels::v37,-0.9898116,-1.4403367
volume_sn_voxels::v38,-1.0238869,-1.6634027
volume_sn_voxels::v39,-1.2678686,-1.7610788
volume_sn_voxels::v40,-1.1029385,-1.654133
volume_sn_voxels::v41,-0.8027888,-0.70049274
volume_sn_voxels::v42,-0.9460222,-1.1310755
volume_sn_voxels::v43,-1.0423689,-1.1239018
volume_sn_voxels::v44,-1.1673498,-1.311565
volume_sn_voxels::v45,-1.1835641,-1.5871544
volume_sn_voxels::v46,-1.0847974,-1.3257595
volume_sn_voxels::v47,-0.94124275,-1.3014557
volume_sn_voxels::v48,-0.7317037,-0.59575176
volume_sn_voxels::v49,-0.7736485,-0.9307346
volume_sn_voxels::v50,-1.0587593,-1.1670969
volume_sn_voxels::v51,-1.0308808,-1.2515069
volume_sn_voxels::v52,-1.0808438,-1.2038462
volume_sn_voxels::v53,-1.027665,-1.2522024
volume_sn_voxels::v54,-0.6939751,-0.49991375
volume_sn_voxels::v55,-0.9583695,-0.6552793
volume_sn_voxels::v56,-1.0682977,-0.94318926
volume_sn_voxels::v57,-1.0393507,-0.8484035
volume_sn_voxels::v58,-0.68898076,0.09969765
volume_sn_voxels::v59,-0.25053543,-0.15460011
volume_sn_voxels::v60,-0.34499845,-0.36068353
volume_sn_voxels::v61,-0.43717772,0.020805594
volume_sn_voxels::v62,-0.39030635,-0.7493038
volume_sn_voxels::v63,-0.5206232,-0.5918139
volume_sn_voxels::v64,-0.5111946,-0.24038877
volume_sn_voxels::v65,-0.5684788,-0.86141706
volume_sn_voxels::v66,-0.730307,-1.0460967
volume_sn_voxels::v67,-0.8128378,-0.90881854
volume_sn_voxels::v68,-0.81214863,-0.57548535
volume_sn_voxels::v69,-0.70945376,-1.066098
volume_sn_voxels::v70,-0.6928451,-0.9913724
volume_sn_voxels::v71,-0.84577364,-1.0606371
volume_sn_voxels::v72,-1.0451629,-1.0260305
volume_sn_voxels::v73,-1.0321095,-0.7328651
volume_sn_voxels::v74,-0.6840124,-0.826543
volume_sn_voxels::v75,-0.78248894,-1.1031933
volume_sn_voxels::v76,-0.7892027,-1.2365834
volume_sn_voxels::v77,-0.9303216,-1.2673004
volume_sn_voxels::v78,-1.0365157,-1.3218725
volume_sn_voxels::v79,-1.0694389,-1.1089644
volume_sn_voxels::v80,-0.93873817,-0.8294343
volume_sn_voxels::v81,-0.8125164,-1.0195572
volume_sn_voxels::v82,-0.9921689,-1.3463882
volume_sn_voxels::v83,-0.9653801,-1.3832335
volume_sn_voxels::v84,-1.251553,-1.6133716
volume_sn_voxels::v85,-1.1226324,-1.4157988
volume_sn_voxels::v86,-1.3178512,-1.4293684
volume_sn_voxels::v87,-0.88640624,-0.56849086
volume_sn_voxels::v88,-0.99888533,-1.1251411
volume_sn_voxels::v89,-1.0692881,-1.1834633
volume_sn_voxels::v90,-1.0957214,-1.439383
volume_sn_voxels::v91,-1.3726956,-1.8433946
volume_sn_voxels::v92,-1.490597,-2.2388148
volume_sn_voxels::v93,-1.4172549,-1.9939078
volume_sn_voxels::v94,-1.4166775,-1.6890457
volume_sn_voxels::v95,-0.92070115,-0.57527375
volume_sn_voxels::v96,-0.94986385,-0.71844107
volume_sn_voxels::v97,-1.0011961,-0.86192137
volume_sn_voxels::v98,-1.1269898,-1.4850949
volume_sn_voxels::v99,-1.2582422,-1.6773818
volume_sn_voxels::v100,-1.6107156,-2.061469
volume_sn_voxels::v101,-1.6358767,-2.0417948
volume_sn_voxels::v102,-1.5538203,-2.0541282
volume_sn_voxels::v103,-0.75540173,-0.46337235
volume_sn_voxels::v104,-0.86555046,-0.779329
volume_sn_voxels::v105,-1.0889381,-0.9684265
volume_sn_voxels::v106,-1.2559574,-1.4092512
volume_sn_voxels::v107,-1.1921409,-1.42956
volume_sn_voxels::v108,-1.5484036,-1.7954968
volume_sn_voxels::v109,-1.4609977,-1.6735203
volume_sn_voxels::v110,-1.2809163,-1.5383703
volume_sn_voxels::v111,-0.644657,-0.448221
volume_sn_voxels::v112,-0.7714437,-0.6397081
volume_sn_voxels::v113,-0.9965775,-0.78721964
volume_sn_voxels::v114,-1.3253956,-1.3354517
volume_sn_voxels::v115,-1.3375361,-1.3599313
volume_sn_voxels::v116,-1.3949519,-1.4474549
volume_sn_voxels::v117,-1.1804799,-1.3085706
volume_sn_voxels::v118,-1.0728859,-0.89935976
volume_sn_voxels::v119,-0.6735083,-0.32531238
volume_sn_voxels::v120,-0.7887074,-0.45804217
volume_sn_voxels::v121,-0.9313066,-0.8308582
volume_sn_voxels::v122,-1.0797294,-0.8667656
volume_sn_voxels::v123,-1.3188226,-1.1657459
volume_sn_voxels::v124,-1.3145709,-1.1583099
volume_sn_voxels::v125,-0.5821038,0.02283265
volume_sn_voxels::v126,-0.8283147,-0.13618137
volume_sn_voxels::v127,-0.87494355,-0.22046526
volume_sn_voxels::v128,-0.95658493,-0.25033504
volume_sn_voxels::v129,-0.23522192,1.5790023
volume_sn_voxels::v130,-0.35158473,0.98662925
volume_sn_voxels::v131,-0.36707088,-0.37210688
volume_sn_voxels::v132,-0.6090244,-0.7963221
volume_sn_voxels::v133,-0.6048171,-0.4673065
volume_sn_voxels::v134,-0.5040392,-0.3167194
volume_sn_voxels::v135,-0.80110246,-0.91940254
volume_sn_voxels::v136,-0.8786987,-0.6122051
volume_sn_voxels::v137,-0.7881197,-0.3342969
volume_sn_voxels::v138,-1.0897077,-1.1260577
volume_sn_voxels::v139,-0.9648537,-1.1637197
volume_sn_voxels::v140,-0.9847602,-0.89514774
volume_sn_voxels::v141,-1.0447683,-0.70864445
volume_sn_voxels::v142,-0.9231288,-1.1970876
volume_sn_voxels::v143,-1.0511427,-1.2210494
volume_sn_voxels::v144,-1.1553665,-1.2238917
volume_sn_voxels::v145,-1.1922939,-1.1271021
volume_sn_voxels::v146,-1.1815379,-0.8264699
volume_sn_voxels::v147,-1.0030335,-0.5939071
volume_sn_voxels::v148,-1.0142672,-0.8971558
volume_sn_voxels::v149,-1.2063972,-1.3797127
volume_sn_voxels::v150,-1.3635153,-1.6431341
volume_sn_voxels::v151,-1.3883436,-1.7221724
volume_sn_voxels::v152,-1.3365048,-1.509527
volume_sn_voxels::v153,-1.2531496,-1.1480203
volume_sn_voxels::v154,-1.1492115,-0.7898919
volume_sn_voxels::v155,-1.1081134,-0.6002231
volume_sn_voxels::v156,-1.2902888,-1.3060342
volume_sn_voxels::v157,-1.6096098,-1.7339015
volume_sn_voxels::v158,-1.4692488,-1.7652038
volume_sn_voxels::v159,-1.52908,-1.9510376
volume_sn_voxels::v160,-1.4066731,-1.8311539
volume_sn_voxels::v161,-1.4580423,-1.2806257
volume_sn_voxels::v162,-1.1591519,-0.6569688
volume_sn_voxels::v163,-0.91271245,-0.25899312
volume_sn_voxels::v164,-0.92330253,-0.4459369
volume_sn_voxels::v165,-1.0262523,-1.0151306
volume_sn_voxels::v166,-1.4215856,-1.3811656
volume_sn_voxels::v167,-1.693205,-1.9845222
volume_sn_voxels::v168,-1.5930021,-1.892864
volume_sn_voxels::v169,-1.6444974,-1.932955
volume_sn_voxels::v170,-1.5123016,-1.6236054
volume_sn_voxels::v171,-1.3967986,-1.1653892
volume_sn_voxels::v172,-0.6865862,-0.24773832
volume_sn_voxels::v173,-0.9112711,-0.45744696
volume_sn_voxels::v174,-1.0756572,-0.78724384
volume_sn_voxels::v175,-1.1899496,-1.002791
volume_sn_voxels::v176,-1.3815165,-1.280446
volume_sn_voxels::v177,-1.6563461,-1.9201291
volume_sn_voxels::v178,-1.6841917,-1.7529925
volume_sn_voxels::v179,-1.3576673,-1.5758752
volume_sn_voxels::v180,-1.4575096,-1.3846172
volume_sn_voxels::v181,-1.2271849,-0.80134636
volume_sn_voxels::v182,-0.5702761,-0.16256824
volume_sn_voxels::v183,-0.72331715,-0.48462224
volume_sn_voxels::v184,-0.9839615,-1.0067589
volume_sn_voxels::v185,-1.1808808,-1.1718032
volume_sn_voxels::v186,-1.2715048,-1.2262509
volume_sn_voxels::v187,-1.6375117,-1.6429392
volume_sn_voxels::v188,-1.5265423,-1.5107396
volume_sn_voxels::v189,-1.3582687,-1.3735642
volume_sn_voxels::v190,-1.2156821,-0.90399694
volume_sn_voxels::v191,-0.6577404,-0.43038407
volume_sn_voxels::v192,-0.92743045,-0.67703396
volume_sn_voxels::v193,-1.156075,-0.8726699
volume_sn_voxels::v194,-1.3236835,-1.1469344
volume_sn_voxels::v195,-1.3344132,-1.4152077
volume_sn_voxels::v196,-1.4219338,-1.1667168
volume_sn_voxels::v197,-1.3034995,-0.7638763
volume_sn_voxels::v198,-1.0255324,-0.47837186
volume_sn_voxels::v199,-0.6179114,-0.010415819
volume_sn_voxels::v200,-0.86162233,-0.43568984
volume_sn_voxels::v201,-0.7708405,-0.4466352
volume_sn_voxels::v202,-1.05185,-0.52385515
volume_sn_voxels::v203,-1.1057565,-0.79528606
volume_sn_voxels::v204,-1.3018448,-0.59489375
volume_sn_voxels::v205,-1.0868664,-0.42738262
volume_sn_voxels::v206,-0.43720067,0.5749172
volume_sn_voxels::v207,-0.5946728,0.47626942
volume_sn_voxels::v208,-0.6714534,0.35185903
volume_sn_voxels::v209,-0.8452583,0.323571
volume_sn_voxels::v210,-0.85052645,-0.9084621
volume_sn_voxels::v211,-0.89881265,-0.6624189
volume_sn_voxels::v212,-0.79401773,-0.31417802
volume_sn_voxels::v213,-1.1013764,-0.9949491
volume_sn_voxels::v214,-1.2238859,-0.76692337
volume_sn_voxels::v215,-1.1282606,-0.54654694
volume_sn_voxels::v216,-1.2534992,-1.332697
volume_sn_voxels::v217,-1.2669849,-1.1807396
volume_sn_voxels::v218,-1.1746244,-0.88691676
volume_sn_voxels::v219,-1.2083415,-0.53263915
volume_sn_voxels::v220,-1.1012183,-0.7542241
volume_sn_voxels::v221,-1.2194202,-1.0681331
volume_sn_voxels::v222,-1.3405925,-1.4799383
volume_sn_voxels::v223,-1.4274726,-1.5757393
volume_sn_voxels::v224,-1.3341156,-1.1993618
volume_sn_voxels::v225,-1.2290109,-0.92050487
volume_sn_voxels::v226,-1.1845621,-0.5505123
volume_sn_voxels::v227,-1.3482244,-0.98453826
volume_sn_voxels::v228,-1.3850888,-1.36902
volume_sn_voxels::v229,-1.4488167,-1.4675055
volume_sn_voxels::v230,-1.4724039,-1.4729539
volume_sn_voxels::v231,-1.5490034,-1.4947393
volume_sn_voxels::v232,-1.4911684,-1.1645488
volume_sn_voxels::v233,-1.3589382,-0.6201231
volume_sn_voxels::v234,-1.1872826,-0.7126028
volume_sn_voxels::v235,-1.564484,-1.207983
volume_sn_voxels::v236,-1.530344,-1.3272877
volume_sn_voxels::v237,-1.507468,-1.496464
volume_sn_voxels::v238,-1.3422428,-1.2901242
volume_sn_voxels::v239,-1.3621981,-1.2936273
volume_sn_voxels::v240,-1.368182,-0.84617734
volume_sn_voxels::v241,-1.205693,-0.3581447
volume_sn_voxels::v242,-0.85576403,-0.18526113
volume_sn_voxels::v243,-1.0603132,-0.62192583
volume_sn_voxels::v244,-1.2897524,-0.9457084
volume_sn_voxels::v245,-1.5003304,-1.3437964
volume_sn_voxels::v246,-1.6224064,-1.5637279
volume_sn_voxels::v247,-1.3919713,-1.2966886
volume_sn_voxels::v248,-1.3515971,-1.1860657
volume_sn_voxels::v249,-1.2787536,-0.87574625
volume_sn_voxels::v250,-1.1877307,-0.48014906
volume_sn_voxels::v251,-1.0173007,-0.108875744
volume_sn_voxels::v252,-0.6326517,-0.03727875
volume_sn_voxels::v253,-0.75956094,-0.37168103
volume_sn_voxels::v254,-1.0858107,-0.74500227
volume_sn_voxels::v255,-1.2826422,-1.0479381
volume_sn_voxels::v256,-1.2715058,-1.1155499
volume_sn_voxels::v257,-1.3888129,-1.2964976
volume_sn_voxels::v258,-1.4411664,-1.296307
volume_sn_voxels::v259,-1.3876476,-1.0136694
volume_sn_voxels::v260,-1.1507716,-0.8466159
volume_sn_voxels::v261,-0.99507076,-0.47280917
volume_sn_voxels::v262,-0.7960797,-0.29970732
volume_sn_voxels::v263,-0.9757285,-0.80305713
volume_sn_voxels::v264,-1.0104989,-0.67685527
volume_sn_voxels::v265,-1.2042329,-0.9350831
volume_sn_voxels::v266,-1.3849021,-1.0081179
volume_sn_voxels::v267,-1.621602,-1.2085433
volume_sn_voxels::v268,-1.2335382,-0.755739
volume_sn_voxels::v269,-1.1015002,-0.28207037
volume_sn_voxels::v270,-0.69498605,-0.1496915
volume_sn_voxels::v271,-0.80724734,-0.5218453
volume_sn_voxels::v272,-0.9202306,-0.4387917
volume_sn_voxels::v273,-1.0340753,-0.51484305
volume_sn_voxels::v274,-1.2126601,-0.6282519
volume_sn_voxels::v275,-1.2754201,-0.39911538
volume_sn_voxels::v276,-1.1365771,-0.26413906
volume_sn_voxels::v277,-0.98193866,0.17723992
volume_sn_voxels::v278,-0.6262469,0.055967014
volume_sn_voxels::v279,-0.74769723,-0.099172354
volume_sn_voxels::v280,-0.8648107,-0.102977596
volume_sn_voxels::v281,-1.0318998,-0.039451003
volume_sn_voxels::v282,-1.1478248,0.14724755
volume_sn_voxels::v283,-0.4122644,-0.03405357
volume_sn_voxels::v284,-0.7392124,-0.35513395
volume_sn_voxels::v285,-0.67991054,-0.11095339
volume_sn_voxels::v286,-1.1103486,-0.7729372
volume_sn_voxels::v287,-1.4255085,-0.6132854
volume_sn_voxels::v288,-1.0316942,-0.47856963
volume_sn_voxels::v289,-1.1922916,-1.0333806
volume_sn_voxels::v290,-1.2067587,-0.7130654
volume_sn_voxels::v291,-1.3648876,-1.0181621
volume_sn_voxels::v292,-1.2746111,-0.3036059
volume_sn_voxels::v293,-1.1203068,-0.8612489
volume_sn_voxels::v294,-1.2004555,-0.9220862
volume_sn_voxels::v295,-1.3958375,-0.9222749
volume_sn_voxels::v296,-1.4098272,-0.65853786
volume_sn_voxels::v297,-1.293623,-0.40081197
volume_sn_voxels::v298,-1.1813203,-0.7607939
volume_sn_voxels::v299,-1.1933999,-1.0866421
volume_sn_voxels::v300,-1.2415841,-1.0434011
volume_sn_voxels::v301,-1.3925896,-0.8805957
volume_sn_voxels::v302,-1.3991889,-0.5577778
volume_sn_voxels::v303,-1.24168,-0.2767831
volume_sn_voxels::v304,-1.1472886,-0.11096991
volume_sn_voxels::v305,-1.2292753,-0.56864226
volume_sn_voxels::v306,-1.2526364,-0.78509444
volume_sn_voxels::v307,-1.2790135,-0.96927744
volume_sn_voxels::v308,-1.3550246,-1.0214655
volume_sn_voxels::v309,-1.4431487,-0.8767275
volume_sn_voxels::v310,-1.3860086,-0.72594875
volume_sn_voxels::v311,-1.3305463,-0.3180708
volume_sn_voxels::v312,-1.3005086,-0.5519273
volume_sn_voxels::v313,-1.3599828,-0.6046006
volume_sn_voxels::v314,-1.3018404,-0.9405564
volume_sn_voxels::v315,-1.3096083,-0.97633123
volume_sn_voxels::v316,-1.3360379,-0.7638556
volume_sn_voxels::v317,-1.4073541,-0.7438738
volume_sn_voxels::v318,-1.3123356,-0.35481018
volume_sn_voxels::v319,-1.1554273,-0.07260541
volume_sn_voxels::v320,-0.75783896,-0.017935684
