Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21
rigidity_left,7.228746e-05,-0.00046387292,-0.00013083946,-0.00015374857,-0.00088193815,0.0006239801,-0.0008643186,-0.0013087756,0.00015074473,5.4305016e-05,0.00019056087,-0.000341522,-0.0020907628,0.0032417069,0.00080901984,-0.0024584853,0.0012051705,-0.00262318,-0.0029149698,0.0003091662,0.00023477145,0.00075780996
rigidity_right,0.00011921264,0.00042740742,-0.0008632642,0.00073344086,0.00069444854,-0.0013302627,0.00024941345,-0.00015295134,-0.0007764029,0.00020560548,-0.0012625081,-0.0012973516,6.1921615e-05,-0.000661059,0.0002732498,0.0032632872,0.0011537836,0.00034720046,0.0033444108,0.00036231262,-0.0011760051,-0.00085364754
tremor_rest_left,0.00020204118,-0.000113806345,0.00010297832,-0.0008748583,0.0003239353,0.0017266124,-0.0007681109,-0.000990548,0.00054514606,0.00031773225,-0.0005789067,-0.0007860903,-0.0016653251,0.0011345029,-0.00030079938,0.00075953174,0.0017119694,-0.0005835863,0.0005510426,-0.0038512906,-0.002950025,0.002895321
tremor_rest_right,0.00025963012,0.000161926,-0.0003123404,-0.0001976106,0.0008357335,7.116862e-05,4.7789847e-05,-0.00046533914,0.0009890273,0.0004181707,-0.0012468166,-0.0011990346,0.00011250339,0.00060366286,3.3116674e-05,0.002209535,0.0021800112,0.00080339576,0.0034033256,-0.0022244332,-0.0029265645,0.0012678688
tremor_postural_left,-0.00019534834,-0.00024038754,0.00013155832,-0.0014598471,-0.000103224695,0.0011962797,-0.0005133078,-0.0003290367,0.00022488025,-0.0003820123,0.0002359358,-0.00021818919,-0.0011676423,0.00084481755,-0.00010405417,-0.00047708116,0.00018309739,-0.0016939221,-0.0032843433,-0.0048731123,-0.0029495084,0.0028738417
tremor_postural_right,3.281236e-05,0.00068190735,-0.0001645082,0.00017722906,0.0011550519,-0.0009912582,0.0006684685,0.001024504,0.0012909294,0.0004935337,-6.114683e-05,0.0004409683,0.00030827709,-0.0013486607,-0.0015142082,0.002596689,0.00049174693,0.003020643,0.0050739683,-6.6047876e-05,-0.0003551278,-0.00020958483
bradykinesia_speed_left,0.00014212794,-9.577696e-05,0.0002153003,0.00020136459,-0.0011281079,0.00080644677,-0.00048706526,-0.0009434682,-0.00020652931,-0.00043476128,0.0015662464,0.0005571637,-0.0010705637,0.0026740886,0.0005184302,-0.0010297027,0.0013747335,-0.00014809448,-0.0021605978,-0.0014912176,-0.0011914712,0.0024966798
bradykinesia_speed_right,-8.715313e-05,5.8890557e-05,-0.0005771449,0.00068849773,0.000614268,-0.0007392979,0.00081884506,0.0011141095,0.00028964033,-0.00022654445,-0.0011514348,-0.0005616292,0.0012654613,-0.00053048885,-0.0006781087,0.0009942383,-3.3170305e-05,-0.0016703886,0.002993218,-0.00027200952,-0.000109834684,-0.0010476181
bradykinesia_amplitude_left,0.00013119949,-0.00017921795,0.00046080537,-5.0829352e-05,-0.0012783104,0.00043379588,-0.0009092157,-0.0010550232,-0.00020839712,-0.00076770375,0.0017984615,0.0003787998,-0.0016806582,0.0026899949,0.00065358623,-0.0011296966,0.00044631318,-0.00017515647,-0.003340322,-0.0012169111,-0.000718976,0.0026241422
bradykinesia_amplitude_right,-1.0986007e-05,0.00014426732,-0.0006539203,0.00086953904,0.00035005293,-0.0008798149,0.00068396947,0.0009889138,0.00015079697,-0.00041822635,-0.0013887108,-0.0008227918,0.0012145161,-0.0011933437,-0.00030948044,0.00076900824,-0.00064002414,-0.0014843437,0.003223642,-0.00081625755,5.9598176e-05,0.0010584559
bradykinesia_rhythm_left,7.518163e-05,-0.0001345355,0.00012404725,0.00015781181,-0.0015007099,-0.00024344938,-0.0007531792,0.0004678146,-0.0009665101,-0.00047484535,0.00074861804,5.182602e-06,-0.00118007,0.0021296837,0.00075175916,0.00012746535,-0.0011915434,-0.0008065426,-0.000839937,0.0012055498,0.00021745796,0.0023799764
bradykinesia_rhythm_right,0.00017374073,0.00032882532,-0.0005868523,0.0013534778,-0.00030435142,-0.0024027908,5.7541227e-05,0.0011117734,-0.0004878467,-0.0006191004,-0.0014941455,0.00081896095,0.001678389,-0.0007305262,-0.00030323424,0.001721242,-0.00015691825,-0.002640038,0.0006813291,0.0022955849,0.0003993588,0.0020311358
mirrormovement_left,-0.00035861312,0.0010252078,-0.0023654907,0.001956742,0.0014993673,0.00013532271,0.00077269785,0.0013370052,0.0018895007,0.003025125,-0.0020844263,-0.004876204,0.0020403778,-0.004871656,-0.0030114967,0.0063466225,0.00063339836,0.0017491173,0.008077978,-0.008438356,0.008590631,0.0025047713
mirrormovement_right,0.0001145928,-0.00016427357,0.0009505148,-4.076236e-05,-0.002381819,0.0027450528,-0.0006050515,-0.0023987112,0.0010037638,-0.0009912947,0.0027376215,0.0012450201,-0.0016306113,0.0018829481,0.00021675203,-0.0011169437,0.0016933323,0.0022877788,-0.0056704506,-0.0012628344,-0.0021530318,0.0039709955
