Subject_ID,Factor_1,Factor_2
Subject_1,0.37743944,-0.6611897
Subject_2,1.2553866,0.33127457
Subject_3,0.09704328,-0.3307394
Subject_4,-1.708623,-0.9457175
Subject_5,0.2316449,0.47394022
Subject_6,-0.5742845,-0.8028373
Subject_7,-0.76732594,-0.6736118
Subject_8,0.10355683,0.6110706
Subject_9,-0.7373975,-1.238322
Subject_10,0.659703,-0.14828026
Subject_11,0.09099747,0.7626856
Subject_12,-0.580842,1.5957128
Subject_13,1.7052609,-0.74161106
Subject_14,-0.6054766,-1.0681157
Subject_15,-0.72510713,1.0727051
Subject_16,-0.45619127,0.384219
Subject_17,-0.71700317,0.3873054
Subject_18,0.60726553,4.327216
Subject_19,-1.5020833,1.7160891
Subject_20,1.5483065,0.06470135
Subject_21,-1.3530557,0.49013022
Subject_22,0.45146954,-0.11518066
Subject_23,-1.4759727,1.1240623
Subject_24,0.781973,1.6470835
Subject_25,-0.9118455,-0.70617163
Subject_26,0.73883444,0.34964386
Subject_27,-0.85174173,-0.59427905
Subject_28,-1.2906572,-0.24483874
Subject_29,0.050595462,-1.3880378
Subject_30,0.90064526,-0.9474026
Subject_31,1.3769184,-0.66054773
Subject_32,-0.9845532,-0.3617909
Subject_33,-0.76999766,-0.96583277
Subject_34,-0.96415895,-0.29159597
Subject_35,-0.79105306,0.18849933
Subject_36,-1.0026906,-1.5313401
Subject_37,0.7662186,-0.33225644
Subject_38,1.3650942,0.027388051
Subject_39,1.0060459,0.1504761
Subject_40,0.75186616,-0.31033024
Subject_41,1.7270427,-0.115826726
Subject_42,0.25814864,-0.119573265
Subject_43,-1.8283504,-0.4955999
Subject_44,0.43831748,0.49238744
Subject_45,0.74640197,0.20417777
Subject_46,1.0301819,0.5887674
Subject_47,-0.6721007,-0.16761915
Subject_48,1.6090827,-0.019536227
Subject_49,1.0650876,-0.75346386
Subject_50,-1.2288893,0.63768184
Subject_51,-1.9489663,0.3353566
Subject_52,0.8426829,-1.5487285
Subject_53,-1.0412703,-1.2248842
Subject_54,-1.1381114,-0.20254306
Subject_55,1.8478081,-0.08302118
Subject_56,0.8151951,0.63826495
Subject_57,-0.6862129,-0.3359862
Subject_58,1.3554378,-0.5656303
Subject_59,-0.7451022,0.2626892
Subject_60,-0.07389934,0.963605
Subject_61,1.2079656,-2.4672854
Subject_62,-1.1521151,-0.60075
Subject_63,-0.0074332836,-0.2205064
Subject_64,-1.7320659,-0.288198
Subject_65,-1.373832,1.5144014
Subject_66,-0.3719985,-0.56075794
Subject_67,-0.6527347,-0.15265992
Subject_68,2.0683396,1.9382914
Subject_69,-2.9329536,2.2543507
Subject_70,1.0686392,-0.42923015
Subject_71,-0.1864656,-0.7495043
Subject_72,0.3901459,-0.07860578
Subject_73,0.4374301,-0.57265455
Subject_74,-0.89493066,-0.021470126
Subject_75,0.97223574,0.14558744
Subject_76,1.1256955,0.0019485883
Subject_77,1.137989,-0.20531978
Subject_78,1.7178822,-0.48639452
Subject_79,-1.3416499,0.5582043
Subject_80,2.0941317,0.10694208
Subject_81,-0.45701945,-0.5126458
Subject_82,-1.1273818,-1.4659998
Subject_83,-0.8611253,-0.4893267
Subject_84,1.3669792,1.1873776
Subject_85,1.6030245,-0.0031959033
Subject_86,-0.34010002,0.7999049
