Subject_ID,Factor_1,Factor_2
Subject_1,0.046759572,1.6662905
Subject_2,0.7373102,0.0009686685
Subject_3,1.9897622,0.4832251
Subject_4,1.4518827,0.5075259
Subject_5,0.47370017,0.5989836
Subject_6,-0.25957513,-1.8709127
Subject_7,0.25032228,1.193575
Subject_8,0.07388878,-0.8095637
Subject_9,1.2929187,-0.87613535
Subject_10,0.35181957,-1.1279954
Subject_11,1.5744655,0.04789633
Subject_12,-0.96596795,0.2337026
Subject_13,1.9550997,0.46692744
Subject_14,-0.58811057,0.7833328
Subject_15,-1.2470958,-1.0426582
Subject_16,-0.35639578,0.35668924
Subject_17,-0.4801503,0.7305453
Subject_18,-2.3954673,0.1507434
Subject_19,-1.7554911,1.4152921
Subject_20,-1.5804098,-1.2971174
Subject_21,-0.7428469,0.63023347
Subject_22,0.6996474,-3.9121945
Subject_23,-1.180082,0.98946726
Subject_24,0.40299663,1.1008179
Subject_25,0.9855839,-0.33567107
Subject_26,-0.5634876,-0.13791025
Subject_27,-0.851772,-0.09035461
Subject_28,-0.8519061,-1.0335718
Subject_29,0.5893792,0.5242499
Subject_30,1.1473875,-0.31968313
Subject_31,1.0374699,0.51945823
Subject_32,-0.3165093,-0.99426544
Subject_33,-0.58376294,1.6797711
Subject_34,-1.6493576,1.6063689
Subject_35,-1.1605906,0.27825934
Subject_36,0.48542127,-0.31140688
Subject_37,0.2911274,0.7250711
Subject_38,0.9607204,0.6419744
Subject_39,1.1425605,0.0004456235
Subject_40,0.56410587,-0.3811842
Subject_41,0.75061154,0.22501974
Subject_42,0.6479316,-1.1139948
Subject_43,0.47987035,0.36892167
Subject_44,0.12373075,-0.7497666
Subject_45,0.46966308,-0.8000027
Subject_46,1.0637406,1.0935421
Subject_47,-0.7206131,0.17785935
Subject_48,0.7537803,-1.057567
Subject_49,0.5107092,-0.6055502
Subject_50,-1.3799546,2.300096
Subject_51,-0.83810824,-0.18020831
Subject_52,0.79528767,-0.55644876
Subject_53,-2.3697314,-1.2429991
Subject_54,-0.96293205,0.584296
Subject_55,1.4202609,-0.2703792
Subject_56,-0.4667577,0.3077478
Subject_57,-1.2424967,-0.022875264
Subject_58,2.1518717,-0.12876005
Subject_59,-0.40817258,-0.08166964
Subject_60,-0.22791678,0.2498624
Subject_61,1.2769672,0.65746576
Subject_62,-1.3406107,-0.26910242
Subject_63,0.009298669,1.1848606
Subject_64,0.8997569,0.33531097
Subject_65,-0.6131492,0.9641431
Subject_66,-0.8382613,-0.06533599
Subject_67,0.09616567,0.10104062
Subject_68,-1.4854985,-1.273968
Subject_69,-1.5745639,0.8320148
Subject_70,0.272699,-0.88422465
Subject_71,0.24175578,-1.045223
Subject_72,0.9170431,0.86382866
Subject_73,-1.344612,1.3952479
Subject_74,0.7387204,0.27849287
Subject_75,0.64804125,-1.7451917
Subject_76,1.2415382,-1.1747922
Subject_77,0.8698713,0.5002652
Subject_78,-1.0306548,0.93520564
Subject_79,-1.1955663,-0.48002875
Subject_80,1.3958327,0.4027008
Subject_81,0.9696701,1.1799154
Subject_82,-0.8858722,0.1078704
Subject_83,-1.66198,0.32503903
Subject_84,1.1528537,-0.23919709
Subject_85,1.4974816,0.29643017
Subject_86,-0.39646703,-0.8970345
