Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,0.23902924,0.6825412,-0.090667054,-1.1587976
Subject_2,-0.061744653,1.3823456,-0.5681279,0.95199794
Subject_3,-0.6774178,2.1652858,0.21451244,0.0027887893
Subject_4,-1.1076568,-0.33819255,0.21992406,-0.11146788
Subject_5,0.9436064,0.75445384,-0.4596544,0.80072665
Subject_6,-1.2190598,1.5002973,0.33008695,-0.2192889
Subject_7,1.315292,-0.58527833,-0.182501,-0.24431483
Subject_8,-0.5743451,-1.176777,0.18165426,0.41016215
Subject_9,0.3308013,0.5039478,-2.266944,0.24566613
Subject_10,-0.5123357,-0.44057903,-0.8746801,1.1350702
Subject_11,-2.1780572,0.5472883,-0.5366546,2.015508
Subject_12,-0.09846462,-0.26010525,0.5027843,0.3934176
Subject_13,0.6333015,-0.16231179,-1.2758942,-1.2276888
Subject_14,-1.1907661,0.30975303,0.6400423,-0.86315495
Subject_15,0.2153944,-0.548947,-0.93791956,0.29913637
Subject_16,-0.033545658,1.1394286,1.1596887,-0.21477014
Subject_17,-0.46629447,-0.9996569,0.22055721,0.091155246
Subject_18,-0.79836816,0.09940134,1.8670942,-2.5530126
Subject_19,0.30555916,-0.48341563,1.1772062,-0.5637647
Subject_20,0.9127121,0.46215272,-1.0671904,1.0294919
Subject_21,-1.1060932,-0.7715228,0.48561424,-0.40860868
Subject_22,-0.9068205,1.11487,-1.6765311,-0.25645685
Subject_23,-2.3732946,0.6365414,0.6325397,-1.1973301
Subject_24,-0.2797933,0.023814987,-0.82364434,-0.8195707
Subject_25,1.5978954,-1.1606333,-1.0066338,-0.1025093
Subject_26,-1.1512,0.58385277,0.9228498,0.6884219
Subject_27,-0.7994298,-0.5071873,-0.61456484,0.62511414
Subject_28,1.6214453,-0.24041408,-0.7334396,0.3666593
Subject_29,1.0900444,0.8049025,1.290902,-0.1310673
Subject_30,0.8970394,-0.64141405,-0.8963786,-0.9411877
Subject_31,-0.2928219,0.2623576,-1.6342013,-1.6090208
Subject_32,0.062789425,0.71117336,0.2706893,0.2800619
Subject_33,1.1240939,-1.6489574,1.091937,0.050444458
Subject_34,1.4203303,0.96456575,1.1560887,0.89643496
Subject_35,-1.7223191,0.20534511,-0.880624,-0.72864026
Subject_36,0.020236721,-1.4606144,-1.3962294,-1.9680897
Subject_37,0.9913796,-1.1466081,-0.31772733,0.18111962
Subject_38,0.38741124,-0.3103629,-0.8346843,1.180707
Subject_39,-0.81954986,1.0447744,-0.8457683,-0.70467174
Subject_40,-0.3160348,-0.55393934,-0.5010298,1.2444546
Subject_41,-0.38890594,-0.75454825,-0.6027659,-1.23735
Subject_42,0.783302,0.68250734,-0.26197028,-1.1397815
Subject_43,-1.0073397,1.0822661,-0.81578964,-2.683344
Subject_44,-0.12474045,-0.13676676,-0.5752942,2.175602
Subject_45,1.3029232,0.45440206,-2.6093302,0.6954177
Subject_46,-0.80022573,0.057437006,0.4550296,0.7496387
Subject_47,-0.821632,-1.3380374,0.23734157,-0.13517477
Subject_48,1.4605691,0.24830627,-0.75162804,0.971036
Subject_49,-0.5313913,-0.4763968,3.054166,-1.8622372
Subject_50,-0.08475085,0.020431126,1.6439394,-0.090626925
Subject_51,-0.80564046,-1.144773,0.6467384,-0.67004883
Subject_52,-1.051402,-0.45124406,-1.2733662,-0.7043635
Subject_53,-0.7847989,-1.2007585,0.907934,-0.7229214
Subject_54,-0.63056356,-0.5220283,0.86039144,0.0025242397
Subject_55,1.8765471,2.519587,-1.7857277,0.25704625
Subject_56,-1.6856463,0.72825664,0.28323498,1.2946734
Subject_57,-1.3163526,0.94877243,0.48637706,0.3028507
Subject_58,1.2348006,-0.24816331,-1.8184652,1.808438
Subject_59,1.7806189,0.06653158,0.24884377,0.23488462
Subject_60,-0.27948254,0.27534276,0.08271063,-0.44026795
Subject_61,-1.2259178,0.9710181,-0.413764,1.6046363
Subject_62,0.14058185,-0.06935972,1.1444411,1.2679236
Subject_63,0.67003727,1.7002889,0.10529471,-0.3550739
Subject_64,-0.65363413,-0.37114838,-1.5313942,-0.43708482
Subject_65,-0.67109317,-1.9924858,0.9663444,1.1811645
Subject_66,1.2972887,-3.1923616,-0.8000091,-0.29532194
Subject_67,-1.8653744,-0.6792973,-0.14326926,0.6887901
Subject_68,2.7164671,-0.67319685,1.7080563,2.2443092
Subject_69,-0.9708175,-0.19013958,1.8163241,1.7931273
Subject_70,-0.5178326,0.23351996,-0.7558368,-0.43516418
Subject_71,0.09882035,-2.270604,0.008462679,0.70079154
Subject_72,-1.1391188,-1.2315241,-1.2996367,-0.9398459
Subject_73,-0.18934189,-0.23492865,0.46315512,-0.42729092
Subject_74,1.9886463,-0.57754487,0.19475022,0.61738646
Subject_75,-0.44139868,0.4678239,1.3004345,-1.1218704
Subject_76,-1.341954,-0.09923812,-1.2818693,-1.3297093
Subject_77,-0.94535077,0.39718574,-1.0067283,-1.88952
Subject_78,-0.053364355,0.39725256,0.7091238,1.1333735
Subject_79,-0.5234661,0.14201604,1.064606,-0.2391021
Subject_80,0.792713,1.073738,-1.6072123,-2.1656992
Subject_81,-0.015924748,-0.5706159,0.44148704,1.2734789
Subject_82,0.9911835,1.224487,1.0138744,-1.8167888
Subject_83,0.26646918,-0.39424384,1.3418398,0.04853603
Subject_84,-1.3660566,-1.7544333,-0.19158985,-0.2166328
Subject_85,1.1733247,1.2010893,-1.0998894,0.44911373
Subject_86,0.39637733,0.5437666,0.26885292,1.2052169
