Subject_ID,Factor_1,Factor_2
Subject_1,0.030161168,-0.033151947
Subject_2,-0.56196404,-0.059952464
Subject_3,0.47925884,-0.067551605
Subject_4,0.07246619,1.7190048
Subject_5,-2.3515034,0.04769434
Subject_6,0.19888297,-0.06389097
Subject_7,-0.4860778,-0.10692711
Subject_8,-0.016248982,-0.04312952
Subject_9,-1.4964522,0.007221704
Subject_10,-0.41592306,0.02119291
Subject_11,-0.9225407,-0.036947902
Subject_12,0.4172521,-0.038934596
Subject_13,0.8055001,-0.019814508
Subject_14,1.9822019,-0.1257353
Subject_15,1.237622,-0.030304719
Subject_16,-0.026831424,0.120559566
Subject_17,-1.0528064,-0.08911155
Subject_18,2.8223536,-0.010563005
Subject_19,0.2623442,0.13109449
Subject_20,-0.62095827,3.0357268
Subject_21,0.24677625,0.16090046
Subject_22,-1.0189213,-0.037445128
Subject_23,0.70685226,0.08405329
Subject_24,0.12736435,-0.13370438
Subject_25,-0.64891684,-0.04674781
Subject_26,0.5601006,-0.089129336
Subject_27,-0.87155336,0.06460336
Subject_28,0.53126204,-0.11135504
Subject_29,-0.02253857,-0.042322952
Subject_30,-2.2938704,0.24778178
Subject_31,-1.2199605,-0.058736384
Subject_32,0.28525266,0.059697267
Subject_33,0.51714164,-0.12273476
Subject_34,-0.1066922,0.24336772
Subject_35,2.4634292,0.27283716
Subject_36,-0.36598688,0.9930477
Subject_37,-0.067513645,-0.026486406
Subject_38,-1.0785509,-0.04993364
Subject_39,-0.60418767,0.0712229
Subject_40,-0.08621896,0.7214542
Subject_41,-0.7220431,-0.0005444186
Subject_42,-0.79735667,0.008616786
Subject_43,-1.534829,0.07529302
Subject_44,-0.14499673,0.12218036
Subject_45,-1.4656886,0.0059532784
Subject_46,-0.41950905,0.077878036
Subject_47,0.4930375,0.57889235
Subject_48,-0.45125073,-0.09856043
Subject_49,-0.075964056,6.456249
Subject_50,-0.98503256,-0.0529799
Subject_51,-0.47516933,0.21950933
Subject_52,-0.07551321,0.34014288
Subject_53,0.78356206,0.008366147
Subject_54,0.79966563,-0.08892845
Subject_55,0.25758055,-0.0021992095
Subject_56,0.20267347,-0.037265144
Subject_57,1.3351011,-0.17463611
Subject_58,-0.6167592,0.15251054
Subject_59,0.36929023,-0.07583196
Subject_60,-0.28936136,-0.01567025
Subject_61,-0.8046691,0.5294746
Subject_62,-0.29669473,0.0040180706
Subject_63,0.86150616,0.012397466
Subject_64,-0.27379185,0.08587718
Subject_65,0.09211367,0.07857756
Subject_66,-0.6475049,-0.060611814
Subject_67,0.5645622,1.2657089
Subject_68,0.7232473,0.0895489
Subject_69,1.0263969,-0.12102346
Subject_70,-1.1374292,-0.081866175
Subject_71,0.678931,-0.03485534
Subject_72,-0.80641925,0.027646523
Subject_73,0.9605127,-0.053370006
Subject_74,-1.6093205,0.027256249
Subject_75,-0.7268623,0.3738278
Subject_76,-1.192273,0.28256434
Subject_77,-1.8449667,0.047245182
Subject_78,0.4090535,0.24410434
Subject_79,1.1021181,-0.20891517
Subject_80,-1.4797723,0.037672553
Subject_81,-3.1271725,-0.00925711
Subject_82,0.4767329,-0.14275113
Subject_83,1.1890556,4.6674523
Subject_84,-0.15139087,0.047383226
Subject_85,0.87689376,-0.049743995
Subject_86,0.24614388,-0.03793121
