Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,0.6524995,-0.7279579,-0.3385279,0.43391064
Subject_2,-0.63099396,-0.6099566,0.45630306,0.8287042
Subject_3,1.020382,0.23485225,-0.518579,0.10318626
Subject_4,0.4559076,1.1205655,2.26481,0.9485249
Subject_5,0.48331493,-0.012145297,0.31399685,0.5847929
Subject_6,1.6782323,-0.199064,0.36870304,-1.6211104
Subject_7,-0.26242697,0.4413917,0.01789734,1.0397909
Subject_8,1.1694373,-0.3446427,-1.6932681,-0.6404522
Subject_9,-0.4988293,0.3687135,-0.048569046,0.47167033
Subject_10,-0.6823326,-0.9351019,-1.7552165,-0.21420798
Subject_11,0.79208577,-0.5380908,-0.44489408,-1.1274949
Subject_12,-0.6954723,0.9960075,-0.554481,-0.7812268
Subject_13,0.16971907,-0.11785915,0.012524185,1.0912116
Subject_14,0.27903414,1.0161217,-0.17001864,-0.9928158
Subject_15,-0.38511428,-0.55260146,0.8418495,0.10284792
Subject_16,-2.2053373,-1.278225,0.7981161,-0.51289946
Subject_17,-0.44393414,0.64514,-0.09977223,-1.5435145
Subject_18,0.39732665,-1.4366587,-0.6739308,0.7923813
Subject_19,0.5574968,-0.34124884,0.5030475,0.27536008
Subject_20,-0.83864367,0.68303305,4.387832,-1.1758937
Subject_21,-1.3243071,-1.105446,0.97492516,-0.2724712
Subject_22,1.0282471,0.6672917,-0.12705526,-0.11211271
Subject_23,0.0355112,0.13050303,-0.819801,-1.3278718
Subject_24,-0.7541106,0.12017071,-2.8199687,-0.9138379
Subject_25,-0.78567606,1.3409953,0.040227212,-0.98129416
Subject_26,-1.8083968,0.9232408,1.312366,-0.09835747
Subject_27,-1.0736504,0.18123487,-0.10493566,2.0247662
Subject_28,-1.2126179,-1.4341124,0.6211942,-0.5247484
Subject_29,-0.2190439,-0.3869263,-0.11483835,-0.823025
Subject_30,-0.61422265,-1.182453,1.0978863,0.34541544
Subject_31,-1.1290206,0.9198676,-0.6223311,1.5074126
Subject_32,1.5540487,-0.01143646,-0.16078585,-1.47776
Subject_33,-0.318252,-1.7993892,-0.06933663,0.06881964
Subject_34,1.1272706,-0.16629098,0.31152913,0.30565345
Subject_35,-1.618918,1.5994282,0.840552,1.9205079
Subject_36,1.7186695,1.0695508,2.424675,-1.2213801
Subject_37,-1.2289256,0.44526714,0.5897567,-1.3609849
Subject_38,0.6952989,-0.6053587,-0.34722388,0.9509182
Subject_39,0.8434094,-0.46129763,-0.5477491,-0.46528587
Subject_40,0.79696906,0.5383192,1.2412204,-0.39347854
Subject_41,0.04235113,-0.09659474,-0.15695755,0.31770694
Subject_42,1.1322901,-0.368873,0.74396396,-1.9365764
Subject_43,0.3892805,1.1905329,-0.19714694,-1.0615654
Subject_44,0.76801515,-0.6638425,0.47294638,-1.6817108
Subject_45,0.084787495,-0.28052646,-0.07756804,0.39661923
Subject_46,0.093636096,-3.9629998,-0.23267008,2.4771514
Subject_47,0.98955303,0.6134414,0.6260784,2.0315032
Subject_48,0.11469488,0.028508175,-0.69359416,-0.017575089
Subject_49,0.81283164,-0.43400666,7.7043924,1.4024978
Subject_50,-0.042798545,-0.14047493,0.4401224,0.7769023
Subject_51,0.87763554,0.7388394,0.33966312,0.98569256
Subject_52,-1.6961573,-0.55450714,1.8660352,-0.2781106
Subject_53,0.04318536,-1.9300121,1.7411829,-0.22821738
Subject_54,0.93805563,2.3212702,-0.60606366,0.23097904
Subject_55,-1.0744531,1.0624225,-0.0976762,-1.2306571
Subject_56,-1.3329741,0.1974525,0.34979576,-0.7332614
Subject_57,0.4387373,-0.025841504,0.23844585,-0.9302058
Subject_58,0.9067348,-1.1611603,0.23485123,-0.32133186
Subject_59,-0.35508913,1.8131222,-1.0482376,-0.50152737
Subject_60,0.7894662,0.22476898,1.4437467,1.83626
Subject_61,0.32862666,1.7653716,-1.6608216,-0.086305045
Subject_62,0.23956615,0.7169456,-0.31805965,1.2467993
Subject_63,1.0489559,1.330398,-0.005580739,-1.3862375
Subject_64,-0.17671897,-0.0888296,-1.5687199,-0.8645591
Subject_65,-0.11184273,-0.83777183,0.10899801,-0.3502699
Subject_66,-1.8535421,0.60178083,-0.7437925,2.2641225
Subject_67,0.2136736,0.4078922,1.8375773,0.19036968
Subject_68,0.0281458,-0.48849824,1.3246096,-0.6216757
Subject_69,-0.38989216,-0.3459774,0.30621234,0.7203638
Subject_70,-2.3980641,0.74890953,0.03872739,-0.6357773
Subject_71,-1.5172939,1.1659261,0.24098097,0.699125
Subject_72,0.22552496,-0.34902897,-0.074781775,-0.32858247
Subject_73,-0.28819624,0.16130108,0.11471446,0.91974044
Subject_74,-0.39872387,-1.3467517,-0.012175382,-0.112797245
Subject_75,-0.41367233,0.55870944,1.104164,0.6384758
Subject_76,0.20280169,-0.48099875,0.49624136,2.3931997
Subject_77,0.8628164,1.6325703,0.6374087,1.5698129
Subject_78,-1.6383021,-0.0888373,0.16537823,-0.7874582
Subject_79,-1.235693,-0.8786494,-1.4056475,0.63872194
Subject_80,-0.18978915,0.96316236,-1.3624492,-0.38745296
Subject_81,-0.45797136,-1.4354883,-0.8470806,-0.0064254063
Subject_82,-0.019482382,1.2424524,0.02681223,-0.5603456
Subject_83,0.6232482,0.44663382,6.7440934,-1.0684057
Subject_84,0.8636543,0.48622438,1.1315861,-0.9744133
Subject_85,-0.041470934,-0.16631831,-0.16126496,-0.559479
Subject_86,0.08305796,0.26905414,-0.100576796,1.824135
