Subject_ID,Factor_1,Factor_2
Subject_1,-0.08388039,-0.97998303
Subject_2,-1.0304614,-1.1063424
Subject_3,0.050316684,0.63169223
Subject_4,0.800192,-0.7920816
Subject_5,-0.7535324,0.19622035
Subject_6,0.9370682,0.042935506
Subject_7,-0.037793443,-0.5124286
Subject_8,0.8609024,-0.06655108
Subject_9,-2.4803686,0.38159844
Subject_10,-0.40210196,0.43375793
Subject_11,-0.24536747,-0.16685805
Subject_12,1.5255377,0.97888654
Subject_13,-2.6916635,-1.1212595
Subject_14,1.3314995,0.48423585
Subject_15,-1.8015674,-0.043878257
Subject_16,0.18250601,-0.4807072
Subject_17,0.5280223,0.9639712
Subject_18,-0.2855512,-1.0963295
Subject_19,1.1015642,0.6730006
Subject_20,-1.146357,-1.4098226
Subject_21,0.9348029,-0.34827846
Subject_22,-0.6881369,-1.277994
Subject_23,1.5394099,-1.2056751
Subject_24,-0.2868482,0.575848
Subject_25,2.1033921,1.3420154
Subject_26,1.9846637,-0.9234312
Subject_27,-1.1609643,0.84734243
Subject_28,1.4594501,-0.28965956
Subject_29,0.26497537,0.5495725
Subject_30,-1.5395578,0.4165961
Subject_31,-2.60914,0.27031028
Subject_32,0.5045151,1.4626995
Subject_33,1.008726,-0.5451238
Subject_34,1.3674734,-0.33143514
Subject_35,0.7445313,0.99642134
Subject_36,-0.97424763,-2.1273592
Subject_37,-0.6997503,2.4576364
Subject_38,-1.8362976,0.9915025
Subject_39,-0.63724905,0.8135506
Subject_40,0.5201584,-0.8037015
Subject_41,-1.3089397,-0.42708254
Subject_42,-0.52881026,1.2474808
Subject_43,-1.0125058,1.6046134
Subject_44,-0.39064643,0.38050443
Subject_45,-0.85925496,1.9081987
Subject_46,-1.7071149,-1.3463646
Subject_47,0.8325497,-0.5911434
Subject_48,-1.4808433,-0.15208289
Subject_49,-0.5909877,-0.5755835
Subject_50,2.016416,1.1381991
Subject_51,1.172974,1.8375847
Subject_52,-0.4180608,1.2550204
Subject_53,0.89938885,0.83916515
Subject_54,1.7608662,1.463323
Subject_55,-2.2482545,1.433853
Subject_56,0.80916387,-0.19784355
Subject_57,1.3797328,-1.4112989
Subject_58,-2.419825,0.1077232
Subject_59,0.44416916,-1.8555645
Subject_60,0.15066132,-0.18357381
Subject_61,-0.46703747,0.8985863
Subject_62,3.9553435,0.51627165
Subject_63,0.13919787,-0.7130177
Subject_64,-1.5085622,0.11152184
Subject_65,1.5335096,0.10572631
Subject_66,0.39183083,2.8687167
Subject_67,1.5001006,0.15013555
Subject_68,1.6155357,-1.11918
Subject_69,2.102263,0.9842044
Subject_70,-0.45017636,-1.4221377
Subject_71,0.22071889,1.8599331
Subject_72,-0.75730336,-0.9454177
Subject_73,1.0379138,1.3154552
Subject_74,-3.3160899,-0.638675
Subject_75,-0.34319755,0.58127177
Subject_76,-1.4759151,-0.30715418
Subject_77,-4.995215,0.2617688
Subject_78,0.6419283,-0.8940697
Subject_79,2.407099,-1.4518845
Subject_80,-2.5872152,0.18607096
Subject_81,0.58394766,-1.2874824
Subject_82,1.3855866,0.25357622
Subject_83,2.1260548,-0.49177012
Subject_84,-0.88110566,-0.49310935
Subject_85,-2.125774,0.6918663
Subject_86,0.69654804,-0.75076395
