Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
volume_sn_voxels::v0,7.2428327,3.5255296,11.422758,4.5535755,8.033579
volume_sn_voxels::v1,6.6325912,4.8940096,13.107515,4.8842072,8.66527
volume_sn_voxels::v2,9.068443,4.068214,10.863102,3.6980722,9.240258
volume_sn_voxels::v3,9.340415,5.4941487,12.7897,3.820286,10.210574
volume_sn_voxels::v4,8.268998,6.2529497,13.281461,4.0240645,10.706841
volume_sn_voxels::v5,10.969014,5.1782117,10.915754,3.0626009,10.531278
volume_sn_voxels::v6,11.323709,6.4721303,12.557599,2.5805464,11.569035
volume_sn_voxels::v7,10.944742,7.2703795,13.186945,2.387779,12.0993395
volume_sn_voxels::v8,9.788826,7.768301,13.362406,2.8989708,12.42156
volume_sn_voxels::v9,11.527337,5.9395514,9.281039,4.444734,10.779594
volume_sn_voxels::v10,11.555055,5.4672832,9.342695,3.1176355,10.502945
volume_sn_voxels::v11,11.98741,6.1105256,10.759433,2.440591,11.484199
volume_sn_voxels::v12,12.177831,7.1059976,12.230071,1.9178162,12.560253
volume_sn_voxels::v13,12.201336,7.951726,13.115733,1.686339,13.368856
volume_sn_voxels::v14,11.9092455,8.5558,13.373887,1.6802024,13.7367735
volume_sn_voxels::v15,10.852403,8.854663,13.413162,2.1447365,13.667161
volume_sn_voxels::v16,11.717161,9.730929,12.142913,6.395689,12.862768
volume_sn_voxels::v17,11.963751,8.888867,11.031225,4.7669473,12.776355
volume_sn_voxels::v18,11.877533,7.436231,9.822399,2.9953682,12.010233
volume_sn_voxels::v19,12.164588,7.027524,10.26133,2.2724292,12.211227
volume_sn_voxels::v20,12.385263,7.455384,11.613141,1.6977609,13.172786
volume_sn_voxels::v21,12.424234,8.241255,12.803307,1.3682901,14.094802
volume_sn_voxels::v22,12.3741865,8.782728,13.2449045,1.314024,14.514746
volume_sn_voxels::v23,12.160196,9.151996,13.374427,1.3346627,14.603636
volume_sn_voxels::v24,11.436216,9.438289,13.4172735,1.8343961,14.45696
volume_sn_voxels::v25,10.831647,9.920629,12.00005,5.2324233,13.5216675
volume_sn_voxels::v26,11.762717,9.595889,11.243676,4.3494763,13.97847
volume_sn_voxels::v27,12.060912,8.80951,10.789086,3.0333872,13.9354105
volume_sn_voxels::v28,12.338415,8.472078,11.253133,2.0797482,14.221734
volume_sn_voxels::v29,12.469498,8.660088,12.395948,1.5656606,14.761237
volume_sn_voxels::v30,12.45923,8.906995,13.020386,1.278565,14.951969
volume_sn_voxels::v31,12.36097,9.165039,13.278443,1.2207627,14.928978
volume_sn_voxels::v32,12.221711,9.410081,13.368188,1.3286206,14.877105
volume_sn_voxels::v33,11.661992,9.698449,13.405785,1.7811359,14.529378
volume_sn_voxels::v34,11.076231,9.849371,11.88533,4.2735066,15.012646
volume_sn_voxels::v35,11.934346,9.589072,11.812749,3.3237882,15.191017
volume_sn_voxels::v36,12.353638,9.42325,12.262723,2.176035,15.301616
volume_sn_voxels::v37,12.448799,9.33962,12.791924,1.5978321,15.309666
volume_sn_voxels::v38,12.442167,9.320485,13.101019,1.2581029,15.222076
volume_sn_voxels::v39,12.393833,9.429903,13.249013,1.1602353,15.005992
volume_sn_voxels::v40,12.270051,9.604764,13.352006,1.244383,14.713899
volume_sn_voxels::v41,9.652458,9.878175,12.511713,3.558623,15.232471
volume_sn_voxels::v42,11.193798,9.808655,12.638301,3.262218,15.494412
volume_sn_voxels::v43,12.100113,9.7514305,12.824583,2.5816755,15.552874
volume_sn_voxels::v44,12.353396,9.678797,12.99824,1.7059048,15.4732
volume_sn_voxels::v45,12.431068,9.657518,13.1547575,1.3186991,15.236864
volume_sn_voxels::v46,12.391922,9.669598,13.223008,1.1275406,14.707004
volume_sn_voxels::v47,12.253619,9.77733,13.303089,1.2752769,14.14366
volume_sn_voxels::v48,8.303605,9.824791,13.020262,2.8519237,14.726541
volume_sn_voxels::v49,9.950099,9.828817,13.089609,2.8117132,15.264386
volume_sn_voxels::v50,11.64232,9.868954,13.238286,2.7318132,15.452991
volume_sn_voxels::v51,12.248607,9.886429,13.236918,1.9605379,15.263743
volume_sn_voxels::v52,12.354531,9.869397,13.215161,1.3914844,14.55075
