Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
volume_sn_voxels::v0,0.19862042,0.22446182,-2.3248696,1.7886571,2.5820837
volume_sn_voxels::v1,0.16416208,0.3407954,1.968966,1.5011312,-1.1091043
volume_sn_voxels::v2,0.28576708,0.0019685817,-0.3976318,0.74523425,-0.19941722
volume_sn_voxels::v3,0.4964271,0.54574376,15.052906,-0.936312,-7.55094
volume_sn_voxels::v4,0.38551465,0.49863124,2.3879817,0.48225537,-5.8578677
volume_sn_voxels::v5,0.2785733,0.73916584,-53.913857,2.4630349,-9.895178
volume_sn_voxels::v6,0.31186604,0.55332315,-1.0209985,0.46818027,3.9018433
volume_sn_voxels::v7,0.38092434,1.2337358,-23.709295,0.70164436,4.910473
volume_sn_voxels::v8,0.7780166,0.66131675,1.2609794,0.3205486,-2.128214
volume_sn_voxels::v9,0.45316637,0.7166001,26.761593,2.0411687,-12.797272
volume_sn_voxels::v10,0.2884643,0.24947627,3.2244,1.6802777,-9.840342
volume_sn_voxels::v11,0.36833838,0.7023908,-24.359745,2.9133415,4.230976
volume_sn_voxels::v12,0.27749833,1.2651725,-11.444853,0.6753828,-1.9658592
volume_sn_voxels::v13,0.4983999,0.4386036,3.484788,1.0550009,1.6633469
volume_sn_voxels::v14,0.54058516,0.43836468,-11.621921,1.9733036,1.6400774
volume_sn_voxels::v15,0.9177834,0.9466384,9.346622,2.4879377,-4.7848315
volume_sn_voxels::v16,0.6324375,0.3903396,-21.11205,-0.5290874,5.7121277
volume_sn_voxels::v17,0.39719003,0.46897447,-12.567303,1.3829657,3.4792063
volume_sn_voxels::v18,0.49996006,1.7853451,-21.943731,0.9344166,-6.745581
volume_sn_voxels::v19,0.47432402,1.0468717,16.767376,1.6113199,-2.303881
volume_sn_voxels::v20,0.69046015,0.41594326,-3.9453402,0.91239464,2.2324765
volume_sn_voxels::v21,0.35111025,0.27735743,-6.0162516,1.9947221,-13.176186
volume_sn_voxels::v22,0.7364645,0.60196483,-6.142097,1.2094469,-8.010922
volume_sn_voxels::v23,0.6573893,0.78157496,-16.231777,0.17144907,0.9175629
volume_sn_voxels::v24,0.60028875,0.9507578,-8.124903,1.9794043,-0.7607866
volume_sn_voxels::v25,0.7718556,0.59212023,-6.313201,-1.5863565,0.08119308
volume_sn_voxels::v26,0.20507358,0.18508887,0.8721609,1.8257445,-2.5700717
volume_sn_voxels::v27,0.5990856,0.70805913,-8.736589,2.0459166,-0.07787772
volume_sn_voxels::v28,0.4403733,0.54623467,-27.534275,1.6824428,2.2046707
volume_sn_voxels::v29,0.6736367,0.2237229,2.9838054,3.5003996,-7.3604875
volume_sn_voxels::v30,0.44037417,1.4887466,-18.994942,0.12884071,3.7330148
volume_sn_voxels::v31,0.90635526,0.6314143,1.0686464,2.180723,-12.009232
volume_sn_voxels::v32,0.52431685,1.3897223,-4.997174,2.2129726,-7.0700846
volume_sn_voxels::v33,0.41076788,2.0949662,-5.6006584,3.94639,-8.95591
volume_sn_voxels::v34,0.560772,1.307445,-1.093485,0.74562615,1.957265
volume_sn_voxels::v35,0.40318665,0.19635628,-0.119733326,0.54914796,-6.7468743
volume_sn_voxels::v36,0.5558085,0.6899556,6.996246,2.771211,9.867933
volume_sn_voxels::v37,0.7321676,0.66430515,-32.469,0.43969965,-1.0815706
volume_sn_voxels::v38,0.45528182,0.9930743,4.1830935,3.895238,-9.933018
volume_sn_voxels::v39,0.7377974,1.1976386,-17.453596,1.0155834,-12.408474
volume_sn_voxels::v40,0.5615087,1.6425974,-26.236187,-0.72554094,-8.507746
volume_sn_voxels::v41,0.07113788,0.52975965,-14.168823,1.49842,-7.398862
volume_sn_voxels::v42,0.14040819,0.762849,-8.842388,0.19448364,-3.4405093
volume_sn_voxels::v43,0.46774676,-0.2696315,-19.646452,1.778897,-8.716691
volume_sn_voxels::v44,0.5508317,0.32297722,7.0591555,2.3580859,-0.011099678
volume_sn_voxels::v45,0.9173348,0.55343497,1.4642198,0.26301718,-10.738929
volume_sn_voxels::v46,0.63137424,0.21024309,-8.961072,0.40599644,8.482589
volume_sn_voxels::v47,0.79924035,0.95861346,-4.071695,0.7582958,-0.3423856
volume_sn_voxels::v48,0.39932618,0.92637014,-4.7560496,0.24289848,-8.318228
volume_sn_voxels::v49,0.5496551,0.4607167,-26.226534,2.3407097,10.960082
volume_sn_voxels::v50,0.44310454,1.0088723,-27.742397,2.7551675,-11.054589
volume_sn_voxels::v51,0.59954,1.1576172,-11.926798,0.965287,0.39208522
volume_sn_voxels::v52,0.40171698,2.1646006,11.898742,-0.6504446,-0.87504953
volume_sn_voxels::v53,0.37539178,2.050149,11.051976,0.6402525,-13.336806
volume_sn_voxels::v54,0.4335373,0.4749765,-13.640287,-0.59665424,4.0230236
volume_sn_voxels::v55,0.8024896,0.6892436,-7.5958343,-1.7709358,-9.747475
volume_sn_voxels::v56,0.4846404,0.7196513,0.37061453,-0.36213848,3.5986614
volume_sn_voxels::v57,0.41222188,1.2814455,-41.98627,2.006237,2.752697
volume_sn_voxels::v58,0.50711155,0.18811338,4.5190225,-3.8018112,1.0374486
volume_sn_voxels::v59,0.22612126,-0.04004729,-4.8095193,-0.49621576,5.724005
volume_sn_voxels::v60,0.25403786,0.07778007,-37.3706,-0.51516944,-2.0693092
volume_sn_voxels::v61,0.23710798,0.60183775,-23.21837,0.39844835,-4.045988
volume_sn_voxels::v62,-0.05035483,0.8566012,10.125003,0.89498174,4.3088326
volume_sn_voxels::v63,0.2644593,0.92786777,1.5577935,2.0419288,-5.5369377
volume_sn_voxels::v64,0.4652716,0.052750066,10.679728,0.9949734,5.260482
volume_sn_voxels::v65,0.35560104,0.4439313,-2.9074788,0.87138075,0.5897807
volume_sn_voxels::v66,0.56338596,0.42780396,-17.814186,0.3651235,6.5171275
volume_sn_voxels::v67,0.2562691,0.6362775,-36.375717,1.2406886,-4.6273756
volume_sn_voxels::v68,0.3858847,0.22994088,-10.486607,0.970969,-3.4373457
volume_sn_voxels::v69,0.44368994,0.6392944,-0.19936782,2.6114914,4.58547
volume_sn_voxels::v70,0.5318258,0.2701745,28.559816,1.1489974,-9.388636
volume_sn_voxels::v71,0.49640304,0.50076383,-11.604942,0.53051394,-3.27577
volume_sn_voxels::v72,0.95237577,0.9511693,14.225094,0.70012116,-9.257168
volume_sn_voxels::v73,0.64481497,0.50663936,-10.592841,1.7563024,6.360727
volume_sn_voxels::v74,0.40349492,1.018133,-12.327561,1.4259592,0.7225914
volume_sn_voxels::v75,0.4908231,0.3154886,9.300839,1.8808321,-1.5843136
volume_sn_voxels::v76,0.4728679,-0.14452563,-3.6592278,0.037442975,-0.9895267
volume_sn_voxels::v77,0.45495397,0.5430688,-6.90956,1.2331663,-6.0913434
