Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels_feature_0,-0.09112885,0.56222576,-0.073634066,-0.90047276,0.5821913,0.47038266,-0.3372405,0.6343796,-0.14605321,0.38579705,0.6263364,1.5253315,-1.4368035,0.6918619,-0.86963826,0.08620265,-0.36737317,-0.43412355,-1.2212995,-0.2845068
volume_sn_voxels_feature_1,-0.016535746,0.14359832,-0.0735259,-0.996242,1.2149261,0.32822296,-0.66936517,0.6868229,-0.14181878,0.45126337,1.1990623,1.0054524,-0.8400729,-0.09475864,-0.5352681,0.02955007,-0.46867138,-0.66811544,-1.3371105,-0.7891145
volume_sn_voxels_feature_2,-0.040926065,0.6709716,0.2791922,-0.43081534,-0.5825292,-0.23981145,-0.30830753,0.5840907,-0.33156958,-0.14316833,0.25479224,1.1885611,-0.93161726,0.6408749,-0.6233223,0.9062674,-0.1695862,-0.4895251,-1.2895017,-0.24016333
volume_sn_voxels_feature_3,-0.29442462,0.19613372,0.6720362,-0.80294544,0.68743193,0.063633695,-0.13688809,0.24630187,0.16347736,-0.35781232,0.43977645,1.5654662,-0.71322626,-0.33018288,-0.39850497,0.30004865,-0.038747266,-0.7533475,-1.1285698,0.20677681
volume_sn_voxels_feature_4,-0.63666093,0.33696645,1.0897123,-0.16901788,-0.29155016,-0.3396749,-0.008311351,0.10187696,0.3634241,-0.28551146,0.2158878,1.120055,-0.21049497,-0.1821438,-0.24001762,0.57717305,0.22327559,-0.33894336,-1.2151892,-0.30687606
volume_sn_voxels_feature_5,-0.37697923,-0.1406232,-0.75719863,-0.63544273,-0.3394251,0.357727,-0.05534831,-0.6056199,0.24783191,-0.63649446,-1.3081264,1.2006809,-0.19470036,-1.147282,-1.2119945,0.14594474,6.619565e-05,0.32271373,1.2570196,0.8359507
volume_sn_voxels_feature_6,0.01214476,0.4767765,-0.71468127,-0.44198394,-0.74710816,0.509974,0.051201634,0.16747166,0.21729338,-0.10743912,-1.1026353,1.6344827,0.41955614,-0.8258063,-0.7267552,0.1048177,-0.24716167,0.17727266,1.3411711,0.17343414
volume_sn_voxels_feature_7,0.6509268,-1.1183728,-0.21650922,-0.22857402,-0.21464753,0.2929508,-0.27411327,-0.39438316,-0.14932866,0.064180434,-0.34782627,1.0609359,0.6302417,-1.0545343,-1.136181,-0.203842,0.38985807,-0.035608068,1.4623404,0.6407903
volume_sn_voxels_feature_8,0.37710464,-1.360619,0.4778747,0.37139174,-0.6692598,-0.24367182,-0.2606653,0.014666591,-0.20710386,0.96036476,-0.27162147,1.3731287,0.9274749,-0.15608428,0.20970461,-0.5950728,0.006655973,-0.19028857,1.4455448,-0.9193074
volume_sn_voxels_feature_9,0.60208577,-1.0706196,0.87001014,0.7193429,-0.91015255,-0.3603879,-0.24801606,-0.36777443,-0.1371518,1.0156429,0.5417733,1.2226601,0.63290983,0.34046507,0.7205344,-0.9765957,-0.23498887,0.44075736,1.5762278,-1.2027256
