Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
volume_sn_voxels_feature_0,-0.21367662,0.21740592,1.4889302,-0.78270465,0.53559375,-0.8686849,0.21100686,-0.34854716,0.48245904,-0.23162527,-0.33164728,0.07838927,0.09812055,-0.46295333,-0.7247856,-1.4812977,0.38150483,0.09463039,0.20233467,0.38705426
volume_sn_voxels_feature_1,0.7434417,0.66124314,1.289365,-0.8110616,0.71242785,-0.87157315,-0.53052074,-0.54427326,0.21320914,-0.58291984,0.0077932063,0.13893496,0.012413765,1.2922989,-0.5079588,-1.2587901,0.15201825,0.34016114,0.2810257,0.643899
volume_sn_voxels_feature_2,-0.5343167,0.0023848007,1.218218,-0.47166684,0.29325274,-0.4070543,0.72812515,0.06374636,0.25264552,-0.30156243,-0.0015528755,-0.5104218,-0.49178213,-0.8300587,-0.3290349,-1.3460904,0.3612917,0.17048864,-0.034753595,-0.0507023
volume_sn_voxels_feature_3,0.32044032,0.2614985,1.3605859,-0.23338333,0.028004184,-0.59184873,0.123230286,-0.2612125,0.10403789,-0.18822967,0.17543754,-0.22227651,-0.68177825,0.05559973,0.33002228,-1.4064316,-0.023084864,0.10393182,-0.3575199,-0.1771137
volume_sn_voxels_feature_4,-0.3505122,0.040753588,1.0494031,0.36691618,-0.30630744,-0.025735555,0.41667104,-0.20196101,-0.1876162,-0.35081327,0.18306786,-0.4472853,-0.73581696,-0.25869697,0.89344853,-0.5666898,0.08981218,-0.08624395,-0.2184292,-0.32179308
volume_sn_voxels_feature_5,0.9887362,-0.08988262,1.376219,-1.1402932,-0.901921,-0.37086284,0.20661311,1.2485017,0.15597449,0.1259389,-0.54289365,0.25679064,1.0510504,-0.7470724,0.27776983,1.3780167,0.60987425,0.10569842,-0.90662694,-0.07145979
volume_sn_voxels_feature_6,0.75726855,-0.38863537,0.82907957,-0.13445021,-0.24493527,-0.20489456,0.38552052,1.2187921,0.40813768,-0.2935593,-0.2016043,-0.3670498,0.88993514,-0.6025719,0.2921158,1.3165118,-0.12559241,-0.6131457,0.14460813,-0.13156568
volume_sn_voxels_feature_7,1.2778869,0.18235762,1.3960909,-1.0197183,-0.56154126,-0.7357901,-0.75849485,0.7762758,-0.43947953,-0.17162317,-0.33326808,0.029846473,0.41773945,-0.15493299,-0.3041667,1.1144549,0.1969877,0.97093,0.254292,0.6800163
volume_sn_voxels_feature_8,-0.2089776,0.05237223,1.5420572,0.6511871,0.93171024,0.16970445,-1.2350127,-0.18875863,0.0053425035,0.18502837,0.2505044,-0.47385567,-0.4388671,0.077905856,-0.33861136,1.258514,-0.06093476,1.063309,1.0331397,0.40654713
volume_sn_voxels_feature_9,-0.42491102,-0.13108346,1.0878223,1.1052693,1.0689249,0.42163554,-1.2426763,-0.72881556,0.40051517,0.07476104,0.17864601,0.043152522,-0.96538484,-0.020065725,-0.32953653,1.4213419,-0.077946484,1.3671511,1.1021003,0.25328112
volume_sn_voxels_feature_10,0.14409189,-0.52082425,1.4701247,1.1437685,1.1905888,0.47056606,-1.5435911,-1.1614486,0.97298855,0.32281104,0.055734526,0.1579692,-0.8096059,-0.5335722,-0.1923987,1.5787977,0.017585414,1.3116926,1.3560016,0.3037071
volume_sn_voxels_feature_11,0.9212735,0.08636276,0.8806972,-0.7494191,1.2053792,-0.13825445,-1.2311625,-0.63465744,-0.052397028,-0.43784863,-0.33269152,0.13214402,0.4656791,1.0966368,-0.99933505,-1.3280108,0.07614363,0.08665419,0.6440499,0.16607733
volume_sn_voxels_feature_12,0.36210355,0.008142289,1.0766048,-0.193358,0.23269416,-0.03840582,-0.34947714,0.07031306,0.15952598,0.14534678,0.009026492,-0.086421594,0.030148938,-0.07824898,-0.7229923,-1.4805796,-0.28511214,0.04644962,0.027408127,0.38357106
volume_sn_voxels_feature_13,-0.27812406,-0.15369172,1.5947345,0.5994433,-0.27499342,0.2624402,0.24988262,0.09107576,-0.24513403,0.27939957,0.12216343,-0.05653164,-0.50573623,-0.5148428,0.10077811,-0.5727733,-0.27936107,-0.10088346,-0.23674932,-0.0142776305
volume_sn_voxels_feature_14,0.57119846,0.37131408,1.6464275,0.31409508,-0.8439438,-0.21150602,-0.18687421,-0.10935414,-0.5451089,0.35311678,0.6986549,-0.5275852,-0.9211975,0.56841934,0.62117404,-0.9453583,-0.92917967,-0.039999366,-0.81036395,-0.19931243
volume_sn_voxels_feature_15,-0.93163157,-0.28044415,1.4305712,1.0038034,0.59876776,0.68300354,0.5632962,1.0752577,-0.09059579,0.5076966,-0.06101836,0.019672258,0.73526967,-0.6810786,0.42755204,1.0435957,0.1207184,-0.3163841,0.08570364,-0.09541785
volume_sn_voxels_feature_16,-0.72792244,-0.096452236,1.6945164,0.96436375,-0.11496699,0.726256,0.34921622,0.38053077,-0.48058233,0.38466033,0.2104821,0.036030326,-0.41929716,-0.16602239,0.7125016,0.3227427,0.08371005,0.025056744,-0.38933071,-0.15993777
volume_sn_voxels_feature_17,-0.35024503,-0.09615512,1.1096822,1.0928267,0.09474434,0.38985386,0.18514842,0.6754383,-0.18433829,0.15943284,-0.003086705,-0.06517523,1.0363331,0.004676031,0.414632,1.3700747,-0.10477926,-0.45698106,-0.19130442,-0.14266178
volume_sn_voxels_feature_18,-0.62917936,-0.08610436,1.6255674,0.87290144,0.024021795,0.8785887,-0.050259642,0.118676566,-0.5030718,0.3840745,0.012020885,0.32646385,0.12582123,0.16770683,0.90489864,1.2736744,-0.0051702172,-0.17551155,-0.0055497824,-0.26581296
volume_sn_voxels_feature_19,0.5645397,0.14310761,1.7424283,0.19451368,-0.32658958,-0.54478884,-0.6844318,0.21194997,-0.20439442,0.40954342,-0.28212973,0.08391092,0.96148556,0.4059032,0.0024779518,1.3012083,-0.091380514,0.58275217,-0.2203356,0.36046952
volume_sn_voxels_feature_20,-0.4293109,-0.28655252,1.2252972,1.0600835,-0.054455213,0.14776114,-0.95483613,-0.1748994,-0.57914627,0.443181,0.1175043,0.2962793,0.7123656,0.75973785,0.39116254,1.0600437,-0.13091949,0.09387438,0.10579928,-0.19255324
volume_sn_voxels_feature_21,1.066152,0.48326537,1.0626901,-0.5590797,-0.21830742,-0.4887393,-1.3629607,-0.18942071,-0.6171072,0.04501877,-0.68184966,0.2996862,0.54539603,0.3873567,-0.5313059,1.4042329,0.2659428,1.3252681,0.28831974,0.38498184
volume_sn_voxels_feature_22,-0.23728557,0.37112495,1.4022025,0.0058223545,0.9460302,-0.11623689,-1.4227827,-0.7847322,-0.20269512,-0.11726183,-0.08149271,0.30549347,-0.46667165,0.19810835,-0.5911561,2.0949464,0.007325229,1.2348238,0.30566007,0.32863
volume_sn_voxels_feature_23,-0.4929181,0.0741526,0.85545623,0.1834496,1.1856244,-0.029081626,-1.3446575,-0.99502903,0.38949835,0.19812341,0.085784644,0.36113852,-0.86497986,-0.14849043,-0.7095422,1.4856626,-0.11260978,1.170927,0.49039757,0.5368914
volume_sn_voxels_feature_24,0.12106615,-0.113238074,0.9466544,0.5915802,1.0739666,0.11599567,-1.3877679,-1.2665795,0.60122377,0.30010122,0.050926972,0.7068084,-0.7368354,-0.7966444,-0.2887348,1.3573442,-0.12887287,1.1885631,1.0660417,0.18378823
volume_sn_voxels_feature_25,1.0889688,0.061053343,1.0248002,-0.29899493,1.194429,0.6842291,-1.0311755,0.005654223,-0.43690416,-0.14990878,0.34288067,0.28558195,0.0703475,1.2817765,-1.2761297,-1.1863436,-0.03477889,0.27446008,0.45463902,0.14167999
volume_sn_voxels_feature_26,-0.08058955,0.20287201,1.2381219,0.8138291,-0.3314145,0.48601562,-0.8796466,0.54048973,-0.32410097,0.7202039,0.073144674,0.49367118,1.2248422,0.91052353,0.541009,1.3154839,0.2221501,-0.59395486,-1.1468772,0.06750706
volume_sn_voxels_feature_27,1.1238075,0.108088806,0.27489576,-0.8490051,-0.18831752,-1.074434,-1.289158,-0.24663702,0.070735976,-0.044001825,-1.0200236,0.81236124,0.08299058,0.2844674,-0.13143012,1.4107777,0.5984277,1.0083979,-0.09718112,0.032924186
volume_sn_voxels_feature_28,0.637233,0.23160195,0.74015236,-0.5745939,0.18158676,-0.31902447,-1.3135698,-1.0403384,-0.562825,0.3306427,-0.18712245,0.44100004,0.27324164,0.31692532,-0.23860295,1.4404199,0.38110387,1.2453903,-0.20805828,0.08732269
volume_sn_voxels_feature_29,-0.043894716,0.5494816,-0.31870636,0.11747164,0.72699165,-0.8296483,-1.3035048,0.11988913,0.75036794,0.47929156,-0.604577,0.79751724,-0.7719108,0.4140211,-0.34718382,1.4061936,0.57421917,1.1025358,-0.30156314,0.2131417
volume_sn_voxels_feature_30,-0.7668249,0.40267554,0.09519351,-0.15258346,0.8756325,-0.17287634,-1.594851,-0.84885186,-0.2915071,0.25654805,-0.23626804,0.14957114,-0.82467,0.048781537,-0.58381134,1.1413739,0.24990103,1.2817029,0.12120625,0.19542335
volume_sn_voxels_feature_31,-0.88330996,0.17695047,-0.18313743,-0.039094318,0.90750164,-0.58790857,-1.1360776,-0.88268894,0.22055976,0.0047066794,-0.10318274,0.43425688,-0.83616513,-0.32433504,-0.5601938,1.310666,-0.07614532,1.3948299,0.15649231,0.44083244
volume_sn_voxels_feature_32,0.8469102,0.34068885,-1.0404292,-0.08497274,0.60056925,-0.71235055,-1.0989853,-0.8910304,1.0920523,0.13018033,-0.43934155,0.20996465,-0.7233667,-0.95293254,-0.021588828,1.1761537,0.00316897,1.5227001,0.18993549,0.46930546
volume_sn_voxels_feature_33,-0.11102557,0.2778707,-0.1836291,-0.5162904,-0.14379752,-0.47185576,-1.0911242,-0.958739,-0.32660112,0.060070686,-0.018247966,-0.3775354,0.614872,0.31712666,-0.17586029,1.2977797,0.32745552,1.0290562,-0.27198616,-0.041221358
volume_sn_voxels_feature_34,0.809872,-0.8742021,1.2488416,1.3121201,-0.37289003,0.8623335,-1.2204071,-1.1811182,0.53311116,0.96307224,-0.24471745,1.247561,-1.0265404,1.2162213,1.0532713,0.3747976,-0.019602615,-0.8752543,-1.0944476,-0.7905758
volume_sn_voxels_feature_35,0.9870086,-0.8291415,1.3299724,1.1925862,0.031293903,0.36147633,-0.16790633,0.05186668,0.36341476,0.88632053,-0.063193396,1.1342506,-0.87884325,1.1641561,1.1798468,0.646192,-0.42827573,-0.6444938,-1.6824657,-0.8820177
volume_sn_voxels_feature_36,0.22891174,-0.47536397,0.78146785,-0.08319541,0.05020966,0.34109035,-1.2882364,-1.2018954,-0.48780835,0.48949164,0.502328,1.0795265,-0.15870546,0.21826291,0.2295959,0.05927804,-0.13795292,0.42874154,0.23459858,-0.54499847
volume_sn_voxels_feature_37,0.999179,0.5809246,1.3386811,1.2977345,-0.18791923,0.24429676,-0.45411798,-1.1255544,-0.13051,0.94893175,-0.07538393,1.2515215,-0.46812642,0.48907363,0.15440844,0.6329074,0.091431536,-1.3245918,-0.099775456,-0.40212688
volume_sn_voxels_feature_38,1.025034,-0.1390482,-0.97191024,-1.001953,-0.33973864,-0.65504557,-1.2733821,-1.1182005,0.6272454,0.06694028,0.0784755,-0.0541539,0.063268125,-0.8450675,0.35392687,0.5046806,-0.51474917,1.1162484,-0.0671377,-0.0104060285
volume_sn_voxels_feature_39,1.3688874,-0.5552831,-0.03258341,-0.9904708,-0.32920346,-0.41063327,-1.5243067,-1.0770909,0.23060134,-0.07878345,-0.1705661,-0.29098138,0.042103775,-0.7698872,0.13054222,-0.14971668,-0.2690591,1.098115,0.36739072,-0.25642368
