Subject_ID,Factor_1,Factor_2
Subject_1,-0.57359827,-0.24338298
Subject_2,-0.71365595,0.18661357
Subject_3,0.57417357,-0.5471675
Subject_4,1.3032957,-0.29162848
Subject_5,-1.3637856,0.19799343
Subject_6,0.0059883134,-0.53008455
Subject_7,-0.8637927,1.8281083
Subject_8,0.26898098,0.9967382
Subject_9,0.4134432,0.7896332
Subject_10,-0.89031047,-1.5117823
Subject_11,-0.7408575,-0.65646565
Subject_12,0.16105835,-0.24925253
Subject_13,-0.9416197,-1.2696089
Subject_14,1.6475786,-0.12956823
Subject_15,-0.121511996,-1.2594976
Subject_16,-1.8401246,1.1879687
Subject_17,0.3807445,0.8826606
Subject_18,0.9924758,-0.9862303
Subject_19,-0.89483845,0.34658134
Subject_20,-1.8197058,-0.36414683
Subject_21,0.4481032,-0.3172548
Subject_22,0.46727803,-2.0820765
Subject_23,-1.7558118,-0.4258304
Subject_24,-1.5307527,0.5591719
Subject_25,1.2220583,-0.07429114
Subject_26,1.3362195,-0.64727813
Subject_27,-0.78161836,-0.32801113
Subject_28,0.5557333,-0.5943385
Subject_29,0.3282241,-0.24508162
Subject_30,-1.1020164,-0.44065776
Subject_31,1.7148039,0.86888367
Subject_32,-0.72795194,1.2970343
Subject_33,1.5294163,-1.8364378
Subject_34,1.8001705,-1.4458245
Subject_35,-1.1706444,0.9049751
Subject_36,-1.6321952,0.48248067
Subject_37,1.4338099,-0.5240319
Subject_38,-1.2153715,1.8617107
Subject_39,0.9534296,-1.5996448
Subject_40,0.03881153,-0.93343866
Subject_41,0.6036699,1.7926685
Subject_42,-0.71344006,0.33471116
Subject_43,-1.509395,-0.24850161
Subject_44,-0.05230911,0.43730602
Subject_45,-1.0895469,0.32584858
Subject_46,-1.6798732,-1.4713148
Subject_47,0.5676085,-0.66601485
Subject_48,-0.07366132,0.6643489
Subject_49,-0.16915458,0.27403966
Subject_50,-0.12489613,-0.57398593
Subject_51,0.022080258,0.2858496
Subject_52,0.5126882,-2.338461
Subject_53,1.5173905,2.4793286
Subject_54,0.4841794,0.0987795
Subject_55,-2.0736892,-1.8497872
Subject_56,-0.0007104405,-0.18963501
Subject_57,0.58068085,-0.48775777
Subject_58,-2.5481896,-0.062705435
Subject_59,0.09532282,-0.39007306
Subject_60,0.47271547,0.20503998
Subject_61,0.36845782,-0.80923283
Subject_62,1.5297159,-0.81462467
Subject_63,0.9956417,0.68127155
Subject_64,-3.3307288,-0.35117888
Subject_65,-0.8598294,1.1325663
Subject_66,-0.53494126,-0.468621
Subject_67,-1.18496,-0.5805424
Subject_68,2.7408826,0.52891845
Subject_69,1.5939435,-0.8398979
Subject_70,-0.8144326,1.771161
Subject_71,-0.11892398,1.1484216
Subject_72,-1.7532077,-2.9521885
Subject_73,0.98681724,1.021994
Subject_74,0.6340314,-0.17868479
Subject_75,-0.3341597,-1.4470958
Subject_76,-0.85284144,0.8323825
Subject_77,-1.5289341,0.16735421
Subject_78,0.48293,1.5561259
Subject_79,2.6428971,1.1328311
Subject_80,-2.7448285,1.2620265
Subject_81,-0.30456018,-0.041282617
Subject_82,1.235241,0.1703465
Subject_83,1.623267,-0.7256548
Subject_84,0.90516096,-1.3920023
Subject_85,-1.683437,-1.8988017
Subject_86,0.8282658,0.26394415
