Subject_ID,Factor_1,Factor_2
Subject_1,1.0100851,-0.6287168
Subject_2,-0.66585535,-0.22437368
Subject_3,0.80148965,-0.6647471
Subject_4,0.8124102,1.6908125
Subject_5,-0.94727224,0.45728955
Subject_6,-0.6792876,-0.6758414
Subject_7,0.73487216,-1.1414466
Subject_8,-0.8232457,-0.5953407
Subject_9,0.14764224,-0.43484315
Subject_10,-0.98682743,0.20206271
Subject_11,0.08446038,-0.8101848
Subject_12,-0.60750574,-0.7132929
Subject_13,-1.5011938,-0.26481912
Subject_14,0.8426912,-0.8135265
Subject_15,-0.3841164,-0.3968922
Subject_16,-0.85706466,0.79595065
Subject_17,-0.42295155,-0.7718612
Subject_18,-1.2134601,-0.03897945
Subject_19,-1.4482541,1.0998259
Subject_20,0.2031431,1.762522
Subject_21,-0.695757,1.0702125
Subject_22,-0.8164391,-0.4374648
Subject_23,-1.9646871,1.6278332
Subject_24,0.5919436,-0.67503595
Subject_25,1.1526903,-0.3887563
Subject_26,-0.42252895,-0.958467
Subject_27,0.93283653,0.6926459
Subject_28,0.8023835,-0.43865728
Subject_29,0.85150087,-0.7653888
Subject_30,0.89178663,1.1409417
Subject_31,0.67092127,-0.5787657
Subject_32,-0.9485239,0.7802361
Subject_33,0.8091211,-0.68271303
Subject_34,-0.87674505,1.2542096
Subject_35,0.65573525,1.6219776
Subject_36,-0.985899,1.354516
Subject_37,1.2526338,-0.46547252
Subject_38,-0.27250353,-1.1306629
Subject_39,-0.71909475,0.4564327
Subject_40,0.73116237,1.2225653
Subject_41,0.9561629,0.2770549
Subject_42,0.70834523,0.013495015
Subject_43,0.31072122,0.6351553
Subject_44,-0.70417887,1.0517408
Subject_45,0.21931082,-0.12403185
Subject_46,-1.0523816,0.50010604
Subject_47,-0.4233206,1.655765
Subject_48,-1.0019302,-0.8940491
Subject_49,-0.971388,2.7442043
Subject_50,-1.0171125,-0.54931146
Subject_51,0.7110666,1.1707839
Subject_52,-0.02361421,1.0346688
Subject_53,1.1432605,0.29236934
Subject_54,1.0105581,-0.46711645
Subject_55,-1.0925889,-0.056860875
Subject_56,-0.8235734,-0.5284118
Subject_57,0.865246,-0.59340537
Subject_58,0.53379714,0.914643
Subject_59,0.46609467,-0.6429046
Subject_60,-0.51911885,-0.48684704
Subject_61,-0.771774,1.176426
Subject_62,-0.9967861,0.028476035
Subject_63,0.88199973,0.4595483
Subject_64,0.64729345,0.2881289
Subject_65,-1.0957316,0.96588695
Subject_66,0.55635893,-1.0483681
Subject_67,-0.25699973,1.3162205
Subject_68,0.40251556,1.1293311
Subject_69,-1.5011312,-1.1137347
Subject_70,-0.2306937,-0.46868324
Subject_71,0.76590335,-0.49719295
Subject_72,0.40860718,0.30027232
Subject_73,0.74036145,-0.5099335
Subject_74,0.273214,0.42048925
Subject_75,-0.9423458,1.1349449
Subject_76,-0.28900787,0.67963195
Subject_77,-0.9685582,0.4391084
Subject_78,0.22750525,1.3385334
Subject_79,1.0301512,-0.737646
Subject_80,-0.72606283,0.57711387
Subject_81,0.77010614,-0.40982327
Subject_82,1.0115998,-0.6985617
Subject_83,1.1473366,2.1097314
Subject_84,-1.1357054,0.54630995
Subject_85,0.66950446,-0.93753076
Subject_86,-0.9741317,-0.62871575
