Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,-0.15105627,1.7608244,0.11679471,0.8694987
Subject_2,-0.10777853,0.20395595,1.1573812,0.01358456
Subject_3,-0.4045115,0.71427757,0.105384216,-1.8195211
Subject_4,0.76113236,-1.8452718,-0.47783408,0.12051636
Subject_5,-0.9804775,-0.12307084,1.1850344,0.84157306
Subject_6,0.24333313,-0.620197,-0.07689159,-0.32500982
Subject_7,1.3782973,0.67726576,-1.4876142,0.7589432
Subject_8,1.6766719,-0.6667913,-0.1662333,-1.4290503
Subject_9,0.27450475,0.03669953,0.52531284,-0.542056
Subject_10,-0.5100575,-0.042532533,-2.3537316,-0.33846286
Subject_11,0.61350566,-0.36526108,1.1948858,-0.2614045
Subject_12,1.4726797,0.031033002,-1.3156626,-0.3388825
Subject_13,0.090195805,1.706472,0.6694449,-1.4749712
Subject_14,1.1905085,0.004233235,-0.04508563,0.92694867
Subject_15,-1.8753647,-0.27091736,0.43240145,0.92094505
Subject_16,2.1960795,-0.24109294,0.74217993,0.90065205
Subject_17,0.074830994,0.4197046,-0.13046835,-1.2491114
Subject_18,0.2920774,-1.2575759,-0.7249581,0.9709017
Subject_19,-1.3289561,2.3668673,0.5789859,0.31557515
Subject_20,0.83055943,-3.6889336,-0.7482941,1.2634449
Subject_21,-0.71050745,-0.25434372,0.5508067,-0.008552853
Subject_22,-0.72567683,0.15520178,-1.178115,-0.42649424
Subject_23,1.7060415,-0.037476745,0.6807957,-0.38820907
Subject_24,-0.39458746,0.25419328,-0.75850874,1.7805048
Subject_25,1.111871,-0.36399797,-0.7178617,-1.2067542
Subject_26,-0.8696788,0.034755714,-0.09184985,0.07518272
Subject_27,-0.23866887,-0.91193974,0.90577006,0.026631406
Subject_28,1.2463042,0.45367208,-1.7956749,2.5202677
Subject_29,0.3047168,0.5007528,-0.8982819,-0.19429249
Subject_30,-0.19558708,-0.9512209,-0.88827497,0.92087346
Subject_31,-0.41410926,0.7907427,1.3958704,-0.46108195
Subject_32,0.16648288,-0.08313529,0.119157664,-1.8548238
Subject_33,-0.19132534,0.15585802,1.1296685,0.42094663
Subject_34,0.09723858,-0.705652,0.32745662,-2.149218
Subject_35,-0.17094256,-0.6864751,-1.2987596,-0.37941045
Subject_36,-0.38765523,-2.5938063,0.4515665,-1.3438548
Subject_37,1.2992389,-0.4008808,-1.1936783,-0.20386572
Subject_38,-1.1357576,0.8022649,-1.9957693,0.5999956
Subject_39,-1.7873403,-0.08365571,-1.3465209,1.5490118
Subject_40,1.0618821,1.2917196,-0.09334375,-0.9571089
Subject_41,2.1702864,-1.674809,-1.099698,-1.5116534
Subject_42,-0.04763682,-0.020916704,-0.8188022,0.71450454
Subject_43,0.109466076,-0.006192321,0.044835772,-2.0542877
Subject_44,1.3988229,-1.0696391,-0.035760973,-2.41761
Subject_45,-0.6679893,0.6638962,0.6242257,-1.0135877
Subject_46,-0.074826404,0.10952229,-0.043476515,1.6668167
Subject_47,0.15444659,-1.4443341,-0.52969617,1.8412265
Subject_48,0.95078796,0.30762738,0.74873364,-0.68492377
Subject_49,0.27960116,-6.083375,1.1448994,0.8864799
Subject_50,-0.61308384,-0.0024261998,0.30706707,-0.28729564
Subject_51,0.15699995,1.6679534,-1.8050517,-1.0380938
Subject_52,-0.95007163,-1.042268,1.1349852,-1.311133
Subject_53,0.05984047,-0.52892184,-0.062296476,0.5914989
Subject_54,0.11234695,0.17234385,-0.67191374,-1.1037195
Subject_55,0.689511,0.42671987,-0.95600426,2.6007776
Subject_56,-1.3317904,0.9106376,0.49335378,-0.6485211
Subject_57,1.6502955,-1.8417208,0.6663929,-1.2285722
Subject_58,-0.2662223,-0.39638826,-1.1365427,0.7494754
Subject_59,0.055134013,0.4445072,1.4245356,-1.072795
Subject_60,-0.73677856,-0.043557033,0.1566682,1.6308689
Subject_61,-0.22237483,-1.7481613,-1.125147,-0.13771158
Subject_62,0.17488055,-0.11210124,0.6224271,0.4365147
Subject_63,1.14213,-1.0418853,0.2572252,-2.606546
Subject_64,-0.41844234,0.03204469,-0.73342705,1.1712736
Subject_65,-0.07191926,-0.15462407,0.2968249,0.25262713
Subject_66,1.2951754,1.1338333,-0.39972174,-0.55001354
Subject_67,-0.5684219,-2.5345345,0.5807614,1.1363982
Subject_68,0.06348676,-0.41425976,0.13392746,1.3021884
Subject_69,-0.024266643,0.20430492,0.6718375,0.42414698
Subject_70,-1.042713,0.09770783,1.5181823,1.8106539
Subject_71,0.9615599,-1.971502,-0.9590546,-0.2723924
Subject_72,-2.1350436,-0.04010322,0.880417,1.1385074
Subject_73,0.2550106,0.4521683,0.75250316,-0.58940536
Subject_74,1.7999598,0.019791748,0.09961409,-0.19791228
Subject_75,-1.2236918,-1.0477351,2.4212172,1.4241428
Subject_76,-0.07038773,-1.5609251,-1.3998286,-0.2894176
Subject_77,-1.1109904,0.51803786,0.2536103,-0.406975
Subject_78,-1.6971934,-0.64674926,-1.3501624,1.1443919
Subject_79,-0.09608776,0.47233164,-0.4255033,-0.92886907
Subject_80,-1.1759874,-0.08363026,0.109574944,1.6662865
Subject_81,-0.12867475,-0.034606516,1.7000375,-0.8446979
Subject_82,-0.5544496,-0.9723094,1.1597563,-1.4144307
Subject_83,1.4854234,-6.4066024,1.998722,-0.088636
Subject_84,-1.332342,-0.22769399,1.1957072,1.0136108
Subject_85,0.72689813,0.5295276,0.15112582,0.63675064
Subject_86,-0.5956299,0.0383778,-0.04577543,0.6991165
