Subject_ID,Factor_1,Factor_2
Subject_1,-0.3882703,0.8540013
Subject_2,-1.6747583,2.3501623
Subject_3,0.027180536,-0.19041584
Subject_4,0.85226655,-0.45232794
Subject_5,-1.6691325,0.88953006
Subject_6,0.23214261,-0.083629444
Subject_7,-0.5222159,1.010133
Subject_8,-0.007389816,-0.24087611
Subject_9,-1.8145314,1.0120175
Subject_10,-2.4950266,-1.3947765
Subject_11,-0.11948137,0.716008
Subject_12,0.93315756,-0.5521276
Subject_13,-1.9280384,-1.7728858
Subject_14,0.96575785,-1.1207482
Subject_15,0.5640962,0.07784691
Subject_16,0.30222818,-0.14469352
Subject_17,-1.3614458,0.6191703
Subject_18,3.8024383,2.0863414
Subject_19,1.2444028,0.2629202
Subject_20,-0.8086542,-1.1193022
Subject_21,0.99505514,-0.078587405
Subject_22,-2.8061194,-0.29930216
Subject_23,1.2901174,-0.38639805
Subject_24,-0.29068702,0.42459017
Subject_25,-1.0425144,0.794674
Subject_26,1.5480603,-1.5944623
Subject_27,-0.84912395,0.48088446
Subject_28,-1.4209177,0.53038704
Subject_29,-0.19539882,0.93758947
Subject_30,-1.0521251,0.6918682
Subject_31,-2.6600437,-0.4444803
Subject_32,-0.30146486,1.4605247
Subject_33,1.4198599,-1.5853367
Subject_34,1.4788461,-1.370939
Subject_35,-0.46639583,0.54587406
Subject_36,1.3947864,0.5711425
Subject_37,-0.5180578,0.13322152
Subject_38,0.70757115,0.2475348
Subject_39,-0.5742418,1.0586762
Subject_40,-1.0453897,-0.50449085
Subject_41,0.99475324,0.5389041
Subject_42,-0.9024871,2.180193
Subject_43,-0.6609478,1.2168543
Subject_44,-0.07503821,0.06549733
Subject_45,-0.9420436,0.73293465
Subject_46,-1.2338111,0.80685323
Subject_47,0.22612196,-0.94421655
Subject_48,-0.81790835,-1.2636981
Subject_49,-0.52273315,0.37249643
Subject_50,1.4491118,1.4779061
Subject_51,1.246783,-1.5640827
Subject_52,-1.2811326,-0.26127967
Subject_53,2.1049268,-1.4152379
Subject_54,0.9515536,-1.3083075
Subject_55,-2.0090203,-1.3180279
Subject_56,0.5142479,-0.1116493
Subject_57,0.3965613,-1.5887282
Subject_58,-1.757295,1.1348358
Subject_59,-0.47736055,0.32490087
Subject_60,0.29081696,-2.4139764
Subject_61,-1.23065,-0.539765
Subject_62,1.3192872,-0.5106109
Subject_63,0.10436274,-0.048283096
Subject_64,-1.1069969,1.016017
Subject_65,0.8156692,0.8841001
Subject_66,0.2316137,0.5509953
Subject_67,-0.8139399,0.6057183
Subject_68,2.0799923,-0.68194133
Subject_69,2.2435758,0.36527237
Subject_70,-0.50112784,0.6963254
Subject_71,-0.020922458,-0.8375727
Subject_72,-0.7736803,1.6810267
Subject_73,0.76677084,-0.38181362
Subject_74,0.70893794,0.08386835
Subject_75,-0.09485235,0.3703055
Subject_76,-1.1038877,0.44393185
Subject_77,-1.4959301,0.9195699
Subject_78,0.44697893,-0.22893265
Subject_79,1.6463885,-1.3772371
Subject_80,-2.4559853,2.3624058
Subject_81,0.4947014,-0.08548103
Subject_82,0.41068515,-0.5173218
Subject_83,0.77164346,-0.66776687
Subject_84,0.13328706,-0.75894034
Subject_85,-1.7752959,2.1905499
Subject_86,0.45128664,-1.5714693
