Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,-0.19426031,0.09183543,1.224644,-0.046564635
Subject_2,0.21082062,-0.5178286,-0.57415146,-0.17541936
Subject_3,-0.9677442,0.6143691,-1.3832461,-0.38040644
Subject_4,0.883,1.5848131,-0.8421927,-2.5004277
Subject_5,0.88087046,-0.10625776,0.9762209,0.086200625
Subject_6,-0.08724424,0.07209976,1.175825,-0.0018465193
Subject_7,-0.98371464,-0.57156914,-1.2790992,0.16307046
Subject_8,-2.225903,-0.7455928,-0.22277904,-0.14562485
Subject_9,0.114278235,0.2704806,1.1481924,0.54287624
Subject_10,0.045837753,-0.7109382,0.47289225,-0.77787805
Subject_11,0.34103134,-1.4292321,2.099585,0.8661078
Subject_12,-0.18999876,-1.3634835,1.1728014,-0.14649534
Subject_13,1.005207,0.3082341,-0.86269563,-0.16457194
Subject_14,-0.2677345,-0.16070774,2.582826,-0.46635386
Subject_15,-0.9852333,0.1662096,-0.5636863,0.09983016
Subject_16,0.5646434,0.2741767,-1.0852487,1.7600963
Subject_17,0.63046366,0.47182623,0.4776354,0.13676831
Subject_18,-0.6047069,0.9157723,-0.86053246,-0.054830223
Subject_19,0.06792503,-0.54711103,-2.1075215,-0.2529978
Subject_20,2.4817462,2.351164,-1.3443168,-2.8939104
Subject_21,0.4122922,0.24643914,-0.022595154,-1.0828928
Subject_22,1.1468754,0.5118842,-0.975011,0.35325876
Subject_23,1.1748613,-0.5045545,-0.4952183,-0.74296564
Subject_24,-0.49516663,-0.18348175,0.12176855,0.07873469
Subject_25,2.492214,0.42354137,-1.9179126,0.14152041
Subject_26,0.40579796,-0.5303992,-0.61040485,-0.019316278
Subject_27,1.0372177,-0.36849645,-0.36549854,0.10589738
Subject_28,0.75343806,1.3330958,0.10890891,0.24740067
Subject_29,-0.51525074,0.5004045,-0.63614285,0.5024063
Subject_30,0.5558259,-1.9408348,0.06582456,-0.9533677
Subject_31,-0.90726197,-0.3874141,-0.4997224,-0.00021866009
Subject_32,1.9844624,0.9824394,-0.6772648,-0.009475294
Subject_33,1.3314555,-0.2314341,-0.067701556,-0.889296
Subject_34,-0.10353054,0.88317204,1.9791564,-0.28162974
Subject_35,-0.4699589,0.063035175,-2.0768776,1.451419
Subject_36,0.7723232,-1.5387311,-0.29677188,-1.7151685
Subject_37,-0.23140976,0.030596988,-0.4177567,0.07025575
Subject_38,0.7847155,-0.3587823,-0.39933255,0.06700098
Subject_39,-1.3422434,-1.7040597,-2.0853853,-0.6964315
Subject_40,0.031241043,-1.4407417,-0.0018149659,-0.37526822
Subject_41,0.30416754,-0.3371892,0.107049234,0.39323637
Subject_42,0.14999104,-1.1216804,1.0521152,0.030605689
Subject_43,0.76459545,-0.1503483,-0.8849581,0.20357753
Subject_44,2.177286,0.7250524,0.057797242,0.035791583
Subject_45,-0.001398795,-0.4120641,-0.07776129,-0.11894013
Subject_46,-0.32849783,1.0879312,0.7387077,0.20582604
Subject_47,0.12033445,-0.94995314,-0.70659685,-1.1437443
Subject_48,0.2638624,0.15470466,1.82368,0.31357554
Subject_49,4.476502,1.2202991,0.58462936,-5.5015726
Subject_50,0.61280394,-0.96796834,0.5792013,0.09765257
Subject_51,-0.09449568,0.33969057,2.1453207,-0.3000492
Subject_52,1.4151478,-0.9980666,-1.251756,-0.6546406
Subject_53,-0.41890284,-0.52597964,-0.91470194,0.72331107
Subject_54,-0.86406344,-0.8806538,1.179534,-0.07250278
Subject_55,-0.810054,0.66890806,1.4325835,0.10920446
Subject_56,1.2013992,0.98658663,-2.6077287,0.23221058
Subject_57,0.6233233,-1.5826399,-1.3303306,0.39831764
Subject_58,-0.15609801,1.1913795,-0.6421173,0.27509817
Subject_59,0.9879176,0.7236864,0.07315251,-1.1672319
Subject_60,-0.5550502,1.3945773,0.6014796,-0.6355377
Subject_61,-0.00942648,-0.37371773,-1.2130052,-0.39405784
Subject_62,-0.13796769,-1.3200139,-0.009433863,-1.5374609
Subject_63,0.46519104,-0.39808646,-1.0840036,0.31075963
Subject_64,-0.26636553,1.5588312,-1.8732939,0.7685259
Subject_65,0.10371654,-0.32295075,-0.18839768,-0.1413901
Subject_66,0.06805167,-0.48549512,-2.0669858,0.995357
Subject_67,-0.50485325,-0.5044623,1.2107598,-1.7351007
Subject_68,-0.2589012,-0.1547268,-0.17060907,0.934892
Subject_69,0.65731406,0.39602312,-0.18368225,0.10615892
Subject_70,0.032819927,-0.3729662,0.1958335,0.4325829
Subject_71,-0.39551666,-0.782401,-0.2011742,-1.337307
Subject_72,-0.15201534,-0.61967707,-0.6677842,-0.116936855
Subject_73,-0.32155338,-0.7376443,1.292425,2.8347218
Subject_74,-0.112689264,0.90495324,1.3367121,-1.9992896
Subject_75,0.51030815,-1.7068689,-1.5892991,-0.22545652
Subject_76,-0.3125778,0.9509676,-0.20917362,-0.3469069
Subject_77,0.4757724,-1.7502884,-0.53441286,0.14831285
Subject_78,0.16832694,1.0019794,-0.29668978,0.020449705
Subject_79,-0.3756708,-0.3078118,-0.6972574,-0.29709715
Subject_80,0.37575582,0.16958106,-1.6110117,-0.03274573
Subject_81,0.36866462,-0.16795115,-0.49714774,0.56555116
Subject_82,0.06729719,-0.47667706,-0.08839546,0.34416053
Subject_83,3.6409473,-0.33216307,1.7931901,-4.423764
Subject_84,-0.024696866,-1.0072534,0.91085005,-0.06914164
Subject_85,-0.18238147,1.4725133,1.2469155,-0.93495345
Subject_86,-0.20989671,0.12451401,1.5515571,0.38847688
