Feature,Factor_0,Factor_1
volume_sn_voxels::v0,32.883236,4.107698
volume_sn_voxels::v1,38.928226,5.196167
volume_sn_voxels::v2,32.238102,4.843046
volume_sn_voxels::v3,37.490936,5.741953
volume_sn_voxels::v4,41.4899,6.681424
volume_sn_voxels::v5,31.350481,5.599254
volume_sn_voxels::v6,36.131668,6.375221
volume_sn_voxels::v7,40.190655,7.2329617
volume_sn_voxels::v8,42.323433,7.8395443
volume_sn_voxels::v9,26.965197,6.7336287
volume_sn_voxels::v10,27.343466,6.1814623
volume_sn_voxels::v11,31.250557,6.51234
volume_sn_voxels::v12,36.55027,7.320047
volume_sn_voxels::v13,39.860424,7.8766775
volume_sn_voxels::v14,41.962162,8.3387165
volume_sn_voxels::v15,42.8216,8.733133
volume_sn_voxels::v16,28.897688,8.55325
volume_sn_voxels::v17,28.441877,8.254349
volume_sn_voxels::v18,28.12599,7.517371
volume_sn_voxels::v19,30.40125,7.326921
volume_sn_voxels::v20,35.75846,8.02471
volume_sn_voxels::v21,40.205086,8.643611
volume_sn_voxels::v22,42.2109,8.872375
volume_sn_voxels::v23,42.603645,8.925379
volume_sn_voxels::v24,43.027924,9.185127
volume_sn_voxels::v25,30.822378,8.759677
volume_sn_voxels::v26,30.80994,8.853093
volume_sn_voxels::v27,31.42015,8.491574
volume_sn_voxels::v28,35.024933,8.664085
volume_sn_voxels::v29,39.644764,9.199429
volume_sn_voxels::v30,41.59044,9.239903
volume_sn_voxels::v31,42.18416,9.122713
volume_sn_voxels::v32,42.63436,9.175029
volume_sn_voxels::v33,42.608353,9.340672
volume_sn_voxels::v34,34.61729,9.1751795
volume_sn_voxels::v35,35.98723,9.28625
volume_sn_voxels::v36,38.676376,9.538107
volume_sn_voxels::v37,40.888508,9.590572
volume_sn_voxels::v38,42.044655,9.530011
volume_sn_voxels::v39,42.16685,9.288703
volume_sn_voxels::v40,41.96907,9.132735
volume_sn_voxels::v41,38.898636,9.229996
volume_sn_voxels::v42,39.760532,9.515757
volume_sn_voxels::v43,40.93342,9.732648
volume_sn_voxels::v44,41.599873,9.763066
volume_sn_voxels::v45,41.805264,9.644107
volume_sn_voxels::v46,41.094193,9.329639
volume_sn_voxels::v47,39.9218,8.938805
volume_sn_voxels::v48,39.831093,8.447006
volume_sn_voxels::v49,41.505486,9.282987
volume_sn_voxels::v50,42.212456,9.70866
volume_sn_voxels::v51,41.829567,9.762661
volume_sn_voxels::v52,40.73336,9.559915
volume_sn_voxels::v53,38.24358,8.908045
volume_sn_voxels::v54,40.20979,8.414519
volume_sn_voxels::v55,41.62983,9.293845
volume_sn_voxels::v56,40.822716,9.474133
volume_sn_voxels::v57,38.161663,9.084597
volume_sn_voxels::v58,26.315546,5.6049867
volume_sn_voxels::v59,26.917463,3.0719895
volume_sn_voxels::v60,34.902126,4.1767516
volume_sn_voxels::v61,33.41494,4.2293506
volume_sn_voxels::v62,35.778717,5.076994
volume_sn_voxels::v63,40.114456,5.725391
volume_sn_voxels::v64,39.9275,5.8008795
volume_sn_voxels::v65,34.52684,6.1393747
volume_sn_voxels::v66,38.480568,6.7478595
volume_sn_voxels::v67,41.679756,7.311203
volume_sn_voxels::v68,42.224693,7.3731227
volume_sn_voxels::v69,35.15009,7.517484
volume_sn_voxels::v70,38.067757,7.8797226
volume_sn_voxels::v71,40.132355,8.198076
volume_sn_voxels::v72,42.22562,8.662376
volume_sn_voxels::v73,42.565166,8.623496
volume_sn_voxels::v74,33.336906,9.022944
volume_sn_voxels::v75,36.897472,9.105819
volume_sn_voxels::v76,39.512848,9.124492
volume_sn_voxels::v77,40.78363,9.013264
volume_sn_voxels::v78,41.073673,8.924311
volume_sn_voxels::v79,42.376675,9.247995
volume_sn_voxels::v80,32.290104,9.801294
volume_sn_voxels::v81,35.946617,9.839203
volume_sn_voxels::v82,39.421764,9.86266
volume_sn_voxels::v83,41.04562,9.61224
volume_sn_voxels::v84,41.293888,9.300678
volume_sn_voxels::v85,41.79695,9.336907
volume_sn_voxels::v86,42.387466,9.584959
volume_sn_voxels::v87,32.519432,9.984705
volume_sn_voxels::v88,34.34847,10.076272
volume_sn_voxels::v89,37.792004,10.081098
volume_sn_voxels::v90,40.435764,10.023892
volume_sn_voxels::v91,41.05003,9.761233
volume_sn_voxels::v92,41.210735,9.468692
volume_sn_voxels::v93,41.400627,9.449059
volume_sn_voxels::v94,41.7262,9.73665
volume_sn_voxels::v95,37.33116,9.5296
volume_sn_voxels::v96,37.77117,10.1106615
volume_sn_voxels::v97,38.584908,10.19155
volume_sn_voxels::v98,39.78739,10.166065
volume_sn_voxels::v99,40.790707,10.067675
volume_sn_voxels::v100,41.238255,9.92082
volume_sn_voxels::v101,41.040672,9.749997
volume_sn_voxels::v102,40.89621,9.749156
volume_sn_voxels::v103,40.550667,9.144707
volume_sn_voxels::v104,41.91685,9.968386
volume_sn_voxels::v105,41.99225,10.143037
volume_sn_voxels::v106,41.851482,10.168382
volume_sn_voxels::v107,41.497055,10.138584
volume_sn_voxels::v108,41.087597,10.084421
volume_sn_voxels::v109,40.241528,9.980587
volume_sn_voxels::v110,38.624485,9.807129
volume_sn_voxels::v111,40.448864,8.035994
volume_sn_voxels::v112,43.165836,9.363909
volume_sn_voxels::v113,43.59922,9.918283
volume_sn_voxels::v114,43.27222,10.119612
volume_sn_voxels::v115,42.34915,10.163119
volume_sn_voxels::v116,40.674862,10.13648
volume_sn_voxels::v117,37.61495,9.937792
volume_sn_voxels::v118,34.087166,9.585758
volume_sn_voxels::v119,37.811954,6.713725
volume_sn_voxels::v120,42.706684,8.309838
volume_sn_voxels::v121,43.878983,9.45949
volume_sn_voxels::v122,43.75465,9.989227
volume_sn_voxels::v123,42.579895,10.150571
volume_sn_voxels::v124,39.26902,10.046125
