Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21
rigidity_left,8.538337e-05,-0.00042689676,-0.0001869738,-0.00021916005,-0.0007926834,0.000466153,-0.00054196717,-0.0011737611,3.0619314e-05,4.3049135e-05,0.00017624773,-0.00016553023,-0.0018309418,0.0022326524,0.00084065297,-0.001970692,0.0009597141,-0.0020382009,-0.0024042574,0.00026701242,1.2917423e-05,0.0008931741
rigidity_right,-0.00010060226,0.0003362154,-0.00075403525,0.000389849,0.00053468876,-0.0009519146,0.00025010505,-0.00017927746,-0.0005878743,0.00014242018,-0.0011400795,-0.0011925277,7.151847e-05,-0.00064831745,0.00034815332,0.0029847883,0.00077348866,0.00043680152,0.0026915662,0.0003630882,-0.0010095953,-0.0007346036
tremor_rest_left,0.00014665732,-3.3483084e-05,8.446501e-05,-0.0007822897,0.00032496647,0.0014931934,-0.00080059597,-0.0008803425,0.0004978376,0.00024075882,-0.00045652894,-0.0005674359,-0.0014522191,0.0010243179,-0.00029399426,0.0005403846,0.001326004,-0.00040379495,0.00047875408,-0.0034306075,-0.0025432135,0.0027474794
tremor_rest_right,0.00016728339,1.2707189e-05,-0.00016328171,-0.00025837627,0.00062284747,0.00012289123,9.196906e-05,-0.00039653745,0.0007610824,0.00031157813,-0.00079269375,-0.0008330378,0.00028324794,0.00050569314,-0.00013612698,0.0019213591,0.00202031,0.00069965486,0.0024886387,-0.002151739,-0.0017296321,0.0010150569
tremor_postural_left,-0.00016269898,-0.00014768819,5.3101707e-05,-0.0012232205,-5.9969538e-05,0.0010178493,-0.0006092205,-0.0002306171,0.00014406558,-0.00031541966,0.00023271465,-7.954338e-05,-0.001243189,0.000563628,-0.00025147456,-0.00038538405,0.000106095205,-0.0015119434,-0.002303502,-0.0041105826,-0.0023129594,0.0033295352
tremor_postural_right,1.5458389e-05,0.000490079,-0.00011422775,9.3161085e-05,0.0010989485,-0.00081966905,0.00040631637,0.0007671399,0.00096884737,0.000408006,-3.0354548e-05,0.00043426952,0.00018654797,-0.0006945392,-0.0011586224,0.0023151736,0.0003980252,0.0031337084,0.0039528,-0.00015208863,-0.0001547341,-8.60898e-05
bradykinesia_speed_left,4.531184e-05,-0.000107063446,0.00017785179,0.0001915599,-0.0008829873,0.00054995634,-0.0005286676,-0.00086129457,-0.0003792126,-0.00028264674,0.0013041198,0.00070782163,-0.0008852576,0.0023879674,0.00059669843,-0.00089211285,0.0010201216,-0.00019604554,-0.002270196,-0.0010687073,-0.0008764025,0.0017913391
bradykinesia_speed_right,3.9262042e-05,3.6942896e-05,-0.0005188641,0.00054099155,0.0005162156,-0.0005967472,0.0007498229,0.0007730808,0.0002677803,-0.00017239427,-0.0008141279,-0.00039499754,0.0009061116,-0.0006131501,-0.0006303064,0.0010231895,-5.1836116e-05,-0.0007973303,0.002472525,-0.00025626284,-1.7393491e-05,-0.0008483124
bradykinesia_amplitude_left,0.0001949102,-0.00024411934,0.00032289993,-0.0002353843,-0.0011181927,0.00055079185,-0.0006186491,-0.0010578912,-6.231082e-05,-0.0006418501,0.0013472808,0.00020996146,-0.0013305764,0.0019883725,0.00032490003,-0.0007770219,0.00029119605,-0.00026349915,-0.0032770722,-0.00084173813,-0.0007373587,0.0025797135
bradykinesia_amplitude_right,-7.9097066e-05,0.00011281785,-0.0007039174,0.0007700202,0.00029180298,-0.00079560064,0.00061366166,0.0008987272,0.00020388012,-0.00046154045,-0.0011974783,-0.0006764154,0.0011255782,-0.0012423843,-0.00017037998,0.0008897608,-0.0005086075,-0.0012184925,0.0023507457,-0.0005492973,0.00019477657,0.0010489672
bradykinesia_rhythm_left,6.337882e-05,3.7800168e-05,0.00011258688,0.0001108487,-0.0008598261,-9.817148e-05,-0.00077910494,0.00029001795,-0.00081859634,-0.00041995264,0.0005765906,-4.601066e-06,-0.001079285,0.0014628806,0.0006110488,0.00041198617,-0.0007749885,-0.00038906067,-0.000680642,0.0009483256,7.3960477e-06,0.002060797
bradykinesia_rhythm_right,0.00016794128,0.0004332409,-0.00051802926,0.0010081481,-0.00021609482,-0.0020974579,3.690649e-05,0.000884508,-0.00030811186,-0.00043512054,-0.0015025374,0.0007955246,0.001684984,-0.00041188006,-0.0003639171,0.0015933147,-1.47843675e-05,-0.0027718188,0.0008766848,0.0022136671,0.00012012147,0.0015673346
mirrormovement_left,-0.00015958356,0.00087513396,-0.0018913826,0.0023464235,0.0011172727,0.0002974763,0.0006264268,0.0012601421,0.0012315145,0.0026860037,-0.001957807,-0.0030960871,0.0016287542,-0.0035749965,-0.0023436574,0.0045917095,0.00061943894,0.0012478998,0.007370523,-0.0072188247,0.007090732,0.0014919095
mirrormovement_right,0.00018480129,0.0001552297,0.0006639805,-8.881802e-05,-0.0025095914,0.0022741866,-0.0006303195,-0.0021185495,0.0011299433,-0.0009116598,0.002212203,0.0011757093,-0.0013386541,0.0016541168,0.00019604038,-0.0007814199,0.0016574648,0.0019972539,-0.0042148856,-0.0010105213,-0.0018266016,0.0032641469
