Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21
volume_sn_voxels::v0,0.00016994785,0.00058668177,-0.00011806978,9.526435e-05,-0.00052185956,0.001139714,-8.378469e-05,-0.0017821216,0.00039698192,0.0007813637,-0.0013471291,0.0010387006,0.0012533683,5.40074e-05,-0.0001987334,0.00087850256,-0.0011567791,-0.0003939127,-0.0015687665,-0.00069017266,0.0012450936,3.1095355e-05
volume_sn_voxels::v1,0.00024825332,0.0006576008,5.997327e-05,0.00024112615,-0.0007791618,0.0013377031,-4.6347475e-05,-0.0016843347,0.00041703624,0.0005337042,-0.00090813206,0.0005048934,0.0013167487,-0.00049840315,-0.00012138228,0.0015836053,-0.00078181084,-0.0012126119,-0.0021051727,-0.00085315964,0.0017223553,0.0018386492
volume_sn_voxels::v2,0.00024082718,0.00046455508,-0.0004851983,-0.00013759718,-0.0006286681,0.0010505843,7.821428e-05,-0.0017092404,0.0006037817,0.0005683703,-0.0016829807,0.0012361481,0.0017054003,0.00032979346,1.38345395e-05,0.00065934326,-0.001355091,0.00013196678,-0.0010491118,-0.0010991774,0.00079993793,-0.0007275166
volume_sn_voxels::v3,0.00032228656,0.0005329171,-0.00031818167,-5.299386e-05,-0.0006842749,0.0013382545,0.00012655783,-0.0016634649,0.0008823082,0.00030410683,-0.0013250546,0.0010882835,0.0016126612,-6.397874e-05,2.2729962e-05,0.0014587818,-0.0011197474,-0.00069579395,-0.0015704052,-0.0011137036,0.0010162438,-5.024876e-06
volume_sn_voxels::v4,0.00036574894,0.00081463746,-2.8940144e-06,7.980349e-05,-0.00087004004,0.0011163217,-6.6295675e-06,-0.0019502676,0.0010785296,0.00018544761,-0.00090426416,0.0005843585,0.0016414307,-0.00056214404,0.00020069373,0.0017590304,-0.00058330403,-0.0014016969,-0.0016388964,-0.00110154,0.0010791584,0.001565483
volume_sn_voxels::v5,0.00033505834,0.0003382463,-0.0005823359,-0.0002602321,-0.0006344775,0.00084298896,0.0002848134,-0.0017273128,0.0008566057,0.00017276786,-0.0017910281,0.0012093271,0.0012423934,0.00048145937,0.0002485173,0.00026244458,-0.0012498196,0.00031438746,-0.00018963116,-0.0015781604,0.00031936914,-0.001008443
volume_sn_voxels::v6,0.00033528986,0.00037234268,-0.00049001124,-0.00028568035,-0.00078771135,0.001024292,0.00037547914,-0.0014932749,0.00086298515,-1.6822176e-05,-0.0015720926,0.0014463026,0.0014450507,0.00032515105,0.00033407833,0.00064871623,-0.0011000509,-9.078286e-05,-0.00076839264,-0.001570321,0.0004100713,-0.0006893989
volume_sn_voxels::v8,0.0005072835,0.0006199869,-0.00015298468,-7.4989846e-05,-0.0011423575,0.00122472,0.00020490348,-0.001760838,0.0012756292,-0.00036081564,-0.00073635724,0.00081638177,0.002312099,-0.00046701988,0.00025316922,0.0012963176,-0.00018702596,-0.0020831162,-0.0013152859,-0.001147788,0.00084558537,0.0019038885
volume_sn_voxels::v11,0.00031786825,0.00015469131,-0.0006595719,-0.00034294478,-0.00089401845,0.0006551649,0.00053044455,-0.0017596412,0.00037072605,-3.0002793e-05,-0.0018750133,0.0011739085,0.0010221355,0.00045875617,0.00066602154,2.8555605e-05,-0.0010841296,0.00034530848,0.0008345013,-0.0012574982,-0.00021231615,-0.0010404384
volume_sn_voxels::v12,0.00042204876,0.0002441482,-0.0006995596,-0.00044715265,-0.0011809865,0.0008234253,0.0006566207,-0.001692022,0.00071429065,-0.00038461524,-0.0017141522,0.0014704578,0.0013046822,0.00030652634,0.0007023111,0.00027378593,-0.0008578859,5.4446304e-05,0.00026748545,-0.0016413366,-4.4747276e-06,-0.0007358105
