Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
rigidity_left,-0.023397218,-0.40725285,-0.07456374,0.19463602,0.037019152,-0.105734006,-0.0026595714,-0.23310289,-0.057782557,-0.046516,-0.16207632,0.12948972,-0.104747824,0.05815657,-0.10265943,-0.06477125,-0.004533373,0.36636007,0.05671458,-0.13258809,-0.0022891357,0.046364922,-0.07112768,-0.09324009,-0.038286537,-0.0574576,0.23975779,-0.040017378,0.13240261,0.034447704,-0.028997732,0.13372357,0.00442208,-0.16501597,-0.10766803,0.108381435,0.019411236,-0.057765346,-0.005749361,0.07508792,-0.035241768,-0.07260371,-0.0014116447,0.44408038,0.07372411,-0.15114008,-0.042946614,-0.042688377,-0.1547924,0.10781592
rigidity_right,0.12812424,0.12017696,-0.039613575,0.13293615,-0.17417845,-0.11602273,0.08100901,0.18384635,-0.14168513,0.00076112134,0.10604426,0.07854883,0.10181791,-0.011077994,-0.108946204,0.10228261,-0.05195503,-0.04736069,0.09444146,0.01996375,-0.050198417,0.1814279,-0.032697737,0.14500843,0.04376992,-0.1475913,-0.09404517,-0.09186102,-0.20944673,-0.079062924,-0.13971864,-0.15273105,0.026191266,-0.08569642,-0.008471702,-0.04857296,0.031100977,-0.020093061,-0.2722193,-0.05623099,-0.08660247,0.30052474,0.045452915,0.0948169,-0.05448982,0.044390447,0.15878202,0.05756907,0.034624282,-0.01414311
tremor_rest_left,0.08192776,-0.048289996,0.030751511,-0.17791371,-0.00601609,0.17288518,-0.119393356,0.36156648,-0.064302705,-0.071665116,0.054636095,0.07314985,-0.013677827,-0.07262032,0.071087636,-0.063908264,0.08344791,-0.14295295,-0.040210832,-0.025541363,0.08481981,0.03358074,-0.08315107,0.08886084,-0.16492057,-0.042727266,0.18812992,-0.087891996,0.017532874,-0.0118923,-0.18411471,-0.11491426,0.1087636,-0.16266428,-0.0019600797,-0.12877607,-0.19605207,0.025866434,0.052433405,-0.100639865,-0.14237462,-0.2706973,0.19004466,0.25424567,0.09485537,0.018950788,0.06825009,-0.14608234,0.14504817,0.09222518
tremor_rest_right,0.026156867,-0.12864625,-0.012144165,-0.109883316,0.0036385227,-0.1242467,-0.06423456,0.17502883,-0.31135556,-0.2896044,0.03134416,0.07088123,-0.10771724,-0.07807443,-0.03769414,0.0064239884,0.14148161,-0.05717603,0.06712695,-0.15182754,-0.11368264,-0.037874255,-0.24063523,0.012008429,0.09098521,0.07302743,-0.012884981,0.078055814,-0.093207024,-0.008442676,-0.11725001,-0.009239013,0.13828395,-0.00012330404,0.045211833,0.18967596,-0.005406883,0.038124133,-0.14558317,-0.10477274,-0.07965242,-0.2620291,-0.07395017,-0.011094095,0.23471586,0.19474486,0.14781453,0.10480853,-0.15909335,0.04243186
tremor_postural_left,0.043382946,0.07078476,-0.09557007,0.034171585,-0.05169431,0.0934407,-0.14538732,0.03650117,0.0013040235,0.035602257,-0.15648344,-0.12379658,-0.054605175,0.12625709,0.10954796,-0.08617247,-0.12414751,0.07537124,-0.20772439,0.025460603,0.005356205,-0.004661814,0.23406199,-0.2407767,-0.07048252,0.07576607,0.1300976,0.2568026,0.04696435,-0.048141457,0.07468801,0.07078914,0.07632705,0.039685916,0.09181714,-0.065731645,0.20959714,-0.010055926,0.26227757,-0.12832077,-0.10940682,0.053049263,-0.07319989,-0.020809397,-0.09711425,-0.12407925,0.15361798,-0.1975219,0.020221708,0.11429359
tremor_postural_right,-0.06521789,0.02211471,-0.07541708,-0.022649487,0.007647315,0.036805693,-0.12298953,-0.03659754,-0.06644309,0.24479385,0.6173576,0.03880024,0.009097587,-0.006914661,0.083277956,0.076707974,-0.06502859,-0.18725456,-0.19670248,-0.15944791,-0.15798427,-0.043660656,0.058290344,0.27699947,-0.032363735,-0.13922803,-0.04278562,-0.23833124,0.0762653,0.021014001,-0.013867146,-0.06779036,-0.054366235,0.15232308,-0.08413217,-0.022809938,0.42244145,-0.17101821,0.27102274,-0.051960893,-0.15179789,0.062205847,0.021534082,-0.19047597,0.12385702,0.24054268,-0.03549527,0.21884067,0.122941904,-0.11545045
bradykinesia_speed_left,0.059900306,-0.11795583,0.017635072,0.06203734,0.19199854,-0.01688458,-0.108032815,0.007267248,-0.08147682,-0.06867913,-0.15459909,0.29566124,0.09201842,-0.05150347,-0.032338414,-0.05840681,0.08270979,0.09388447,0.16685887,-0.13514537,0.1506398,-0.09701772,-0.045566346,-0.1318748,0.08206636,-0.035678316,0.21962391,0.081747055,0.18061765,-0.03043884,0.021532185,-0.10273462,0.09569791,0.00819612,0.020359809,0.06394344,0.017271573,-0.03793101,0.18340664,0.06221151,0.0002629817,-0.028569333,-0.042886388,0.107417405,0.011394568,-0.100586936,-0.1986831,-0.12427352,0.11476488,-0.10204747
bradykinesia_speed_right,-0.118639745,0.05335188,-0.06422144,-0.0541868,0.056134477,0.08637129,0.059720244,-0.044034798,-0.04400696,0.007327204,0.29423875,-0.13429388,0.022064349,0.12749715,-0.17986514,-0.03844442,0.1543828,0.09619922,0.07492784,0.031904075,0.08088586,0.043890335,0.11600024,0.10471332,-0.055375505,0.13210168,0.05642335,-0.04706981,-0.1385536,-0.079109415,-0.15415089,-0.002922166,0.18592878,0.37437665,0.1037927,-0.12320373,0.1259144,0.063237704,0.1304391,-0.19572519,-0.07697196,0.19746828,0.089347996,0.031193655,0.01333819,0.10084526,0.02302425,0.10813146,-0.03241613,-0.014257407
bradykinesia_amplitude_left,0.20492038,-0.09562221,-0.10236448,0.11638556,-0.09869644,0.12798975,0.14179699,-0.11753597,0.01227889,-0.10580393,-0.111232385,-0.004248365,0.068987794,-0.03109372,0.22741838,-0.26345256,-0.021372428,0.05647469,-0.1774611,0.045855347,0.12523167,-0.034223933,0.06246349,0.09964571,-0.0658008,-0.028180733,0.017879777,0.12667046,0.17929304,0.008010095,0.025300125,0.099710405,0.0682932,0.05449843,0.043212708,-0.042587787,-0.13269612,-0.2598277,0.021890644,0.16531509,0.06095116,-0.09639676,-0.16939798,0.049918596,0.17070861,0.10274821,0.057794146,-0.04669495,0.0017325218,-0.019042868
bradykinesia_amplitude_right,-0.018773956,0.14996983,0.013946435,-0.06848721,-0.03556727,0.03941098,0.046352025,0.051301256,0.09389781,0.0966609,0.2047011,-0.044130847,0.14171745,0.1111127,-0.12013633,0.0718166,0.2779932,0.061832037,0.20277667,0.07210418,-0.09896683,0.040439267,-0.019566327,0.019738173,0.14657603,-0.09532191,0.08397501,-0.09191545,0.09619402,0.052419294,-0.050642714,-0.04586898,-0.019451655,0.043999672,-0.13459349,-0.015242412,0.109851845,-0.02597161,0.044662096,-0.14074399,0.051485363,0.1169786,-0.05936576,0.0049217897,-0.014317895,0.13941936,0.08417063,0.025822937,-0.012229536,-0.28262675
