Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39,Factor_40,Factor_41,Factor_42,Factor_43,Factor_44,Factor_45,Factor_46,Factor_47,Factor_48,Factor_49
volume_sn_voxels_feature_0,1.3758467,-1.0141574,-0.65237176,0.48564273,0.21681038,-0.8750425,0.79793257,0.040824708,-0.013224322,0.06079616,0.3233492,-0.37228727,-0.79691535,-0.2842163,0.7581335,-1.3020438,-0.09374684,-0.4214039,-0.06856207,-0.76368535,0.42211518,-0.70996577,-0.62477803,1.4889581,1.120403,0.4173496,-0.2296499,-0.033336937,1.203792,-0.059835933,1.008915,-0.66156995,-0.3616984,0.45558232,-0.55291224,0.4235505,-1.5841484,-1.1135664,-0.1206651,1.0412794,0.5132414,-0.32320142,-0.061080806,-0.021716923,-0.23238562,-1.1248853,0.311113,-0.6858887,1.0625769,1.1607245
volume_sn_voxels_feature_1,1.5366306,-0.47686172,-0.15947409,0.53607327,-0.35608318,0.5908396,-0.9526505,-0.15880606,-0.3688648,-0.16845433,-0.054052465,0.19215767,0.30798197,-0.4649327,-0.076707676,-1.1280074,0.16358228,1.1641929,1.5482894,0.47343275,-0.18794794,-0.55534637,-0.51668775,-0.6644402,1.276125,-0.73524743,-0.7425407,-0.93437254,1.0091944,-0.5865127,0.59723103,-0.61869144,0.6409258,0.8291087,-0.9453298,0.5742882,-1.6788857,0.44040546,-0.23215164,1.2535065,-0.36952397,-0.8465454,0.883105,0.075406566,0.34628096,-0.102409996,0.1105413,-0.64970154,-0.30869776,1.1566105
volume_sn_voxels_feature_2,0.15708566,0.2386257,-0.5674361,0.06060078,0.35696623,-0.35471526,1.200187,-0.38739645,0.1627331,0.0626998,0.28742665,-0.2005415,-0.16107795,-0.5315861,0.74808806,-0.41876268,-1.1543485,-0.74917555,-0.7184185,-1.3261397,0.58846647,-0.172391,-0.24000163,1.248089,0.7604974,0.49127343,-0.3959374,1.4983635,0.18609345,0.06832631,0.69998443,-0.2454698,-0.19257902,0.6300788,-0.6259974,-0.15768449,-1.3872018,-1.0512062,-0.47927427,0.37304583,0.30494514,-0.369976,0.13421011,0.851823,0.032608647,-1.2538633,0.3295536,-0.22226399,0.60347444,0.40992573
volume_sn_voxels_feature_3,0.82694423,0.015483951,0.353817,-0.04351448,-0.38173696,0.9786062,-0.2094585,-0.27484125,1.0947269,-0.75565517,-0.0356089,0.2568043,0.23592097,-0.5284657,-0.28036708,-0.30219397,-0.35976192,0.79293513,0.21272317,-0.3815627,0.4676274,-0.11806121,0.13652647,-0.6681144,0.29371294,0.12554368,0.07379453,0.845639,0.9503974,-0.2773432,0.5187271,-0.30437908,0.7061977,0.7813058,-0.1727527,-0.11365958,-1.8584119,0.44299066,-0.32097778,-0.5550463,0.06634621,-0.3554749,0.51654446,0.08920969,-0.06534259,0.23674834,-0.4231943,-0.29239926,0.04827087,-0.03351167
volume_sn_voxels_feature_4,-1.3012984,0.14853138,0.22522914,-0.08804124,0.45536095,0.6317556,-0.90241766,-1.0443752,0.09251574,-0.6073793,0.7432273,0.7517533,-0.037920073,-0.108777896,-0.1956821,0.6326562,-0.7849125,0.74069154,0.10611618,-0.26375175,0.2197957,0.3451759,0.0064478805,-0.63364244,0.15508705,0.45689213,-0.05301134,1.5528551,0.01767504,-0.25659248,0.35456112,-0.26210544,0.55465055,0.34489578,-1.1733949,-1.0782374,-1.3309385,0.3778097,-0.2403548,-1.0492227,-0.11547018,-0.47474307,0.853979,0.75012314,0.668936,-0.14638698,0.72010154,0.09063768,-0.60352737,-1.0007163
volume_sn_voxels_feature_5,0.6348982,1.5530152,0.324766,1.1871549,-0.77261776,-0.0073838425,0.47408873,-0.028573913,0.079446785,-1.6266651,0.43289635,0.49288628,0.29101557,0.06754276,1.239875,0.79136497,0.44526806,-0.26381546,0.5861617,-1.3272964,0.53528106,-0.17543629,-1.4534845,0.94818574,0.55801904,1.1559845,-0.08723857,1.0879415,0.41379756,1.2140597,-0.73889285,-0.22872569,-0.933533,0.0053074667,-0.5148679,-0.20381407,-1.3160892,0.7596471,0.27366516,1.1234109,-0.094046794,-0.18404321,0.86703503,-1.2415336,0.8115696,-0.021324936,-0.99843645,-0.659773,-0.56904477,-0.09192562
volume_sn_voxels_feature_6,0.8542207,0.81202054,-0.11466808,1.229374,-1.2483102,0.003730962,0.52029157,0.29873013,-1.0213674,-1.299718,0.62777805,0.009231656,-0.28822723,0.2783409,1.1284152,-0.74783987,-0.68017834,-0.18308082,0.17738588,-0.919371,0.9979514,-0.69029313,-0.21960169,0.7939574,0.018854115,0.60421616,-0.50442886,1.8620596,-0.35814634,0.6963894,-0.35494313,-0.66795963,-0.25599414,0.7897301,-0.65087104,-0.5640773,-1.2256775,-0.6064492,0.1564844,1.564698,0.4140193,0.7935694,0.94748235,0.41713628,0.14869578,-0.5557749,-0.0998553,-0.4762773,-0.060382966,0.30237114
volume_sn_voxels_feature_7,0.04924254,1.9440818,0.8805914,0.4700406,-0.044811714,0.19318224,-0.06135078,-0.683666,0.09638297,-2.111694,0.081104115,0.5154796,-0.82187843,-0.32974815,1.3965185,-0.50562584,-0.19752885,1.2922814,0.4678058,-0.5878915,0.34467646,-0.5095564,-1.3112556,-0.12610576,0.3656295,0.94766027,0.8057695,1.7617916,0.9195515,0.03508567,0.4284063,0.20214853,-0.6264398,-0.024973268,-1.0037488,0.58581257,-0.30358416,1.1542739,-0.79593486,0.1568018,0.4326286,-0.40205485,-0.36977887,-0.60081553,0.5845291,0.4151727,-0.36476782,-0.42820737,0.7564039,0.71924555
volume_sn_voxels_feature_8,-0.056480065,-0.7167946,0.083749466,0.07062644,0.46308458,0.50895673,-0.46993864,-0.44522074,-0.051196977,-1.5875846,-0.4961377,-0.01816346,-0.86292833,-0.5628667,0.47175723,-1.3282105,-0.68855953,1.2334927,-0.45508295,1.0798504,-0.35508066,-0.32485262,-0.034378435,-0.68796915,0.17996004,0.16457269,0.6619461,1.8972986,0.13522832,-0.80138576,0.27757502,0.27190205,0.45848632,0.68700874,-1.1337844,-0.12087206,-0.0036256392,0.4639856,-0.5220568,0.30766714,-0.30920205,-0.21571928,-0.19469596,-0.5995232,-0.59598607,0.110479005,1.413456,-0.67017126,0.063802324,0.64517605
volume_sn_voxels_feature_9,0.019720688,-1.5114198,-0.10943313,-0.35248756,0.055372164,0.29063246,-0.100567386,-0.34782422,0.40859768,-2.1720502,-0.27498117,0.09279511,-0.07701673,0.030460687,-0.2790172,-1.0987139,-0.37824237,0.6114209,-0.41018534,0.75521106,-0.71384215,0.41052535,-0.37885755,-0.016700676,-0.7141623,-0.56729203,1.0373913,1.5514984,0.35904437,0.040847935,-0.37287533,0.89972275,-0.11602171,0.85434777,-1.413966,-0.2396207,-0.033545528,0.48553583,-0.29618874,-0.19824906,-1.1622736,-0.0021557729,-0.24587615,-0.8238189,-0.45223808,0.38510957,1.6236925,0.42592824,-0.096335806,0.22283722
