Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
Feature_0,-0.5591954,0.09000907,-0.21645492,0.686396,0.5753584,0.78003186,0.09523375,-0.44453406,0.00054568786,0.3892459,-1.0231203,0.9586988,-0.6246499,0.7173119,-0.35506308,0.5557498,-0.69820577,0.57545143,0.39508584,0.6583744
Feature_1,0.31595737,0.14429651,0.5075106,-0.39649487,-0.47691345,-0.6639069,-0.23944108,-0.7506431,0.2316661,-0.65854627,0.40352997,0.79742247,0.25859922,0.22727749,-0.91137916,-0.61680406,0.24189556,0.8855137,0.17612977,0.18196306
Feature_2,0.41835985,0.19527805,-0.17608467,-0.35382578,-0.36360887,0.3939133,-0.11237783,-0.035226,0.3135268,-0.007387532,-0.54821634,-0.43667996,0.098262265,-0.3262781,-0.27741736,0.09574576,0.6970838,-0.78618366,0.6436674,0.389545
Feature_3,0.35143554,0.22279453,-0.68350655,-0.09543414,0.52235514,-0.36293575,-0.9391289,-0.04360861,0.27090874,-0.14579648,-0.064116836,-0.7700015,0.3045458,-0.16883291,0.20876284,0.6001803,0.94511646,-0.23098667,0.042788975,0.5291345
Feature_4,-0.32307076,0.684523,-0.02509645,0.023384657,0.1861876,0.30521294,-0.31104258,-0.099723995,-0.5854787,-0.06450713,-0.05597999,0.6606819,0.24216911,0.58178467,-0.4892365,0.56870216,-0.45789912,-0.14446877,0.53113514,0.60891795
Feature_5,0.40361965,-0.17330165,0.080017194,-0.4738948,-1.1779261,-0.49635643,-0.0048567634,-0.28509715,-0.57462215,-0.22155775,-0.09766811,-1.7579209,-0.03835625,-0.57906765,-0.28164324,0.49266034,1.2429646,-0.68343776,0.05386505,0.6531212
Feature_6,-0.11674458,0.14130487,0.49345613,0.2142749,0.89600194,0.5296048,0.304166,-0.24331693,0.6741081,-0.37319663,0.03863848,-0.59335285,0.13126303,-1.0816814,0.41404286,0.71745926,0.5305654,0.15563405,0.18466607,0.6252409
Feature_7,-0.23186824,0.7527701,0.12282054,-0.21317197,0.5863472,-0.72937846,-0.24117336,-0.41812134,0.43150648,-0.08825552,0.44906747,-0.7653434,0.4006617,0.32222426,-0.35202825,-0.633514,0.64109665,-0.042122252,-0.46812898,0.03468502
Feature_8,0.11447463,-0.016831478,-0.12117314,0.48116425,0.80855227,0.17257476,-0.53328145,0.46985042,0.32974473,1.3269441,0.010192898,-0.7778036,-0.46703398,-0.8501916,-0.42045668,0.5603762,0.2609071,0.051623393,0.6913765,0.4503168
Feature_9,0.21321343,0.40132034,-0.50622773,0.22473076,-1.0215635,0.10326616,0.052002206,0.31834456,0.16393386,-0.46028748,0.37562186,-0.23667543,0.5319424,-0.11368037,0.52312887,-0.28581724,0.554107,-0.22629006,0.53668785,0.4509912
Feature_10,0.2628729,-0.32238042,0.085060224,0.26547948,0.48758718,-0.058956467,0.078701444,0.5606856,0.094825655,0.7418617,0.12016915,0.02472616,-0.30540702,-0.4037029,-1.7094464,0.08319281,-0.34057012,-0.45383677,0.5514229,-0.69322604
Feature_11,-0.17768659,-0.6782262,-0.22452943,-0.5798277,0.5610698,-1.1318966,0.26434734,0.14781223,0.62603784,0.37504217,0.7191152,-0.57265204,0.41382352,-0.8005516,-0.52393436,-0.19593227,-0.1400487,0.04471679,-0.25931638,0.517279
Feature_12,0.635529,0.47342733,-1.2503551,-0.08314303,0.49430272,0.40918583,0.13558447,0.46531966,-0.27135977,-0.013435568,0.67368853,-1.3353612,-1.36124,0.40842655,0.43564034,-1.1799654,-0.19895555,-1.5923831,0.6708299,0.1890289
Feature_13,0.17486359,0.1729866,-0.81759536,1.2792786,-0.08328351,1.9280266,-1.3308377,-0.08093516,-0.39940047,0.99091774,-0.22489268,0.044314817,0.07655435,-0.42786527,-0.14164695,2.3106952,-0.58413845,0.010009842,0.6213923,0.29529253
