Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
rigidity_left,3.091603866778314e-05,-0.00012986990623176098,-0.00028538197511807084,-1.8295628251507878e-05,0.0003895849222317338,-0.0004453216097317636,0.0006749965250492096,-0.00023488426813855767,0.00025286286836490035,-3.682225360535085e-05,-0.0005193111719563603,0.000579186191316694,-4.558678119792603e-05,0.0003463504835963249,0.0007115507614798844,-4.817385706701316e-05,-0.0008437581127509475,0.0008751270943321288,0.0024172866251319647,-0.0003274134360253811
rigidity_right,-6.0503829445224255e-05,-8.489431638736278e-05,-0.0001400114269927144,0.00020587914332281798,-0.0005388770368881524,-0.00038132339250296354,-3.146877497783862e-05,-0.0003653934982139617,-0.0003565236693248153,0.00018139350868295878,0.00013699577539227903,0.00019744064775295556,0.0008899212116375566,0.0009987188968807459,0.000321512168738991,-0.0001638762914808467,-0.000973840884398669,-0.0004763871256727725,-0.0014936226652935147,0.00040423584869131446
tremor_rest_left,0.00011478886881377548,-0.00023708719527348876,-1.4920706234988756e-05,-0.00023572705686092377,0.00015648359840270132,0.00045959788258187473,0.0007103100651875138,0.0004231284838169813,0.00043145936797372997,-0.0004312719393055886,-0.0007226781453937292,0.000367715023458004,-0.00024826862500049174,0.0004235860251355916,0.0007556221098639071,0.00029555370565503836,-0.0007338814320974052,-0.00018347997684031725,0.0005439338856376708,-0.0016024624928832054
tremor_rest_right,0.00011986812751274556,-0.00016694271471351385,4.5299719204194844e-05,-9.964201308321208e-05,-0.0003262221289332956,0.00023711180256213993,0.0001456947939004749,0.000313584110699594,-0.0004304892208892852,-0.0005807688576169312,-2.1116789866937324e-05,9.763109846971929e-05,0.00037270080065354705,0.0005222682957537472,0.0006774639477953315,0.00034386556944809854,-0.000707911211065948,6.089256203267723e-05,-0.001117761479690671,-0.0007555868360213935
tremor_postural_left,-0.00010612941696308553,-0.0003012903034687042,-0.00011183366586919874,-0.0002765520475804806,0.00039790384471416473,0.00034235004568472505,0.0002112304646288976,0.0001460812200093642,0.0004483318771235645,9.066217171493918e-05,-0.0006253438768908381,0.0005442386027425528,-0.0005583109450526536,0.00012936153507325798,0.00022426433861255646,-0.00024083377502392977,-8.695594442542642e-05,-0.0007723368471488357,0.0015309433219954371,-0.0012570008402690291
tremor_postural_right,2.8005933927488513e-05,-2.473278800607659e-05,0.0003497178549878299,6.971779839659575e-06,-0.0006980328471399844,0.00019146219710819423,-0.0005631198291666806,0.0003170832642354071,-0.00044820085167884827,-0.00028046168154105544,0.00021805950382258743,-1.8569542589830235e-05,-0.0005382318049669266,3.865727558149956e-05,0.00044672933290712535,0.0005901162512600422,0.00040280859684571624,-0.00019789247016888112,-0.0021681380458176136,0.0010101806838065386
bradykinesia_speed_left,0.00010647430462995544,4.816725413547829e-05,3.3637843444012105e-07,0.00013192472397349775,0.0004937360645271838,-0.00028093563742004335,0.0005926221492700279,-0.00010111293522641063,0.0003941690665669739,0.00026885553961619735,-1.6777637938503176e-05,0.0004213234060443938,-0.0005781626095995307,4.623055428965017e-05,0.0007474033045582473,0.0003284347476437688,-0.0003206274122931063,0.000198071138584055,0.0015965893398970366,-0.0007307838532142341
bradykinesia_speed_right,-1.2748339941026643e-05,5.117374530527741e-05,-0.00010780700540635735,0.0003457269922364503,-0.00046086416114121675,-5.9953294112347066e-05,-0.0004897816106677055,0.00035599333932623267,-0.0005506161251105368,-0.00025536399334669113,0.00021288133575581014,1.2240294381626882e-05,0.0008453940972685814,0.0006544861244037747,-0.0007555156480520964,-0.00016953781596384943,-0.0005650130333378911,0.0005953019135631621,-0.0010003165807574987,8.404531399719417e-05
bradykinesia_amplitude_left,7.701889262534678e-05,1.5397818060591817e-05,-1.3232476703706197e-05,-1.3102009688736871e-05,0.0005510143237188458,-0.00035018735798075795,0.0004651763883884996,-0.00032366911182180047,0.00036679726326838136,0.00034910300746560097,-0.00012052220699843019,0.0006342522101476789,-0.00044309787335805595,-0.00012022166629321873,0.0006626825779676437,0.0002463781274855137,0.00027751372545026243,4.414825525600463e-05,0.001629529637284577,-0.0007384851342067122
bradykinesia_amplitude_right,-3.8520374801009893e-05,2.4387603843933903e-05,-9.830745693761855e-05,0.00027856012457050383,-0.00037896481808274984,-0.00014758422912564129,-0.0005129801575094461,0.0002413129259366542,-0.0005956855602562428,-0.00016621606482658535,0.0001438393082935363,-0.00010860833572223783,0.0010476704919710755,0.0006034056423231959,-0.0009440193534828722,-0.00038074556505307555,-0.0001397793530486524,0.0003728980082087219,-0.0007427357486449182,0.0001622657582629472
bradykinesia_rhythm_left,7.367016223724931e-05,5.6129716540453956e-05,-1.819934004743118e-05,9.377097012475133e-05,0.00020616865367628634,-0.0003653101739473641,-7.946063851704821e-05,-0.000497225730214268,0.0006934756529517472,2.7402069463278167e-05,-9.504567424301058e-05,0.0004538499633781612,7.283683225978166e-05,0.00028807937633246183,0.00011858620564453304,-0.0002575231483206153,0.0004148714360781014,0.0004972752067260444,0.0009820573031902313,0.00024824903812259436
bradykinesia_rhythm_right,7.662732969038188e-05,4.4913002057000995e-05,7.626817387063056e-05,0.0002182860189350322,-0.0003919669543392956,-0.0008068446768447757,-0.0009560786420479417,-0.00018993057892657816,-0.0006035334663465619,0.00037379388231784105,0.0005051578627899289,-0.00010732639930211008,0.0008521690033376217,0.0011666265781968832,-0.0014981073327362537,0.0003502070903778076,-0.0007119117071852088,-0.0002674570423550904,-0.0005543010774999857,0.0006141186458989978
