Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
volume_sn_voxels_feature_10,0.7473103,0.29677463,1.3307397,-1.1813196,1.1759721,0.3214139,0.29563934,1.0307378,0.09105982,-0.7203458,-1.3035394,-0.34403634,-0.31835917,1.2949573,-1.1812477,0.22815102,-1.2993555,0.6332221,-1.4476198,0.34516433,0.031103833,-1.3747956,0.49052286,1.3955157,-0.8986122,0.6360853,-0.7850794,-0.65383476,-0.024139324,-0.25751776
volume_sn_voxels_feature_11,0.31312647,-0.110999525,1.1930952,0.7533524,-0.23340711,0.8328216,0.44894493,0.53236157,1.1097516,0.5161996,-0.9768473,-0.20634216,-1.3603677,0.14834261,0.62103033,0.026378574,-0.08029379,-1.2556452,-1.0503693,-0.10756341,-0.098017775,-0.8058527,-0.4792587,0.87910926,0.12624599,1.213153,1.346458,-0.01541167,0.36369923,-0.21256174
volume_sn_voxels_feature_12,0.12572218,0.51323247,-0.15724634,0.17802879,-0.37867376,-0.034246337,0.54209995,0.11344884,0.43718764,0.07280716,-0.29732203,0.273328,-1.5683308,0.45184052,-0.8570372,0.4882971,-0.07253842,-1.2173622,0.032896083,0.08482377,0.0026797971,-0.32328027,0.08059663,0.5072299,0.31545463,0.6283725,0.6784322,0.07451317,0.55509114,-0.57423145
volume_sn_voxels_feature_13,-0.29801637,0.62632066,-0.5682748,-0.11576807,-0.52836734,-0.38781616,0.12674707,0.13560015,0.15898663,-0.34669518,0.3394028,-0.13250448,-1.2686446,0.09570028,-1.4216682,0.35882595,-0.10173714,0.20558164,1.2140566,-0.09437227,0.41190678,0.10419443,-0.15212125,-0.16429648,0.06410772,-0.40212706,-0.47497728,0.051788073,-0.38456815,-0.35509703
volume_sn_voxels_feature_14,0.26619515,0.012630228,-0.80628246,0.3988987,0.5067591,-0.6208616,0.81072366,0.34594,-0.37995166,-0.5456369,1.3424532,0.5496201,-1.0744365,0.07805669,-1.6006941,0.9273085,-0.03723616,-0.061931267,0.84647334,0.112751625,-0.03656675,-0.46833974,-0.23756452,0.21356514,-0.04532142,-0.9380103,-0.2214315,-0.1899795,-0.54070824,0.17917873
volume_sn_voxels_feature_15,-0.70646596,0.51544064,0.47317696,0.18999673,-0.96611935,-0.051158965,-0.49969414,0.31808776,0.24880457,0.016029911,-0.70107836,-1.1530252,-1.5328182,-0.043137733,-1.6059036,-0.10543799,0.039633747,0.33286825,1.2159046,-0.07199389,0.25614533,0.24559315,-0.5765968,-0.47112763,-0.05976018,0.050444804,-0.7376313,0.49116346,-0.5058508,-0.760394
volume_sn_voxels_feature_16,-0.47820595,0.3013839,0.09260156,0.17441219,-0.12182862,-0.060687065,-0.71812147,0.19781187,-0.7151599,-0.8522918,0.46968785,-0.3497993,-1.4089085,-0.12122347,-1.6036707,0.302126,-0.0665034,1.2268214,1.2060914,0.04803506,0.1318604,-0.03212925,-0.61166024,-0.24113242,-0.33581847,-0.6711714,-0.26837307,-0.57195354,-0.94169307,0.5574191
volume_sn_voxels_feature_17,-0.014291663,0.5108356,0.3853035,0.087731965,-0.07060513,-0.16565366,-0.2194595,-0.24526997,0.28687003,0.15379357,-0.40002006,-0.94283396,-0.98513484,-0.2356895,-1.3510793,-0.20688352,0.13638364,-0.3953124,0.50546473,0.119193286,-0.08664881,-0.37233117,-0.5791406,-0.1929692,-0.32558694,0.083807334,-0.06557105,0.5378914,-0.09942462,-0.6948724
volume_sn_voxels_feature_18,-0.72208583,-0.08154274,0.23130774,0.5620215,0.52010536,-0.31713942,-0.9621371,0.13160956,-0.35458583,-0.40951952,-0.1164106,-0.7140715,-1.1989937,-0.31882164,-1.2272818,-0.048284084,0.039398383,0.72121006,0.8016344,0.31010783,0.34194088,-0.9009014,-0.91250527,0.09710175,-0.45824248,-0.7206028,0.2497168,-0.61739695,-0.8450114,0.613897
volume_sn_voxels_feature_19,0.6385198,0.2507683,-0.32515866,0.11507687,1.0218716,-0.10208262,0.34868243,-0.70986086,0.6020667,0.6368849,0.24971165,-0.12808385,-0.2272198,0.08543228,-1.3017306,-0.21403171,0.12150748,-1.1478347,-0.81689614,0.07039641,0.11044948,-0.8667488,-0.64383256,-0.10817021,0.049363423,-0.022577904,0.71821135,0.40192264,-0.12769713,-0.56694716
volume_sn_voxels_feature_20,-0.6256065,-0.014911295,0.26510423,0.022194326,1.0668619,-0.08339381,-0.5977457,-0.34668258,0.4865901,-0.19485745,0.091002926,-0.7620389,-1.3068798,0.0033473447,-1.264584,0.13100661,-0.3023328,0.079528235,-0.3294326,0.24298674,0.05546593,-1.4402509,-0.7693124,0.52183586,-0.34729794,-0.52974075,0.7416611,-0.5067167,-0.79593194,0.4831364
volume_sn_voxels_feature_21,0.6992478,-0.2605928,-0.29616752,0.31889376,1.4778059,0.17732434,0.6880314,-0.7408303,0.27232707,0.6638962,0.66754544,0.633352,1.1145838,1.2822652,-1.6155415,0.5791554,0.41763017,-0.83131874,-1.3109667,-0.0444808,0.30239752,-0.55176985,0.27032182,-0.41648814,0.39602154,-0.37461895,0.95761436,-0.33545348,0.11693527,-0.2105275
volume_sn_voxels_feature_22,-0.8504019,-0.35633075,0.3254168,-0.1432646,1.1634406,0.17728603,0.07175397,0.03750881,0.14097153,0.16514543,0.08962687,0.2678683,0.5007189,1.342828,-1.4522438,0.079966664,-0.0043702256,-0.0051604277,-1.3276148,0.39524904,0.12580848,-0.3540131,0.03062963,-0.050886158,0.13021402,-0.24707352,0.25488424,-0.9159896,0.13061813,0.0007933833
volume_sn_voxels_feature_23,-0.84062266,-0.019086372,1.0580187,-0.014990256,1.2448376,-0.06571659,-0.09347002,0.6480427,-0.1556217,0.20227365,-0.9057804,-0.04641837,0.21113212,1.2901124,-1.2048419,0.055193115,-0.4554614,0.59002864,-1.2972642,0.3486817,-0.07951424,-0.2171334,-0.39524633,0.79440486,-0.5138796,0.15200113,-0.70711124,-0.59717983,-0.1302776,-0.16440065
volume_sn_voxels_feature_24,0.02107794,0.17806496,0.7051479,-0.7080923,1.2114673,0.41782504,0.31211394,0.08276359,-0.421714,-0.48576403,-1.1615582,-0.23586999,-0.15699492,0.8389467,-1.3275673,-0.19030133,-0.7970817,0.6990852,-1.2214707,0.12346901,0.018274533,-1.223292,-1.2373018,1.251322,-0.8938372,0.28114963,-1.0376238,-0.9857081,-0.27642137,-0.15690574
volume_sn_voxels_feature_25,-0.3436669,-0.42777973,0.41672975,1.0468742,-0.11204835,0.16291495,1.2146025,1.0834148,1.2213415,-0.20702994,-0.26529932,-0.60027,-1.3291322,1.1432694,0.10803751,1.1202536,-0.8809547,-1.1915653,-0.8884672,0.27387863,-0.34526718,-1.0188868,-1.1959772,0.6959262,-0.21682964,0.5856325,0.76428735,-0.0069484003,-0.28746697,-0.89105344
volume_sn_voxels_feature_26,-0.1821643,0.2983712,0.37191543,0.8179659,-0.8891429,-0.9922001,0.13272831,-0.124487914,0.21321014,0.12555166,0.59036773,-0.6456621,-1.2482235,0.3358009,-1.3523625,0.57013273,0.15955772,-0.28924286,1.0315243,0.45049015,0.7625436,-1.0178252,-1.2757878,-0.13750613,-0.8640412,0.51281536,0.92724514,0.94177353,-1.022815,-1.182368
volume_sn_voxels_feature_27,0.9790505,-0.39253038,-0.32596967,0.9347413,1.4201322,-0.12306012,-0.6926207,-0.33025157,-0.42458618,-0.3612867,0.8182513,1.2608476,0.65610164,1.3578382,-1.302135,-0.10493536,1.3688908,-0.25130323,-1.460237,-0.092751354,-0.18555501,1.2329396,-0.40859982,-1.1916358,0.7829532,-0.6965381,0.89133054,1.1441284,0.19648905,-0.64520735
volume_sn_voxels_feature_28,0.052860163,-0.33373362,-0.07841716,0.092478365,1.4837813,-0.13001156,0.08423217,-0.58104914,0.26027232,-0.022715366,0.37982136,0.67040414,0.7189133,1.22806,-1.1757693,0.27152115,0.17601275,-0.3147381,-1.4511964,-0.0078958515,0.11967811,0.20913948,-1.1672817,-0.5352577,0.59806776,-0.47379464,1.2312797,-0.3138047,-0.15958428,0.23756921
volume_sn_voxels_feature_29,-0.9315302,-0.010636547,0.16666374,0.7078896,1.3033943,-0.41395465,-1.1749834,0.7218949,-0.06757599,-0.45804003,0.09645357,0.3417188,0.38812244,1.2093365,0.27780443,-0.38382334,0.42041832,0.018844085,-1.5434856,0.16061968,-0.021896433,1.1923401,-0.4523896,-0.10886836,0.6773747,-0.12810822,-0.5206511,1.3228992,-0.23273803,-0.7745658
volume_sn_voxels_feature_30,-1.0568591,-0.10522832,-0.1939075,0.35950556,1.0955911,0.046593565,-0.56361765,-0.2588175,0.5257383,-0.065935366,-0.38535464,0.3410881,-0.014922249,1.7951305,-1.2383918,0.08546793,-0.059101686,0.45491576,-1.382621,0.053032715,-0.08101171,0.5286717,-1.1482704,0.14448594,0.36109558,-0.12717058,-0.06903643,-0.57357305,-0.16776036,0.2686348
volume_sn_voxels_feature_31,-1.0755688,0.19472289,-0.10240874,0.44287652,1.3137484,0.12789382,-0.5930714,-0.0055930316,-0.37552878,0.25064692,-0.70118284,-0.033201497,0.08845272,1.2206037,0.1436457,-0.46532887,-0.20433123,0.6290333,-1.3862747,-0.14020525,0.12435311,0.8414694,-1.2614901,0.34204882,-0.040049996,-0.1908719,-1.2073923,0.14705674,-0.2899247,-0.15318735
volume_sn_voxels_feature_32,0.55068403,0.1923308,-0.32160875,0.25074276,1.0922912,-0.115645155,0.09864081,0.0748018,-0.49661517,0.25787565,-0.57826245,-0.38829488,0.04943501,1.5349675,0.6558993,-0.7027624,0.007465522,0.3346014,-1.2362955,-0.72552854,0.030404778,1.0846274,-0.92892355,0.38507676,-0.52096665,0.01901551,-1.2518111,0.8308577,-0.43676805,-0.90349364
volume_sn_voxels_feature_33,-0.19995277,-0.10289158,-0.38049936,0.32328182,1.2458013,0.090599045,-0.53057194,-0.63228303,0.18792073,-0.23660205,0.099143036,0.44636875,-0.08772538,1.1065252,-0.28769374,0.12817305,0.09862437,-0.0500876,-1.2789919,-0.022503126,0.43813896,1.1962191,-1.1916939,-0.5789818,0.44229493,-0.21606265,1.3217554,-0.102188036,-0.42238608,0.5342172
volume_sn_voxels_feature_34,-1.0852315,-0.13211653,-0.6966516,1.1584421,1.4136755,-1.3071363,-0.635464,1.1125885,-0.35268712,-0.7030553,1.2257603,-1.1850033,-0.97238976,-1.4629409,-1.4800521,-1.0468191,1.1294731,0.85698915,0.5228664,-0.20963416,-0.5997159,-1.4640311,-1.0641041,0.39176115,-0.469195,-1.2136729,0.68393534,0.38964498,1.0643312,0.67744386
volume_sn_voxels_feature_35,-0.59668285,0.013119659,-0.2348073,1.3942991,0.8431338,-1.1215787,-0.3628723,0.9175462,-0.092538364,-0.4532466,1.1392342,-1.2628917,-0.46717486,-1.3904773,-1.3967652,-1.165042,0.46022588,0.17046401,0.41041347,-0.1954548,-0.46262968,-1.468407,-0.6573026,0.94794804,-0.35695297,-1.426462,0.7167541,0.7155442,0.6678178,0.85747606
volume_sn_voxels_feature_36,-0.7197898,0.0073597627,-0.0813581,0.010038824,0.81588,0.28112644,-0.00011862116,-0.0018558037,0.046984274,-0.41024408,-0.02568308,1.0977577,-0.19584909,1.5294985,-1.1063846,0.67741466,-0.26587844,0.27873734,0.1549529,0.10526505,-0.184492,-1.2454032,-1.323771,0.20281135,-0.10717208,-0.6923125,0.484038,-0.52959996,0.5452502,0.8960125
volume_sn_voxels_feature_37,0.24368516,0.2629875,0.021394655,1.2340815,0.98764133,-0.19913654,-0.16012621,1.0804411,-0.34240872,-0.69768536,0.2483472,-0.61532253,-0.07859644,1.3572488,-1.1335652,0.17953807,0.6297152,0.036793,-0.5013622,-0.19637221,-0.4630229,-0.8903968,-1.1785654,0.6516793,-0.30541578,-1.2508639,1.0084611,0.5814415,0.6771085,0.42892632
volume_sn_voxels_feature_38,1.2045537,-0.047455553,-0.69446194,-0.092882104,1.1123422,-0.032272033,0.4035367,-0.32165298,-0.4763599,0.4619039,-0.3579655,-0.3448066,-0.039215684,1.2674682,0.12886785,-0.22080167,0.2434814,-0.10967786,0.19818328,-0.5125683,-0.13846132,-0.06464802,-0.9431418,-0.25640836,-0.5331661,0.07342575,-1.1704899,0.23534282,0.3904683,-0.31316674
volume_sn_voxels_feature_39,1.1018475,-0.22507574,-0.330352,-0.26670736,1.1303695,0.24822615,0.23457056,-0.16980705,0.024201676,0.19314674,-0.20874126,0.60798323,0.17302418,1.5763718,-0.20787293,-0.051259205,0.3284916,-0.020735525,0.4351997,-0.15597934,-0.16769588,-0.6665415,-1.3799165,-0.26280117,-0.36355656,0.11444905,-1.2074233,0.1556706,1.1006167,0.22943452
volume_sn_voxels_feature_40,1.1617203,0.0126633225,0.032177735,-0.21022967,-0.459496,0.28544632,0.17826363,0.04588167,0.17307189,-0.29360688,-0.14158842,0.8572888,-0.12089895,1.4737782,-0.45680606,0.2046435,0.32414815,-0.25651234,0.12801395,0.13024507,-0.176793,-1.0223348,-1.2362797,0.0042221434,-0.5501486,-0.20696096,-0.23323315,0.47752225,0.88205177,0.1406356
volume_sn_voxels_feature_41,1.443627,0.06946243,0.22811809,0.3125102,-0.94799435,0.106674135,0.024708321,0.50995487,-0.17913246,-0.6555732,-0.14855197,0.25254342,-0.21797791,1.3543795,-1.0024743,0.2669908,0.5497628,-0.3089549,-0.02226214,0.28783458,-0.08065357,-1.9342644,-0.43743864,0.15702422,-0.32286793,-0.6067487,0.22604117,0.5227837,0.7842876,-0.1716051
volume_sn_voxels_feature_42,1.0825373,0.13960774,0.1931341,1.07724,-0.03326011,-0.33552513,-0.10330852,0.933807,-0.41059414,-0.86988235,0.011291101,-1.279619,-0.69568974,1.3331124,-1.3989258,0.1755067,1.3381953,-0.23027399,-0.17946985,-0.025343647,0.088563204,-1.4269978,-1.293571,0.44113597,-0.6585248,-0.7429861,0.6044195,0.824851,0.66958576,-0.44226518
volume_sn_voxels_feature_43,-1.2848349,-0.61965173,-0.40584832,0.7613385,-0.04094815,-1.2392131,-0.2605837,0.86274093,-0.6037094,-0.0035637822,1.2839915,-0.0049588303,-1.3854886,0.69890666,-1.3970616,0.06944135,0.11995001,0.990871,0.12814806,0.094770454,1.3769785,-1.534483,-1.050793,-0.18507044,-1.3068564,-0.22708221,1.1209693,0.18873557,-0.7859185,-0.95939344
volume_sn_voxels_feature_44,-0.10565455,-0.87051404,1.3140152,-0.03171419,-1.1196686,-0.8397904,0.11574981,-0.9673955,0.79350173,-0.13210581,1.2924527,0.8983402,-0.03595085,1.1644477,-1.3763908,-0.29455644,-0.42445478,0.27191436,-1.1650716,-0.11245418,1.2931836,-1.2285662,-1.0384088,-0.23205853,-0.33581817,0.92276347,1.3350667,0.2693964,-0.8487838,-0.60460114
volume_sn_voxels_feature_45,0.37253013,-0.21400686,-0.25102365,-0.220552,1.3591677,-0.10554485,-0.068253495,-0.79645383,0.61607295,-0.26038748,0.49765128,0.24786201,-0.016151205,1.2266946,-0.087689325,0.0012522201,0.29121768,-0.6834414,-1.3157867,0.41130802,0.59658355,1.6494343,-1.1653994,-1.280875,0.6050475,0.21715827,1.3640553,0.34904146,-0.8160345,0.3857452
volume_sn_voxels_feature_46,0.4529175,-0.18699257,-0.27350423,1.4608531,0.8741614,-1.2033964,0.07995143,0.1684202,0.24708572,0.14784856,0.71149856,-1.2445996,0.2756252,-1.225246,-1.3022174,-1.0813522,0.106695645,-0.031622652,0.45850182,0.41546953,-0.0685224,-1.3981973,0.05920813,0.4817017,-0.2594786,-0.9943268,0.65050846,0.19070032,0.47755548,0.79676765
volume_sn_voxels_feature_47,0.83011603,0.37601024,-0.5234954,0.12165863,1.2814883,0.30097508,0.06360304,-0.26418597,0.3321214,0.015521506,0.05398355,-0.26038104,-0.055568554,1.1268853,0.72027194,0.2618024,-0.058842096,-0.3677618,-1.1028143,-0.21161978,0.31974584,1.1374887,-1.0973802,-0.71175694,0.5408871,0.081753746,0.68070334,0.5685895,-0.59315604,0.38641417
volume_sn_voxels_feature_48,-1.1695415,0.03533469,-0.078852735,-0.05299228,0.9386914,0.14681785,0.2099628,-0.080919,-0.28891942,0.20889641,0.09151656,1.0146712,0.11805687,1.1305581,-0.88472766,0.123312466,-0.8198297,0.68846834,-0.025427634,-0.06405669,-0.18602146,-1.2208995,-1.589734,0.008933144,-0.18529561,-1.1005733,1.4458247,-0.93822736,0.2657934,0.950179
volume_sn_voxels_feature_49,1.1086477,-0.070407785,-0.18106711,1.043023,0.578416,-1.5594258,-0.37730688,0.18856949,0.67421347,0.11582524,0.064448155,-1.408959,-0.07437832,-1.6449993,-0.99191886,-1.0234636,-0.047827486,0.66212773,0.09624969,-0.19761316,0.023357986,-1.4477273,0.39143884,0.40729076,-0.40369186,-0.5962014,0.29906356,0.10082379,0.47846586,0.45420748
volume_sn_voxels_feature_50,-0.2957118,0.54062045,-0.09588901,0.19835447,1.2206928,-0.015760193,-0.0905716,0.557989,-0.096901454,0.06988245,0.059375495,-0.48317793,-0.010275154,1.3864437,0.8081807,0.08155061,0.053914025,-0.17597723,-0.23467761,-0.36239848,0.26871586,0.7975467,-0.14255595,0.017962351,0.3054767,0.068305954,-0.31685582,1.0516344,-0.53510803,0.020478765
volume_sn_voxels_feature_51,-0.7612043,0.20356078,-0.21613003,-0.15280952,1.1479385,0.1929774,0.0332722,-0.3185076,-0.2203312,0.2614459,-0.29441118,0.00083760597,-0.36336395,1.2912408,0.25248295,0.54576117,-0.43154976,0.10871372,0.038896453,-0.29051718,-0.070040956,-0.1999766,-0.87476444,0.14463484,0.25568593,-0.079701096,0.5049575,-0.7743842,0.50391203,0.6264955
volume_sn_voxels_feature_52,-0.96997803,0.016295733,-0.2032849,-0.054128453,1.2255795,0.27661666,0.111565016,-0.42697206,0.099101946,0.07153377,-0.15444681,0.39562756,-0.62845,1.4808563,-0.16875055,0.55941063,-0.943633,0.22085613,0.05061738,-0.054068603,-0.12428302,-1.1027548,-1.0722772,0.28355762,-0.040997844,-0.16159932,0.8563976,-0.9001402,0.6240363,0.51928186
volume_sn_voxels_feature_53,-0.7739954,-0.075996004,-0.23465616,1.1254288,1.133329,-0.98889816,-0.21843493,1.1775542,-0.099125504,0.03180314,-0.38575414,-1.3403761,-0.010594481,-0.051404603,-1.3903285,-0.35350397,0.27419436,-0.041368876,-0.044190627,-0.093967386,0.3065913,-1.4118198,-1.2137892,0.002406557,-0.11555934,-1.1709522,0.74758786,0.22899783,-0.10685124,-0.1256037
volume_sn_voxels_feature_54,0.071979955,0.11229335,0.0007494294,0.054929506,1.0508894,-0.10605032,0.24249883,-0.11778929,0.09385909,0.4202796,0.08413936,-0.2072605,0.057205953,1.3875146,0.21274821,0.016076485,-0.1895208,-0.17676392,0.2692564,-0.31966949,-0.23560461,0.16377072,-0.30885273,0.32873875,-0.1831366,0.04535909,-1.2429556,0.12966497,0.10050886,0.05238617
volume_sn_voxels_feature_55,-0.01669572,-0.18633051,0.16604473,-0.10392107,0.70731884,-0.175388,-0.08923739,-0.21233948,0.1691121,0.26438794,0.084379196,0.39740133,-0.18052846,1.5184517,0.15089768,0.08381446,-0.4320281,-0.07234784,0.13139212,0.023650015,-0.11764498,-1.2591667,-0.7955444,0.12024402,-0.101522215,0.036105115,-0.53226423,-0.15095578,0.5682362,0.45202872
volume_sn_voxels_feature_56,-0.071616635,-0.21115701,0.29159173,-0.23464106,-0.74916035,-0.16415404,-0.02369307,-0.15562409,0.10766581,0.12663093,0.21121724,0.515537,-0.114647545,1.5021532,-0.1658535,0.346372,-0.47439203,-0.12486022,-0.040339917,0.102174334,-0.32852972,-1.2675009,-0.76492816,0.00030687416,0.21403286,-0.08883481,-0.048396446,0.03742987,0.47509712,0.14534952
volume_sn_voxels_feature_57,-0.0076732244,0.10588777,0.22308598,-0.026287481,-0.943371,-0.42483467,0.13930866,0.25097972,-0.054354083,0.015416821,0.072564036,-0.51727957,-0.11411341,0.4711022,-0.57044667,0.26000723,0.06017205,-0.23482698,-0.15813242,-0.13738883,-0.17344289,-1.3544285,-1.0943762,-0.07851685,0.14090748,-0.45954844,0.2023941,0.07295465,-0.62295586,-0.31200063
volume_sn_voxels_feature_58,0.7402718,0.2860056,0.10101372,0.4845064,0.33941218,-0.34005716,0.2424591,0.46930268,0.04840921,-0.1809544,-0.425772,-1.2862946,-0.02070737,1.3494208,-1.0804232,0.32398632,0.16074876,-0.29766136,-0.1305531,-0.19896713,0.11029338,-1.4166158,-1.1266023,0.3694487,0.14460798,-0.55618197,0.23367544,0.33864802,-0.96894073,-0.458553
volume_sn_voxels_feature_59,1.0838897,0.14825282,-0.103381015,1.0891064,1.2942655,-0.79902524,-0.022009354,0.90886366,0.18531589,-0.362499,-0.55900717,-1.5646192,-0.16252111,-0.2643263,-1.4766593,0.009739976,0.7325559,-0.32249942,0.088428505,-0.24861546,0.25017416,-1.1608754,-1.0509855,0.37849987,0.14233826,-0.7590347,0.16083413,0.26220143,-0.90526456,-0.26929605
volume_sn_voxels_feature_60,1.4367471,-0.52407706,0.27901027,-0.0969508,0.22790276,-0.32581696,0.0957187,-0.34702545,-0.06861851,0.22034135,0.19577187,0.25307053,0.10615777,1.2310274,0.2852564,-0.5732088,0.35776088,0.00055236364,-0.004909582,-0.035445403,-0.15783124,-1.300823,-0.34452975,-0.41587558,0.028953973,0.35409755,-1.195364,0.5208495,0.32967916,-0.19401288
volume_sn_voxels_feature_61,1.5414647,-0.5367823,0.304294,-0.09286387,-1.1105944,-0.21401113,-0.1577379,-0.4030509,0.20175469,0.25493282,0.11278905,0.40106553,0.080119535,1.4710234,0.533158,-0.6623425,0.3492508,0.08152026,-0.37367135,0.09790748,0.047295757,-1.168958,-0.29062855,-0.4847352,0.21200156,0.54548156,-0.93811965,0.6183557,0.062582545,-0.1162886
volume_sn_voxels_feature_62,1.1215461,-0.20025784,0.25936985,0.02362542,-1.2946635,-0.2481263,0.016870314,0.00061056355,0.17429836,0.16003998,0.15768991,-0.62341166,0.012938139,0.92853856,0.49702924,-0.2334803,0.35492304,0.04843856,-0.17754073,-0.13328055,-0.108649194,-1.0381396,-0.37739232,-0.37901446,0.28464413,0.063231334,-0.3682854,0.75663376,-0.96055305,-0.18072812
volume_sn_voxels_feature_63,1.5161617,0.22830857,-0.037952945,0.7390933,0.106875196,-0.051807538,0.04175968,0.25435024,0.05531972,-0.33195254,-0.5034904,-1.3172287,-0.39824548,1.2069118,-0.38023585,-0.21307163,0.5291816,-0.21657029,-0.18622616,-0.2041421,0.080515966,-1.122495,-0.6706517,-0.0787167,-0.02977833,0.3452731,-0.07675871,0.34401253,-1.2383037,-0.5085683
volume_sn_voxels_feature_64,-1.0497587,-1.3208277,0.87948084,0.26230884,-0.8187782,-1.254221,-0.07426784,-0.417248,0.041448213,0.14970754,1.153124,-0.11561593,0.04671727,1.4055716,-1.367269,-0.5895633,-0.25158498,0.06990725,-1.1475047,0.12478362,1.1979421,-1.5311666,-1.0004423,-0.3222326,-0.51391983,0.62773705,1.1553265,0.705106,-0.42040226,-1.2499927
