Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29
rigidity_left,0.10844542,-0.007013237,-0.07078185,0.26468045,-0.047283605,0.14522837,0.033287875,-0.38318732,0.103893936,-0.10682722,-0.060665186,0.12604031,-0.16164249,0.061324567,0.09487866,-0.11212435,0.009496346,0.031151798,-0.38894287,-0.04264204,-0.057908665,-0.102204435,-0.15888055,0.079841085,-0.07723079,-0.008112867,-0.32163197,0.12808345,0.15301132,0.30131146
rigidity_right,-0.0011653652,0.0801311,0.107143275,0.07539797,-0.081134304,-0.18415776,0.06583109,0.061511822,-0.17129365,0.07276937,0.09256092,0.14670001,-0.04480506,0.31003255,-0.07626766,-0.08328881,0.021004124,0.16118841,0.11888727,-0.1079667,0.02593327,0.060073115,-0.008624638,0.19567314,0.04222349,-0.09792455,-0.08935557,0.153882,-0.24587037,-0.023252264
tremor_rest_left,-0.01748921,0.037063323,0.007961887,-0.059386708,-0.017264016,0.11582854,-0.12363915,-0.1880541,-0.13595444,0.10666999,0.020307234,0.17209508,-0.1133225,-0.350419,0.027819537,-0.028026223,0.08955307,-0.024490882,-0.23620819,0.08667416,-0.06360647,0.055737883,0.064696066,0.054082073,-0.033802174,0.015715256,-0.07618841,0.19005649,-0.010388629,0.13990481
tremor_rest_right,-0.024498794,-0.11201835,-0.16686705,0.0043289694,0.019430678,0.0987602,0.05027544,-0.18007502,-0.24864495,-0.08111162,0.14192681,0.02105627,0.021195434,-0.2557992,-0.14533345,-0.22374785,-0.012992679,0.15080284,-0.026118672,0.004837687,-0.2958906,-0.14310971,-0.22745523,0.004132287,-0.06267594,0.17727132,0.06943811,-0.049659126,-0.08112973,-0.05525724
tremor_postural_left,0.09048832,0.15017065,0.011173678,-0.09900294,-0.035852674,0.063842274,-0.10090372,-0.15386339,-0.011732827,-0.051968135,0.123270094,-0.058211382,-0.05981868,0.036453586,-0.16801977,0.2804428,-0.018904798,-0.03315794,-0.35129264,0.049988758,-0.07309485,-0.12844582,-0.14269194,-0.1632963,-0.00963703,0.093330316,-0.24044853,0.08606754,-0.047211446,-0.2297271
tremor_postural_right,0.10385897,0.0978751,-0.080459036,0.18747808,-0.006678132,-0.0037181198,-0.016092317,0.42157382,-0.20388047,-0.21853304,-0.03737677,0.052625977,-0.10097909,0.1276044,-0.029009817,-0.34446245,-0.13271432,-0.077241495,0.012169583,0.12600872,-0.08319517,-0.039224543,0.03847925,0.10400719,-0.0857326,0.21804596,0.2152576,-0.1634266,-0.022299062,-0.10127001
bradykinesia_speed_left,-0.051248595,-0.063468605,0.012671126,0.0069344,-0.04393964,0.10028014,0.045035776,-0.22841784,0.14401397,0.121773124,-0.14036761,0.09129144,-0.014770983,-0.08442308,0.1422401,0.16048369,0.17241773,0.09388367,-0.026870925,-0.09291591,-0.03625933,-0.100881904,0.0423644,-0.10303472,0.077727556,-0.07797194,-0.19706191,0.04614251,0.27852157,0.07547288
bradykinesia_speed_right,-0.029348664,-0.025745919,-6.5894325e-05,-0.06047832,0.08457611,0.15560888,-0.017669434,0.3348726,-0.11966764,0.20798583,-0.032654595,0.100702174,0.13329048,0.23440495,0.021913098,-0.07373491,-0.09407438,-0.1144317,0.027070042,0.15120584,-0.08915055,-0.020280212,-0.037418325,-0.06989591,-0.07575106,0.07896148,0.12295371,-0.10020709,-0.11491369,0.08444322
bradykinesia_amplitude_left,0.014937456,-0.21093084,-0.016743926,-0.052394215,-0.27173707,0.028579349,-0.10190335,-0.1902993,0.1696773,-0.1852715,-0.29232162,0.05637221,0.0345729,-0.081536785,0.18316796,-0.032137558,0.05282312,0.054917775,0.025377236,-0.02500769,0.060045317,0.24245314,0.23175849,0.005326665,-0.046463788,-0.016866133,-0.103706986,0.11528547,0.36383647,0.13027458
bradykinesia_amplitude_right,-0.080410294,0.054192096,0.007746773,0.06938217,0.049224723,-0.009412553,0.07642258,0.17501639,-0.061284907,0.043808043,-0.07831683,0.010638055,0.038165767,0.3226321,-0.113571934,-0.13108896,-0.0011118969,-0.16408752,0.065879546,-0.2747189,0.15818195,0.030033246,-0.109843835,0.13263822,0.19002181,-0.16240372,0.010935247,0.03622611,-0.073419064,-0.110811085
bradykinesia_rhythm_left,0.007446496,0.0033785142,0.06551689,0.13912097,-0.097655095,-0.00047867332,0.10036946,-0.03249358,-0.03824109,-0.113782175,-0.19664916,0.07700843,-0.010818998,0.0025165991,-0.018702319,-0.005226824,-0.06325407,-0.10119315,-0.113317296,0.1681802,0.15281878,-0.012091332,0.12908497,0.08059856,0.051604323,-0.021370413,-0.4912499,-0.0681618,0.21977964,0.01745731
bradykinesia_rhythm_right,-0.0057095285,0.03424916,0.17624536,-0.085225604,0.026026359,-0.16413018,0.16719222,0.2393114,-0.13738398,0.23989399,-0.33646622,0.3766601,-0.14938061,0.25941858,-0.017773816,-0.25196415,0.073164284,-0.020134745,-0.1408321,-0.24299712,0.14370872,0.09641333,0.2238532,0.186836,0.026951395,0.32847685,0.110406004,-0.07953948,-0.07519922,0.018860316
mirrormovement_left,-0.20382905,-0.23062783,-0.62392366,-0.2441044,0.39479205,-0.10396349,0.39995533,0.22527109,0.03575981,-0.04088709,0.19759005,0.0051041166,0.07412657,1.3820429,-1.0970557,-1.2412983,-0.0953749,0.02789276,-0.02811464,-0.0852774,0.08895341,0.08632944,-0.3244224,0.12217299,0.033276975,-0.28191835,0.353774,0.03157961,-0.27359524,0.042282168
mirrormovement_right,-0.27093926,-0.19853379,-0.27440396,-0.16791952,-0.13758749,-0.0034258054,0.033041984,-1.4892572,0.48399678,0.10894177,-0.24001414,0.0652568,-0.017104337,-1.1713134,0.042091884,-0.01274479,0.1654121,0.2376849,0.37601796,0.13643588,0.03682419,0.096648544,0.1697919,-0.03582244,-0.0348283,0.32987097,-0.35894206,0.08136055,0.31557626,0.046385758
