Factor_1,Factor_2,Factor_3,Factor_4,Factor_5
0.013070790097724086,0.030976263309011234,-0.003970078715488224,0.007855586563781998,0.03955134706061082
0.013710655297730977,0.0294812538785363,-0.010773107527804021,0.006301074980277816,0.042578567167379885
0.014731349185502866,0.03304492696965481,0.007776550607374904,0.007589769414049199,0.039711906199163795
0.015423048023471279,0.03259836106985193,0.0016695138080957835,0.00654283045937727,0.04315374120745519
0.01635422626635154,0.03137522171132983,-0.004924639607936291,0.004968293684081208,0.04599770011578365
0.016674727134021346,0.034350526269903536,0.017378141679743823,0.006258319086358394,0.03968999325444002
0.017138584541170697,0.03447484658352815,0.01268212420437631,0.005143232215111963,0.04348701243939713
0.018019742592359233,0.0338644030044919,0.007104575210461058,0.003740565228788733,0.04698360998956235
0.018844457838559377,0.03238614981396316,0.0012322832358630483,0.002319918503916235,0.04881127877372163
0.01752464271590136,0.02714003218052635,0.025062704660700107,0.004305385544543245,0.024661609943151686
0.017810545048720063,0.030712837374795174,0.025638736962405397,0.005317149442806287,0.030113370781303186
0.018414300435140134,0.03402931994415176,0.023943136067714553,0.004790317394289648,0.03681518530542465
0.018878522418532686,0.03566540980931271,0.02034048784728587,0.003410690010673411,0.04232632359468738
0.019388398006490438,0.0357660085812768,0.015962682400095303,0.0017824665535202241,0.04635914721512442
0.020010387214272736,0.03474880537966507,0.011012006437591794,0.0003239205952851714,0.04893675372583893
0.020511691443068632,0.0330276982324935,0.00627801110789832,-0.0006987660555335519,0.04971162179307851
0.0196310738832867,0.018991724504512288,0.01577732902606694,-0.006738163038676733,0.017249561832926145
0.01975468075882813,0.022790514052840646,0.020456725225349824,-0.0039078434380955904,0.02069019239074883
0.019664281947077117,0.02707435434636811,0.024151843458669362,-0.0007388360246269491,0.025462086088548583
0.019956534424873325,0.031379099419965764,0.025556636894545324,0.0009671923740286126,0.031755729560389995
0.020469597805865707,0.034875063687448714,0.024394766574898186,0.0009298756550537922,0.03860565597483136
0.02072631238991803,0.036383339982473895,0.021194894736049994,-0.0002117837469734625,0.04383924164647538
0.020845426209067517,0.036195891651292306,0.017262473478077956,-0.0015553895030173603,0.04705473222845857
0.02110030638484249,0.034961082751784195,0.013145475211998275,-0.002602820205900924,0.048739354834996924
0.02139699598706462,0.03315467638563024,0.009440469896574816,-0.003270807301134754,0.04905351514652238
0.020974329820112728,0.01977078497642656,0.012028355757648684,-0.012434687715425795,0.017209719208122837
0.021425757303247684,0.023131777814793253,0.0165127228974798,-0.01027780586955426,0.02071293079097212
0.021703573089776863,0.027413557886587604,0.020803664170958133,-0.007264291856135072,0.02603778107508894
0.022012061624958577,0.031839421596354826,0.02314436255097946,-0.004820453095710436,0.03284980290246083
0.02216098344008435,0.03499721825748927,0.022795393350753045,-0.003736227579834405,0.039379595827138625
0.021933519348448956,0.03609322668930842,0.020497563109423623,-0.0037445974858762118,0.04385389073456774
0.02165468783840669,0.03570935306760852,0.017561430838962905,-0.00419185463233159,0.04636351553622775
0.021630332576620104,0.03449057747735826,0.014498364231084134,-0.004642213191126832,0.047592738960201206
0.021796725120375407,0.03277109649281924,0.011534325735389372,-0.004982081595660779,0.047826982571318837
0.022680642794994394,0.024457043765139002,0.009526158564769694,-0.017483769372466047,0.020865274754952146
0.023121138347877695,0.02818147426308405,0.014523085309834377,-0.013981995535109789,0.026305843214454113
0.023391332501236234,0.03189543932975638,0.018243848613955668,-0.010479019618896458,0.0328997774917216
0.023281418847136547,0.03434858942996638,0.019725672701200278,-0.007966675625639082,0.03893014865364566
0.022807846700844226,0.035099240267957146,0.019289839407705345,-0.006625217679819875,0.043106475654603855
0.02229865604869327,0.0345558874065093,0.017821613438344625,-0.0060864336368117436,0.04538762157102722
0.022032071688207748,0.03335529096141568,0.016000903608455973,-0.005957696062970635,0.04630480730877929
0.022902683552971773,0.025618565930125216,0.00042544285214404944,-0.023606708090480252,0.020836185769088144
0.023642787172319185,0.02870366315759589,0.0063338604316797685,-0.01933916471569598,0.026194133011341672
0.024082793296346286,0.0314640239063685,0.011726641693991019,-0.014840160046112038,0.03226056606419703
0.023995137733179718,0.033083791824907456,0.015604206744361103,-0.01110827948463242,0.03783144079675874
0.02346618164368356,0.03333742599970905,0.017554804987482058,-0.008605806021268174,0.041912293017015725
0.022794554700419474,0.03247237470804914,0.017872583526016176,-0.007196345993649171,0.044105378661550766
0.02233284759829787,0.031104170984963524,0.017361064204461568,-0.006579398213326425,0.0447461408449911
0.022322737060272692,0.02543341969319507,-0.008442191788335201,-0.027093357954622633,0.020605756467517704
0.023421131572200417,0.028051760868954178,-0.0020008221920574626,-0.022012780557422746,0.02611994900093138
0.024149764868590416,0.029972602924373374,0.004518645363121364,-0.01685942550603134,0.03171445589459085
0.024241292491930563,0.030843903954448203,0.010437723318409073,-0.012474621830489899,0.03669027551650898
0.02373187749592641,0.030605404716912858,0.014671941889559408,-0.00934442760535488,0.04035712352033946
0.023019836989018022,0.029598085933923622,0.017072123179865402,-0.007479570986947487,0.04236189883067799
0.022488021824638642,0.02494253031153459,-0.00986512143442998,-0.021048650330758867,0.02681809471785724
0.023289949191905215,0.026115483102436405,-0.0027982511978881484,-0.015488071427174595,0.031873760843492395
0.023769980700796663,0.027069433287291486,0.004450960080017983,-0.011680116601800399,0.03586169676586626
0.023615984043254195,0.027205300190883193,0.010628494419483395,-0.008991465048571602,0.03876098559227463
0.020399542387534393,0.01823036507723259,-0.009965799356357696,-0.010052738067653758,0.03169596204682009
0.009212420453932947,0.019836291428475192,-0.020385519320450584,0.004268339681788005,0.03826260140274851
0.011731867270860181,0.024625030579826433,-0.017329903127914555,0.0049603866271748145,0.042078015875602594
0.011658401142162066,0.021906071005577135,-0.022549699083442808,0.0033943378473130035,0.04251285519886727
0.01427362558416354,0.03038160864155035,-0.0037697958881136515,0.0065536606586516334,0.04325901252481817
0.014627031616053573,0.028329643854798928,-0.011660228157389131,0.004887551114839115,0.04584979883557459
0.014680160791409816,0.025328932060141855,-0.018536267212784435,0.0029605438527767593,0.0463189078077203
0.016243198149572858,0.03251913651773921,0.009236423496062282,0.005975157545564778,0.04302277406699829
0.016860057262237278,0.03171989374092344,0.002968562147053888,0.004855093082578104,0.04668881625927515
0.01762861815962709,0.0300613177539388,-0.004673461665048577,0.0032250572617176522,0.04934042693356723
0.01788372586169172,0.027363293409075014,-0.011849861663315451,0.0014571831790048564,0.049334571242413694
0.01838266691066323,0.033924410569338356,0.01872249998354344,0.004333524607634302,0.04198838323383558
0.018635368641486686,0.033500618923169814,0.014361652819664726,0.0031044511527089464,0.04583778502192966
0.019265415651627375,0.03239508893434787,0.008954457205343809,0.001750145329213646,0.04915654668887789
0.019974163755280876,0.03053918297379003,0.002410839661780631,0.0003844142106301138,0.05085041661487954
0.020294229930575163,0.027981205003863883,-0.004138770035296127,-0.0008487192762476597,0.05034072789962107
0.02048993883803122,0.03070928715022967,0.026221491056373863,0.003146305066318672,0.03111386128160315
0.020612540538645134,0.03374592790480897,0.024637853268603422,0.0024898861315772293,0.038074039766391024
0.020524571028834,0.03478158302005565,0.021303131069421853,0.0010849725459180137,0.043413840519694914
0.020567692837602597,0.03428652030484424,0.017415607203069994,-0.0004035409479076729,0.04700403243408595
0.02089890620156542,0.03288715815279122,0.012967205177773188,-0.0016828970072084739,0.049326764741855024
0.021424209283139227,0.030807078522083264,0.008110573998390092,-0.0026938206253653268,0.05016360063445952
0.02256152558147612,0.026922640137630155,0.02398304059000309,-0.003214214772789145,0.025622769192779227
0.022702904321024366,0.030923450441814323,0.02549169850226419,-0.0017687249386061374,0.03201914832166976
0.022499904508025588,0.0339467280522268,0.024490063623243477,-0.0017844685453564167,0.038643928907225136
0.021994949792425802,0.034875996434495855,0.021684054330495132,-0.002659527089519562,0.04329352942895769
0.021656377959571156,0.03432543440794264,0.018465899974297525,-0.003686418175108546,0.046054200328795626
0.02177897417775914,0.03291190412312574,0.01514726088610952,-0.004563215462074255,0.047678665898158896
0.022272149862243268,0.030731956994137468,0.01182110537594976,-0.005335156070378032,0.04817250444112536
