Factor_1,Factor_2,Factor_3,Factor_4,Factor_5
-1.4230211,0.6112731,0.0043628076,0.524546,-1.2722111
0.98269033,-0.84932196,0.43074447,0.5403639,-1.7618849
0.29385796,-0.037997417,-0.1806384,0.28452778,1.1461747
-0.3913545,0.8313303,-0.027268996,-1.1787978,-0.68777275
0.93480414,0.46784174,-1.5033721,-0.58425224,1.311702
0.5682914,0.16367872,-0.78201956,-0.05176568,1.0459102
0.25405803,0.3046576,0.23661742,-0.41832167,0.62357247
0.9904786,1.0695839,1.464109,0.21012431,-0.5639313
-0.35724452,-0.2410483,-1.1354401,1.5478812,0.6956465
-1.0617548,1.2072116,0.37545645,-1.2562342,-0.029480733
0.6303202,0.39298683,-0.048519343,-0.5509705,-0.42745724
-0.13592179,-1.7239383,0.8341907,-1.2706419,0.8415928
0.92252934,-0.08656488,-0.43780988,2.2336862,0.13497455
0.07824564,-0.3517216,0.19382234,0.400047,0.2095062
-0.4436992,0.6954638,-0.69878834,0.20664304,-1.2490933
-0.2673254,-0.3727948,0.73527884,0.4711691,-0.9989861
-0.29434243,-0.094340816,0.875934,-0.30917186,-0.22266391
