Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4
volume_sn_voxels::v0,0.00083243544,-0.0015962311,0.0006731538,0.0013670977,0.00058812235
volume_sn_voxels::v1,0.0010423721,-0.0012365798,0.0017386108,0.0019006843,0.0011772901
volume_sn_voxels::v2,0.0007741919,-0.0021441197,0.00021095962,0.0015945169,0.00085013045
volume_sn_voxels::v3,0.0010906832,-0.0021006626,0.0006317945,0.001703788,0.0012798846
volume_sn_voxels::v4,0.0013531592,-0.0017953648,0.0017190777,0.0019187467,0.0018075292
volume_sn_voxels::v5,0.0010959962,-0.0017224125,-0.0005062637,0.0014778421,0.0008237909
volume_sn_voxels::v6,0.0013660353,-0.002190809,-0.00019447117,0.0016039482,0.0017073259
volume_sn_voxels::v7,0.0012997249,-0.0024812908,0.00044489984,0.0022750178,0.0023641514
volume_sn_voxels::v8,0.0016213085,-0.0022252414,0.0010576217,0.0020415175,0.0028377196
volume_sn_voxels::v9,0.001113195,-0.0017931343,-0.0010105546,0.0015181622,0.00054192863
volume_sn_voxels::v10,0.0011537467,-0.0021773465,-0.0011698346,0.0012950866,0.0007807495
volume_sn_voxels::v11,0.001163753,-0.002312931,-0.0010311941,0.0015793928,0.0010432781
volume_sn_voxels::v12,0.0014119009,-0.002342134,-0.0008152401,0.0017139344,0.0020563018
volume_sn_voxels::v13,0.0018511404,-0.002451976,-0.0003748559,0.0019000587,0.0024499218
volume_sn_voxels::v14,0.0015796934,-0.002186531,6.633498e-05,0.0018685089,0.0027062404
volume_sn_voxels::v15,0.0017026009,-0.002441845,0.00085633696,0.0019355646,0.0030228572
volume_sn_voxels::v16,0.0015105465,-0.0009242635,-0.00045738646,0.0012285163,0.0012142598
volume_sn_voxels::v17,0.0013982219,-0.0014038617,-0.00096994295,0.001110011,0.0010412154
volume_sn_voxels::v18,0.0016053308,-0.0021182005,-0.0014355233,0.0012540501,0.0013220983
volume_sn_voxels::v19,0.0011660045,-0.002348816,-0.0015844445,0.0011024297,0.0015067649
volume_sn_voxels::v20,0.001494936,-0.0025456904,-0.0014801617,0.0017722986,0.001788767
volume_sn_voxels::v21,0.0016221949,-0.0030889844,-0.00070762914,0.0019246032,0.003109983
volume_sn_voxels::v22,0.0016367926,-0.0030840712,-0.00047164806,0.0020251055,0.0032688454
volume_sn_voxels::v23,0.0021714668,-0.0032265636,-0.00019292819,0.0021155968,0.003823368
volume_sn_voxels::v24,0.0020981703,-0.0028207817,0.00051980675,0.0020801576,0.003853109
volume_sn_voxels::v25,0.0019248801,-0.00095682323,-0.0001393533,0.0005612855,0.00183646
volume_sn_voxels::v26,0.0016607539,-0.0013460706,-0.0009989453,0.0008953556,0.0017002268
volume_sn_voxels::v27,0.0020115762,-0.002077,-0.001273989,0.0008366722,0.0016134434
volume_sn_voxels::v28,0.001614535,-0.0023805504,-0.0011932842,0.001065304,0.0015102131
volume_sn_voxels::v29,0.001935652,-0.0026574766,-0.0011859928,0.0014609623,0.0023916555
volume_sn_voxels::v30,0.0020882934,-0.0032370102,-0.0009822227,0.001841845,0.0037250961
volume_sn_voxels::v31,0.0024675592,-0.0033384345,-0.000801844,0.0023947316,0.0044140364
