Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11
volume_sn_voxels::v15,3.1752458,0.18076058,-0.034131553,0.4420979,0.1359788,-0.059459694,-3.803019,0.035662513,1.5560448,-0.09736691,-0.5830031,0.34597227
volume_sn_voxels::v16,0.5789428,0.17118967,-1.4482872,-0.8840228,0.22903718,0.22170098,-1.9590193,-2.1259773,-0.32411423,-0.04891157,-1.5421339,-0.3211208
volume_sn_voxels::v17,0.63233525,0.07619876,-0.7798447,-0.94489217,0.123779945,0.12663074,-2.2086072,-1.6656818,-0.85940343,-0.028304324,-2.1350965,-0.3246394
volume_sn_voxels::v18,1.0548438,0.25128976,-0.2748917,-1.2287724,0.10245957,0.08748698,-3.0946298,-1.7165396,-1.4449285,-0.041923303,-3.1500607,-0.28888205
volume_sn_voxels::v19,1.0905423,0.344269,-0.013526611,-1.0084002,0.0829919,0.12090105,-3.2831633,-1.217644,-1.2919999,-0.047868975,-3.062237,-0.08570524
volume_sn_voxels::v20,1.2790318,0.32865325,0.08196794,-0.6610266,0.0744681,0.06656578,-3.7211688,-0.78106964,-0.9542911,-0.06495703,-2.6682265,0.054685857
volume_sn_voxels::v21,1.5118961,0.27026817,0.07163271,-0.23428084,0.07674923,0.034312274,-4.20127,-0.33486417,-0.46868187,-0.08686716,-1.9557334,0.22427425
volume_sn_voxels::v22,1.845891,0.25673267,0.023853526,-0.018470459,0.093736984,0.060528778,-4.4059124,-0.12822208,-0.08539942,-0.11311726,-1.2004014,0.3487661
volume_sn_voxels::v23,2.3071434,0.13338794,-0.055938646,0.15854472,0.14099921,-0.006930188,-4.4635324,-0.026367713,0.25901073,-0.10550364,-0.67618203,0.41396636
volume_sn_voxels::v24,2.7472556,0.16231836,-0.116472416,0.616965,0.18850729,-0.096053585,-4.1849794,0.05864793,1.8770248,0.0008510263,-0.10906759,0.5433474
volume_sn_voxels::v25,0.07483927,0.100797445,-1.2535528,-1.1269245,0.13644564,0.21615145,-2.1744823,-2.632316,-0.087047875,-0.050693013,-1.2041918,-0.19363447
volume_sn_voxels::v26,0.100374945,0.05891752,-0.65138865,-1.2493623,0.0567889,0.20785652,-2.556084,-2.277826,-0.5375674,-0.013604573,-1.9533645,-0.22968845
volume_sn_voxels::v27,0.2382819,0.08982476,-0.14706722,-1.3360422,0.023352368,0.14865379,-3.2699063,-2.048266,-1.0135442,0.0027436626,-2.7064373,-0.14193344
volume_sn_voxels::v28,0.30859724,0.11777737,0.003316635,-0.85644364,0.008010872,0.028195221,-3.1443214,-1.2665371,-0.71379197,0.006144423,-2.3018796,-0.005394263
volume_sn_voxels::v29,0.4642003,0.09008359,0.07202824,-0.44014677,-0.0016700418,0.008619255,-3.717188,-0.71331465,-0.44326827,-0.023071969,-1.927417,0.115674466
volume_sn_voxels::v30,0.87417156,0.11017157,0.061033905,-0.08686502,0.019145671,-0.018338285,-4.496086,-0.31594256,-0.11852073,-0.047573637,-1.3262066,0.3077335
volume_sn_voxels::v31,1.4503757,0.09750921,-0.038985103,0.08907436,0.04552572,-0.060565643,-5.2135596,-0.13465236,0.1032025,-0.080350995,-0.7421109,0.46115524
volume_sn_voxels::v32,2.0470984,0.10276668,-0.13552766,0.2857903,0.14328283,-0.11264182,-5.4073944,-0.031561963,0.771467,-0.043409284,-0.30705562,0.5918745
volume_sn_voxels::v33,2.3857343,0.111689076,-0.1987191,0.70986843,0.22068296,-0.14913547,-4.5210767,0.060723774,2.3218837,0.07935264,0.12001865,0.67417073
volume_sn_voxels::v34,-0.15826085,-0.16875835,-0.33535817,-1.3536055,0.057269868,0.18885271,-2.7854626,-2.7105384,-0.14588816,-0.018739456,-1.8421824,-0.09381948
volume_sn_voxels::v35,-0.054317206,-0.13545397,-0.02570897,-1.1324736,0.010912305,0.09949885,-3.0068223,-2.0608928,-0.42621452,0.015890758,-2.0825264,-0.044398576
volume_sn_voxels::v36,0.016408,-0.10271172,0.03321677,-0.7924951,-0.01389059,0.04662993,-3.3299453,-1.4362986,-0.36087567,-0.0028595768,-1.9749229,0.013699785
volume_sn_voxels::v37,0.1030427,-0.121057816,0.025392024,-0.42883456,-0.018013671,-0.02523799,-3.9157355,-0.87088567,-0.2257669,-0.01323455,-1.6444467,0.1207178
volume_sn_voxels::v38,0.45758477,-0.08777229,-0.016037647,-0.09191179,0.00033867548,-0.0943397,-4.5359626,-0.35476798,-0.014322532,-0.028106794,-1.0125118,0.25505146
volume_sn_voxels::v39,1.1248441,-0.034031186,-0.15923299,0.044328824,0.05796659,-0.15583535,-5.326561,-0.19406322,0.17478278,-0.0312573,-0.5617361,0.4243897
volume_sn_voxels::v40,1.5840431,-0.0014798314,-0.33306053,0.23934211,0.14473073,-0.29022196,-4.986473,-0.07578983,0.90650135,0.039036985,-0.12164366,0.52010715
volume_sn_voxels::v41,-0.38887748,-0.79180545,-0.19439113,-1.2666705,0.09198951,0.10625398,-2.4921107,-2.4966729,0.07185462,-0.06960242,-1.6016675,-0.014028554
volume_sn_voxels::v42,-0.3035257,-0.8440125,-0.04955665,-1.1931334,0.03915978,0.039971147,-3.1591952,-2.1784253,-0.16502932,-0.042823747,-2.0009782,-0.010128663
volume_sn_voxels::v43,-0.12623468,-0.7014383,-0.021976845,-0.8594743,-0.0072852266,-0.05573657,-3.6128223,-1.6162952,-0.23245718,-0.025643624,-1.9438679,0.0121408915
volume_sn_voxels::v44,0.027383579,-0.49236465,-0.0460216,-0.4160001,0.005646158,-0.15063757,-3.8150759,-0.9485077,-0.1522482,-0.0054145902,-1.483698,0.05668602
volume_sn_voxels::v45,0.47039625,-0.39348683,-0.23894858,-0.20707488,0.018062877,-0.36896038,-4.8125606,-0.6704916,-0.0390726,0.020467645,-1.1705619,0.151108
volume_sn_voxels::v46,0.9341385,-0.17106773,-0.4613736,-0.006413511,0.07329486,-0.47688428,-4.3504014,-0.34374875,0.17733924,0.049968287,-0.43175986,0.21445124
volume_sn_voxels::v47,1.3879294,-0.07546451,-0.72019565,0.15698522,0.20551325,-0.5730523,-4.114405,-0.18912116,0.9264584,0.15498343,-0.048948992,0.36099276
volume_sn_voxels::v48,-0.5526868,-1.289508,-0.4256468,-1.2207757,0.14534032,0.048629973,-2.1269548,-2.2599964,0.22847307,-0.15450394,-1.4195076,0.016540883
volume_sn_voxels::v49,-0.4492226,-1.4075583,-0.29251698,-1.0679401,0.08124499,-0.012197655,-2.7434492,-1.9106922,0.028158173,-0.12077434,-1.670914,0.0008552068
volume_sn_voxels::v50,-0.33689937,-1.4601489,-0.38296756,-0.8471412,0.06038429,-0.119764134,-3.559639,-1.5733408,-0.08825704,-0.0942607,-1.7994529,-0.02717709
volume_sn_voxels::v51,-0.04676168,-1.1195492,-0.56946754,-0.5040625,0.03933746,-0.23498073,-3.8574176,-1.0258836,-0.09346685,-0.035703715,-1.4475275,-0.014255416
volume_sn_voxels::v52,0.41139922,-0.8032771,-0.9843268,-0.27078852,0.06930387,-0.59590626,-4.20121,-0.7951642,-0.03042562,0.045140006,-0.9788623,0.0075461683
volume_sn_voxels::v53,1.1695639,-0.40858603,-1.3380947,-0.058172844,0.16445337,-0.88059247,-4.230857,-0.6290222,0.17719863,0.14105369,-0.36040038,0.10308147
volume_sn_voxels::v54,-0.74859685,-1.7821133,-1.5891618,-0.97356874,0.16898724,-0.056944184,-2.3265302,-1.7214456,0.0649225,-0.2258876,-1.2357159,-0.015276053
volume_sn_voxels::v55,-0.6156921,-1.8990096,-1.7708637,-0.7109413,0.11118923,-0.11105017,-3.0558276,-1.3365606,-0.045133088,-0.19824801,-1.2467309,-0.05071924
volume_sn_voxels::v56,-0.12466765,-1.7197648,-2.0844862,-0.4407797,0.11744009,-0.38185328,-3.7103784,-1.0495828,-0.05322733,-0.09103946,-1.0533369,-0.054577924
volume_sn_voxels::v57,0.32203314,-1.2383846,-2.2770298,-0.16457751,0.1683579,-0.6831885,-3.74368,-0.69818455,0.0360854,0.031069642,-0.47890362,-0.00956557
volume_sn_voxels::v58,-1.0924853,-2.2804868,-4.8617377,-0.7391326,0.18216155,-0.15770668,-2.6295605,-1.1454495,-0.17609699,-0.358266,-0.39805892,0.026656115
volume_sn_voxels::v59,1.6285402,-1.4712294,-0.1417433,-0.3043286,0.16343126,0.14993691,-0.7747777,1.007084,2.4370034,-0.41689894,-2.0280032,-0.14557213
volume_sn_voxels::v60,1.5801606,-0.8928617,-0.043491203,-0.12254559,0.10598236,0.0468728,-1.1524284,0.5712055,2.182933,-0.45366195,-1.766065,-0.21200795
volume_sn_voxels::v61,1.5024173,-1.2664117,-0.3254437,-0.058755573,-0.0017322224,0.01102403,-0.61228526,0.45037016,4.7499285,-0.3915887,-1.0958855,0.11206421
volume_sn_voxels::v62,2.5094414,-0.30752927,0.09558934,-0.05928885,0.21597192,0.08298337,-2.1973436,0.4344754,0.15975805,-0.4586229,-2.3668525,-0.37854388
volume_sn_voxels::v63,2.4182231,-0.42649195,-0.0018023169,-0.011885446,0.09834818,0.04581094,-2.0686483,0.40658054,2.1664457,-0.47659808,-1.7226951,-0.17381598
volume_sn_voxels::v64,1.5174098,-0.44742662,-0.07153382,0.14307207,-0.032973282,0.10161712,-1.0634936,0.14825784,3.9190495,-0.32635283,-0.5755889,0.08856763
volume_sn_voxels::v65,2.8998232,-0.014000496,0.13212308,-0.06841974,0.31667584,0.002188306,-2.7160022,0.2556857,-0.5018432,-0.2556124,-2.4820852,-0.25313735
volume_sn_voxels::v66,3.6558363,-0.042118795,0.066110544,-0.030872215,0.23707569,0.03083949,-3.4700918,0.34083077,0.009562044,-0.35663608,-2.2101035,-0.15162118
volume_sn_voxels::v67,3.8795574,-0.060949974,0.012389678,0.12756081,0.07601253,-0.050882917,-3.5297704,0.30909738,1.9712238,-0.38184276,-1.4962509,-0.0064183874
volume_sn_voxels::v68,2.377379,-0.112492174,0.048092104,0.49027914,-0.036748104,-0.015670655,-1.8711002,0.10056308,3.9233527,-0.2084082,-0.22113086,0.19384827
volume_sn_voxels::v69,2.5117028,0.10496349,0.15937725,-0.18602633,0.20532835,0.14254561,-3.1267335,0.03187753,-1.0365299,-0.1447007,-2.5245736,-0.13103792
volume_sn_voxels::v70,2.7820358,0.11085663,0.07226883,-0.10621592,0.18611632,0.06037616,-3.381855,0.09751438,-0.62216526,-0.14760202,-1.7733139,0.016741892
volume_sn_voxels::v71,3.4491613,0.12370552,-0.00865482,0.024361847,0.14733396,-0.076430924,-3.9091828,0.14981864,-0.077225834,-0.1699128,-1.2441441,0.093447946
volume_sn_voxels::v72,4.2062783,0.15910086,-0.0454064,0.33121264,0.09104116,-0.053068742,-4.3818145,0.16995114,1.3381233,-0.1915914,-0.7333943,0.25842345
volume_sn_voxels::v73,3.0565057,0.10617124,0.05961286,0.8819711,-0.0027866024,-0.054414697,-2.6474175,0.0851082,3.6305425,-0.04284703,0.039770897,0.4108831
volume_sn_voxels::v74,1.2524952,0.12003571,0.03731885,-0.32480198,0.045996763,0.20609178,-2.5243204,-0.3570911,-0.941076,-0.03706036,-2.5476923,-0.3264
volume_sn_voxels::v75,1.5172683,0.1463964,0.098994516,-0.30476522,0.04547653,0.18632685,-3.2634273,-0.19003707,-0.9539012,-0.057411224,-2.3862247,-0.10572174
volume_sn_voxels::v76,1.7236309,0.1616282,0.09442895,-0.10520195,0.058715492,0.03614267,-3.5775778,-0.020448338,-0.6205951,-0.06724716,-1.5696101,0.064546466
volume_sn_voxels::v77,2.3795836,0.22216518,0.043016523,0.020596888,0.07158766,0.011023175,-4.3158164,0.03063243,-0.38802582,-0.09616557,-0.9793117,0.23068991
volume_sn_voxels::v78,3.0091352,0.24416322,-0.011827807,0.22569524,0.08023805,-0.029399084,-4.675606,0.08563749,-0.009927497,-0.096930295,-0.370144,0.3563319
volume_sn_voxels::v79,3.3252645,0.21837896,-0.0811522,0.44097847,0.06909919,-0.054128736,-4.3756213,0.07311023,1.0395545,-0.049168885,-0.06603453,0.44583252
volume_sn_voxels::v80,0.43088326,0.033983268,-0.24206126,-0.5669084,-0.008408134,0.2091811,-2.4992807,-1.0576693,-0.6916867,0.026098413,-2.0260072,-0.40741447
volume_sn_voxels::v81,0.38287205,0.08791409,-0.0018548185,-0.38610977,-0.02081565,0.19659711,-2.8810565,-0.59552634,-0.56009144,0.019482719,-1.9036883,-0.1489033
volume_sn_voxels::v82,0.57851994,0.10012172,0.073480606,-0.18359762,-0.037757754,0.19405742,-3.8745036,-0.22859876,-0.40115553,-0.01494008,-1.5973306,0.037895374
volume_sn_voxels::v83,0.93615985,0.12032007,0.113314845,0.034636766,-0.027436526,0.1326499,-4.3376713,-0.042809583,-0.18821193,-0.048998125,-0.7623983,0.25444284
volume_sn_voxels::v84,1.7443267,0.1784064,0.0481674,0.2787243,-0.0015140155,0.039917953,-5.5613194,0.026968084,-0.0414253,-0.08250997,-0.17508101,0.48918968
volume_sn_voxels::v85,2.221191,0.11961959,-0.028941989,0.42412418,0.046735886,-0.011682746,-5.2174096,0.06305008,0.12736748,-0.06440765,0.05904727,0.5321446
volume_sn_voxels::v86,2.8971653,0.1968955,-0.073082305,0.64724135,0.09537241,-0.041030195,-5.108689,0.03650612,1.3246452,0.027902286,0.22464119,0.645749
volume_sn_voxels::v87,-0.005113685,-0.05778376,-0.7566624,-0.7238029,0.041747935,0.27637732,-2.212168,-1.980801,-0.22213519,0.012889998,-1.1316494,-0.35731125
volume_sn_voxels::v88,-0.02853538,-0.07257155,-0.12817082,-0.6658062,-0.04146503,0.22868484,-2.8778222,-1.5611511,-0.44363853,0.046425384,-1.5666776,-0.24995838
volume_sn_voxels::v89,-0.0053521204,-0.07097551,0.060970772,-0.38716498,-0.10149945,0.16471012,-3.5103073,-0.98450273,-0.3538127,0.041864067,-1.4593942,-0.046169713
volume_sn_voxels::v90,0.028940909,-0.09343639,0.11007683,-0.07206539,-0.087230474,0.12650126,-4.018559,-0.3150322,-0.11646494,-0.0021698228,-0.7877121,0.12603457
volume_sn_voxels::v91,0.2927498,-0.10830885,0.120735526,0.16923627,-0.12802778,0.1100145,-5.777614,-0.06415453,0.025382048,-0.04761858,-0.1836029,0.42880255
volume_sn_voxels::v92,1.1132237,-0.019582173,0.0534437,0.47276816,-0.062244743,0.07430453,-6.7977233,0.039302353,0.13581619,-0.07545737,0.15875964,0.66721034
volume_sn_voxels::v93,1.7187197,0.04616601,-0.05362299,0.583295,0.027477685,-0.00078320305,-6.2572403,0.07538262,0.45530576,-0.022922259,0.42304438,0.6890114
volume_sn_voxels::v94,2.3058279,0.10493257,-0.19861421,0.71947056,0.07760223,-0.09214299,-5.6257334,0.1022465,1.807601,0.119196765,0.63602513,0.756683
volume_sn_voxels::v95,-0.18286377,-0.32835186,-1.0564493,-0.91300136,0.20168607,0.2221861,-2.1129074,-3.1406019,0.31181854,-0.10206766,-0.52985805,-0.16756065
volume_sn_voxels::v96,-0.28843704,-0.41612974,-0.21734409,-0.7074271,0.017470915,0.25616625,-2.2933054,-2.250154,0.017185323,-0.016892,-0.8160241,-0.121510886
volume_sn_voxels::v97,-0.4317267,-0.5403597,0.029790405,-0.5003118,-0.05243631,0.18172349,-2.7284443,-1.57494,-0.109239504,0.03313806,-0.9681375,-0.071347065
volume_sn_voxels::v98,-0.45715302,-0.5994977,0.12307135,-0.30305433,-0.13842826,0.11805475,-3.6226265,-1.0358468,-0.13394803,0.028325576,-0.92863846,0.020929074
volume_sn_voxels::v99,-0.29042926,-0.5676168,0.17576581,-0.06457747,-0.16771555,0.08535981,-4.5173955,-0.39499506,-0.041789565,0.00848844,-0.4775132,0.15949653
volume_sn_voxels::v100,-0.027296524,-0.569897,0.13528018,0.13110603,-0.18303616,0.023545362,-6.3566294,-0.0923059,0.031860106,-0.011970522,-0.089562684,0.40696114
volume_sn_voxels::v101,0.50838387,-0.269293,-0.0015619723,0.32392594,-0.09437588,-0.018497389,-6.7827744,0.013999089,0.21013589,0.00584603,0.21658406,0.565005
volume_sn_voxels::v102,1.1930026,-0.06528405,-0.15827425,0.38017848,0.0059319586,-0.08499671,-6.2851586,0.012544318,0.5821171,0.06599286,0.37849882,0.60736257
volume_sn_voxels::v103,-0.348144,-0.8800844,-0.25942767,-0.680651,0.20242982,0.11005753,-1.4984787,-2.609156,0.6836974,-0.10584713,-0.336115,-0.021044077
volume_sn_voxels::v104,-0.6695142,-1.4518225,-0.027092649,-0.6036762,0.06778638,0.06473124,-2.0808618,-2.157023,0.25203344,-0.0625697,-0.6125529,-0.02885744
volume_sn_voxels::v105,-0.9211697,-1.7324945,0.10481345,-0.42937428,-0.021260457,0.088333845,-2.825363,-1.5898639,0.052764338,-0.02929335,-0.78811216,0.0014099898
volume_sn_voxels::v106,-1.0695425,-1.8367041,0.15359382,-0.25950602,-0.09810188,0.032723162,-3.781704,-0.9578761,-0.03452928,-0.0041667013,-0.7699684,0.035938762
volume_sn_voxels::v107,-0.7008431,-1.401403,0.11736043,-0.11660667,-0.14305747,-0.06058638,-4.2428145,-0.38029262,-0.04254172,0.00909234,-0.41413608,0.059493266
volume_sn_voxels::v108,-0.19675265,-1.0429082,-0.007115995,-0.008895177,-0.103106625,-0.11090675,-5.638613,-0.1994015,-0.037814133,0.027047684,-0.17382006,0.12993388
volume_sn_voxels::v109,0.24477842,-0.40254214,-0.18262471,0.057229716,-0.052903198,-0.20044996,-5.5225616,-0.11319771,0.09251726,0.08271616,0.028825205,0.20892881
volume_sn_voxels::v110,0.9107753,-0.122817844,-0.6070987,0.09235896,0.048695676,-0.26936436,-5.19424,-0.06189684,0.4024286,0.19697283,0.16345811,0.31788144
volume_sn_voxels::v111,-0.4609646,-1.5782752,-0.13940467,-0.80153584,0.29142496,-0.04560806,-1.1835773,-2.6933916,1.2284349,-0.12354602,-0.35208237,0.022600396
volume_sn_voxels::v112,-0.7015138,-2.0480714,0.008782405,-0.4562708,0.16794778,-0.05847138,-1.6555121,-1.9868748,0.54334265,-0.11849226,-0.47920048,0.0045230063
volume_sn_voxels::v113,-1.0299399,-2.4913936,0.04802801,-0.28466335,0.08101258,-0.027170291,-2.439661,-1.4080169,0.21485966,-0.11758052,-0.5434128,-0.0044207363
volume_sn_voxels::v114,-1.2913328,-2.8166153,0.022560783,-0.20434067,-0.018789917,-0.05381406,-3.528275,-0.8476715,0.036184452,-0.08393357,-0.6132943,-0.021675156
volume_sn_voxels::v115,-0.94533515,-2.2506204,-0.043350607,-0.118930735,-0.036956713,-0.108277395,-4.130504,-0.3610898,-0.026238058,-0.011762039,-0.55188537,-0.031408697
volume_sn_voxels::v116,-0.20571165,-1.4983845,-0.35634154,-0.08882425,-0.044011813,-0.3805549,-4.684526,-0.24946094,-0.076514624,0.07639217,-0.32892343,-0.090127006
volume_sn_voxels::v117,0.2526463,-0.5907327,-0.88846135,-0.07663378,0.028259952,-0.40973097,-4.346115,-0.2080254,-0.0032741486,0.17380705,-0.07931887,-0.031078296
volume_sn_voxels::v118,1.012533,-0.23928538,-1.4643446,-0.006965426,0.12976906,-0.7770129,-4.150005,-0.23161955,0.4428965,0.37379777,0.060883656,0.08114804
volume_sn_voxels::v119,-0.45350683,-1.9865407,-0.6931401,-1.0079328,0.44579467,-0.042984027,-0.90583193,-3.0141835,1.6300478,-0.19495961,-0.3597386,0.066037655
volume_sn_voxels::v120,-0.8426151,-2.7261908,-0.5004757,-0.6070719,0.3505448,-0.050524212,-1.5415001,-2.1965096,0.81815535,-0.2350001,-0.45321175,0.01635015
volume_sn_voxels::v121,-1.0959908,-3.1506162,-0.4141686,-0.25485265,0.19180852,-0.0643995,-2.2009387,-1.3818598,0.35398,-0.2349863,-0.3954123,-0.026398882
volume_sn_voxels::v122,-1.0947887,-3.0798,-0.5685553,-0.10427537,0.097081326,-0.112147376,-2.7464914,-0.6082274,0.10779878,-0.16726892,-0.3116015,-0.10319251
volume_sn_voxels::v123,-0.8669819,-2.983874,-1.039531,-0.06866883,0.040372755,-0.32201865,-3.720831,-0.31789553,-0.04264458,-0.06342753,-0.3468799,-0.19961336
volume_sn_voxels::v124,-0.15079537,-2.105426,-1.6661168,-0.09329026,0.07675819,-0.665926,-4.1245475,-0.2437377,-0.07474837,0.08179443,-0.19986038,-0.26712027
volume_sn_voxels::v125,-1.0729104,-3.0940604,-3.2791426,-0.9157637,0.49338725,-0.048034817,-1.3297267,-2.4517648,0.6699158,-0.41554067,-0.19933167,0.073851265
volume_sn_voxels::v126,-1.3925757,-3.911434,-3.392736,-0.5107824,0.3904787,-0.088242695,-2.092975,-1.542211,0.1435749,-0.43942308,-0.11150882,-0.022812124
volume_sn_voxels::v127,-1.1719459,-3.554634,-2.957757,-0.1415337,0.22851777,-0.1586795,-2.4098113,-0.5606666,-0.04163353,-0.29349405,-0.027022738,-0.097953856
volume_sn_voxels::v128,-0.785907,-3.1502442,-3.1478627,-0.083911225,0.17294894,-0.3643594,-2.9172995,-0.20666653,-0.11260243,-0.13184826,0.012742697,-0.15948471
volume_sn_voxels::v129,-1.8604614,-3.6665246,-9.007716,-1.0526986,0.43564087,-0.096406564,-1.6064019,-1.5269899,-0.6831283,-0.6790543,0.2958632,0.1791849
volume_sn_voxels::v130,-1.4386585,-3.4246938,-6.9738593,-0.42468843,0.3259567,-0.15338422,-1.850758,-0.46091485,-0.5506708,-0.44354814,0.30803046,0.06678511
volume_sn_voxels::v131,1.5592935,-0.9848696,-0.1123127,-0.09439399,0.11512107,0.026001856,-1.1289941,0.8647594,2.8104362,-0.405727,-1.5658112,-0.20571524
volume_sn_voxels::v132,2.8469255,-0.33122885,0.039918378,-0.020341463,0.24851264,0.083193645,-2.4948258,0.79020005,0.6001491,-0.40715972,-2.0356827,-0.39595
volume_sn_voxels::v133,2.663495,-0.49813706,-0.07654697,-0.01425364,0.09898159,-0.009728102,-2.2051122,0.7038342,2.777307,-0.42125225,-1.4551489,-0.16254462
volume_sn_voxels::v134,1.6460358,-0.54026484,-0.1491928,0.11859588,-0.03141779,-0.01702149,-1.0920719,0.26833647,4.3912563,-0.2981957,-0.5054071,0.120837964
volume_sn_voxels::v135,3.9664493,-0.055152647,-0.056786854,0.008686185,0.1940224,-0.023810163,-3.6818454,0.6071821,0.14310113,-0.25097904,-1.5745723,-0.17289609
volume_sn_voxels::v136,3.8310192,-0.08105287,-0.11785772,0.089482054,0.07803665,-0.029619843,-3.3791735,0.464774,2.0328188,-0.25964466,-0.8877543,0.013905681
volume_sn_voxels::v137,2.6345932,-0.13880283,-0.057695042,0.39933255,-0.03456452,-0.086811855,-1.9827535,0.13522515,4.133138,-0.1598925,-0.13682927,0.21940728
volume_sn_voxels::v138,3.6028097,0.118854396,0.018555926,-0.01843192,0.13969953,0.024173787,-4.367784,0.35659406,-0.6482698,-0.084695764,-1.4353459,-0.030952463
volume_sn_voxels::v139,3.949154,0.15286563,-0.083756015,0.07532459,0.09424918,-0.12883596,-4.3748975,0.3360347,-0.048454393,-0.07287619,-0.5741228,0.06833188
volume_sn_voxels::v140,4.055,0.16026905,-0.14044484,0.22524568,0.047678035,-0.09358818,-4.1004214,0.23311935,1.1293627,-0.062954575,-0.102512866,0.20080313
volume_sn_voxels::v141,3.381161,0.06236398,-0.037973497,0.6768995,-0.037930164,-0.061697673,-2.920972,0.072217785,3.542491,-0.0041668033,0.22424924,0.38748443
volume_sn_voxels::v142,1.7560071,0.07290803,0.056686394,0.007738841,-0.007546843,0.06244934,-3.7640672,0.08990802,-0.5187064,-0.024593841,-0.9930954,-0.024847895
volume_sn_voxels::v143,2.4313533,0.19342153,0.017145108,0.1436374,0.021293854,-0.03461871,-4.4377294,0.1486684,-0.33353412,-0.026702164,-0.25513837,0.15556838
volume_sn_voxels::v144,3.167277,0.23004524,-0.042809453,0.21536282,0.04895986,-0.061528973,-4.876991,0.15738502,-0.07781184,-0.00418357,0.04435887,0.30786437
volume_sn_voxels::v145,3.6931458,0.22488171,-0.13284746,0.41876632,0.013241309,-0.06683451,-4.790496,0.099156976,0.7110491,0.038789883,0.27350095,0.40555477
volume_sn_voxels::v146,3.3043253,0.14296347,-0.055246867,0.79772043,-0.042558588,-0.106754296,-3.4368937,0.013688933,2.944241,0.13453336,0.6936607,0.46577474
volume_sn_voxels::v147,0.28619975,-0.32425445,-0.24506399,-0.09701719,-0.077628344,0.29958302,-2.1114347,-0.5282704,-0.16841632,0.06528763,-1.1518842,-0.5772321
volume_sn_voxels::v148,0.2426448,-0.16671892,-0.013281601,-0.10069503,-0.12554137,0.30138284,-2.9588444,-0.26521838,-0.272433,0.044320885,-1.2999697,-0.3149924
volume_sn_voxels::v149,0.48462114,-0.050162826,0.102238074,-0.013492957,-0.14069284,0.24877556,-4.2127614,-0.06581569,-0.30371884,0.015066491,-0.9833045,-0.03346511
volume_sn_voxels::v150,1.0929738,0.022787992,0.09654552,0.21254599,-0.111203305,0.12906335,-5.453413,0.0885191,-0.24020538,-0.0132723665,-0.18536715,0.20702946
