Feature,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11
rigidity_left,-0.0118119335,0.019572468,0.01590658,-0.023373304,-0.019394862,-0.009291654,-0.045487884,0.02122661,0.08121161,0.014311805,-0.026420413,-0.015301905
rigidity_right,-0.023736343,0.058590937,0.0029719097,0.036247905,-0.016667964,-0.025598543,0.0011916673,0.003729588,-0.009439301,0.0017376251,-0.032818407,-0.010339068
tremor_rest_left,0.020612152,-0.050362773,0.026944635,0.0039602835,0.06220146,0.028004339,-0.024711916,0.03343235,0.052096143,0.013323409,-0.0071024965,-0.018101621
tremor_rest_right,0.028282821,-0.012535386,0.0078926,0.03645149,0.013421997,0.04025414,-0.012067138,-0.004437402,0.013629582,0.028837357,-0.03435944,-0.019791692
tremor_postural_left,-0.046069268,-0.0032128766,0.016266558,-0.0371599,0.12603834,-0.02684262,-0.015117437,0.022848208,-0.0003476661,0.00041220704,0.023732895,0.012915781
tremor_postural_right,0.0048051924,-0.018895116,0.007882578,0.04119798,0.0017548103,0.029777694,0.049175713,-0.03900689,-0.02545245,-0.0011905367,0.0034161075,0.013057322
bradykinesia_speed_left,0.004938846,-0.026133845,-0.013164652,0.0032363178,-0.03793089,0.0024739958,-0.029499613,0.00322982,0.077336125,0.002784068,0.0047559463,-0.01724079
bradykinesia_speed_right,0.013084966,0.041705552,-0.013180771,0.03026323,-0.01208295,0.0097524505,0.0117511675,-0.008541071,-0.05631217,0.0132435,-0.007592314,0.026105594
bradykinesia_amplitude_left,-0.011785754,-0.015939297,0.0007201987,-0.008423478,-0.043969292,0.006006997,-0.05517691,-0.00017723927,0.09201435,0.0044875047,0.01417742,-0.02063708
bradykinesia_amplitude_right,-0.014849104,0.037843004,-0.009858134,0.030497028,-0.0082834065,-0.014869806,0.0042682933,-0.006257236,-0.033886995,-0.0037005714,-0.0021884034,0.013059332
bradykinesia_rhythm_left,-0.0620156,-0.006152806,0.0038870815,-0.0028878318,-0.0889739,-0.015327565,-0.014653363,-0.0031676928,0.019339886,0.009377034,0.011203944,-0.013804056
bradykinesia_rhythm_right,-0.003844527,0.040742192,0.03107403,0.051560815,-0.24928436,0.0075727683,-0.013412916,-0.06629337,-0.023592236,0.005866208,0.0086659,0.014528126
mirrormovement_left,-0.006624499,0.43228164,-0.023732437,1.4918996,0.00012436164,-0.120892495,1.171978,0.0511372,-0.020616649,-0.008295761,-3.9573004,0.058170147
mirrormovement_right,0.03140743,-0.05496711,-0.03208564,-0.0359753,-0.04213962,-0.040480822,-0.15488057,0.122974746,1.3954787,-0.018482074,-0.0017257765,-0.0009520662
