Subject_ID,Factor_1,Factor_2
Subject_1,0.24162759,0.23073067
Subject_2,-0.73159,0.12020877
Subject_3,-0.0074898307,0.5157057
Subject_4,0.16730157,-1.4970491
Subject_5,-0.43867266,-0.46440488
Subject_6,0.116030365,0.75686085
Subject_7,0.32303634,1.088022
Subject_8,-0.3415935,0.3380961
Subject_9,0.4062531,0.3919076
Subject_10,-0.9045365,-1.1096786
Subject_11,-0.33346352,0.71632034
Subject_12,-0.772395,0.13747707
Subject_13,-0.37041906,0.62837857
Subject_14,0.37032583,1.7771269
Subject_15,-0.5432386,0.5524808
Subject_16,-0.34554973,-0.6483962
Subject_17,0.4940115,0.70993245
Subject_18,-0.5462482,-0.024241066
Subject_19,-0.2242614,-0.95393413
Subject_20,-0.031277414,-1.8761076
Subject_21,-0.0075971866,-0.72449416
Subject_22,0.0533637,0.48628962
Subject_23,-1.2233639,-0.5209508
Subject_24,-0.864534,0.6897296
Subject_25,0.30184987,1.3810062
Subject_26,0.06670097,0.49036312
Subject_27,0.034301575,-0.38951463
Subject_28,0.21974927,0.5354637
Subject_29,0.12993914,0.58824325
Subject_30,0.37858126,-0.8996092
Subject_31,0.35315514,0.31082618
Subject_32,-0.37218383,-0.53807855
Subject_33,0.21269564,0.58378613
Subject_34,0.027963322,-0.6161453
Subject_35,0.30546358,-0.87210053
Subject_36,-0.7569845,-2.4735358
Subject_37,-0.48510256,0.3133197
Subject_38,-0.23797902,0.3009122
Subject_39,0.16063318,-0.51913303
Subject_40,0.29846856,-1.1662843
Subject_41,1.2038085,0.2340361
Subject_42,0.7608743,0.0019251027
Subject_43,0.13354039,-0.62037617
Subject_44,-0.523282,-1.2468566
Subject_45,0.29346803,-0.15048414
Subject_46,0.078639664,-0.4041473
Subject_47,0.45217586,-2.937316
Subject_48,-0.28487068,0.49148458
Subject_49,-0.40378645,-3.028729
Subject_50,-1.0991302,0.5203428
Subject_51,0.31065583,-1.5987346
Subject_52,-0.36541355,-1.1801957
Subject_53,1.5887431,-0.5596466
Subject_54,0.8917787,0.33986193
Subject_55,0.25480548,0.04092892
Subject_56,1.2172878,0.39025533
Subject_57,0.38688207,1.2652562
Subject_58,-0.3926621,-0.66175884
Subject_59,0.33875474,0.7956591
Subject_60,-0.26127395,0.16411902
Subject_61,0.5117909,-1.0554812
Subject_62,-0.3952247,0.013948462
Subject_63,0.49917328,-0.27372888
Subject_64,0.3370385,-0.9114594
Subject_65,-1.2058728,-0.6731975
Subject_66,0.32168332,0.8157506
Subject_67,0.11141487,-0.7861551
Subject_68,-0.41556892,-0.42314118
Subject_69,0.5726337,0.4286645
Subject_70,-0.29012176,0.55642015
Subject_71,-0.53056705,0.12425105
Subject_72,0.23166864,-0.030127557
Subject_73,-0.10298958,0.32867664
Subject_74,-0.027900636,-0.5099449
Subject_75,0.6534247,-1.306479
Subject_76,0.9619702,-0.66777074
Subject_77,-0.28558254,-0.30260652
Subject_78,0.75940794,-0.4157732
Subject_79,-0.20838226,0.8932099
Subject_80,-0.43830884,-0.08284766
Subject_81,0.33246893,0.45977798
Subject_82,0.39479932,0.66657555
Subject_83,-0.37474316,-3.8597271
Subject_84,-0.36592865,-0.54871935
Subject_85,0.35527712,0.0895302
Subject_86,0.14449273,0.6005941
