Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,-0.31266612,-0.598602,0.7116027,0.252768
Subject_2,-1.7502853,-0.4686169,1.2814714,1.1072799
Subject_3,-0.048606977,-1.2751185,0.09223941,0.46160102
Subject_4,-2.2037973,2.2468488,0.46783295,-1.4633306
Subject_5,-0.59313613,0.02744191,0.68099934,2.474654
Subject_6,0.38202024,-1.4152348,0.0112136,0.2966925
Subject_7,0.09890911,-0.058301877,-0.07226159,0.63982964
Subject_8,-1.2549566,-0.047879647,-0.027706105,1.1738213
Subject_9,-0.5760596,0.41853592,-2.0591772,-0.24690562
Subject_10,-0.07380046,-0.3412189,1.0347803,0.0039278604
Subject_11,0.43087235,-0.6168146,-0.43982717,0.4677005
Subject_12,0.45695004,-0.79307896,0.76402575,0.19183798
Subject_13,-0.9075749,1.3146781,-1.1040217,-0.10215143
Subject_14,0.41009533,-0.74891174,0.71348095,0.69823897
Subject_15,0.8016198,1.4514191,0.18040873,0.30707592
Subject_16,0.94123495,1.7216972,-0.122673534,-1.7696644
Subject_17,0.20727737,0.17636687,-0.08879264,0.9837188
Subject_18,-0.3028296,-0.6978584,-0.15091375,-0.12047651
Subject_19,-0.5112377,-0.12315127,0.8238383,1.1346234
Subject_20,-2.798892,1.6838812,-0.09636152,-1.1267629
Subject_21,-1.062919,1.0353321,0.10466253,-2.3340197
Subject_22,-0.20389196,0.7343672,-0.41136128,-0.15040626
Subject_23,0.3836498,-1.1439464,1.0373935,-0.25955757
Subject_24,1.3543016,1.6603645,1.017224,0.0677349
Subject_25,-0.20968555,-2.0280318,-0.65698445,-1.1194172
Subject_26,1.7074106,-0.9508854,2.880099,0.101171486
Subject_27,-2.302613,0.78990096,-0.45785427,-0.12238984
Subject_28,-1.0943065,0.8171087,0.2057443,0.19990276
Subject_29,0.38770807,-0.38763335,0.041184038,0.47743282
Subject_30,-1.0722855,0.5009196,-2.1174662,-0.50633997
Subject_31,-0.07833311,-0.5465842,-0.43195242,1.7246804
Subject_32,0.06064227,0.15940565,-0.71282816,-0.3772664
Subject_33,0.97384584,-0.21024016,-1.3990126,0.1566626
Subject_34,2.6728938,1.9115491,1.3014007,-0.7336341
Subject_35,0.6732739,0.43154725,0.0741678,-1.5377295
Subject_36,-2.7427838,0.8245795,-0.7604069,-1.2392035
Subject_37,0.047044184,0.861652,-0.9068857,0.5794725
Subject_38,-0.14960745,0.4195702,-0.33157033,0.1202833
Subject_39,0.16906351,0.47581723,-0.23305827,-0.4885646
Subject_40,-0.5292865,-1.6000803,0.13307509,-6.4287014
Subject_41,-0.06527118,-1.6182444,-1.288172,-0.010875735
Subject_42,0.09648402,0.59430236,-0.19191478,-0.02117702
Subject_43,2.1297908,1.8029436,-0.85410583,-1.1321632
Subject_44,-1.7952411,0.9703345,-1.0932839,-3.4211695
Subject_45,0.01672477,0.30155686,-0.061927173,-0.06746337
Subject_46,-0.048089143,0.8259698,-0.7553416,-0.35297033
Subject_47,-1.2653235,-0.5521971,1.4371636,-0.9664737
Subject_48,0.93116945,-1.9555678,-0.8614817,0.39602816
Subject_49,-2.323117,0.085688606,0.55775046,-2.9577637
Subject_50,-0.32643965,1.1488473,-0.41655913,0.16136526
Subject_51,1.3073945,0.36259162,-1.4139487,-0.6949212
Subject_52,0.5427627,-0.65716916,0.98701966,-0.13121308
Subject_53,-0.44106472,-0.21954982,-0.2982837,0.01942167
Subject_54,1.3492115,1.2961411,0.5058693,0.41674364
Subject_55,0.69149214,1.1120881,-1.9461145,-0.22340488
Subject_56,-0.89105004,-1.4641925,-1.2396173,0.03675801
Subject_57,-0.20105623,-2.5343738,1.8459758,0.19705768
Subject_58,-0.1676458,1.6906911,-0.65966684,-0.634932
Subject_59,0.03851947,-1.2301141,0.9298291,0.1356788
Subject_60,-0.07739755,0.15310168,0.8692241,1.0564975
Subject_61,-0.8085379,2.3436892,-4.4608603,-0.78245384
Subject_62,-0.3288097,0.07012953,0.98498344,0.26274538
Subject_63,-0.1551192,-0.37498045,0.8324907,-0.62673044
Subject_64,-0.39278156,0.6614197,-2.5080757,-0.5500349
Subject_65,-1.0440128,0.1342744,-0.5177985,-0.37490326
Subject_66,0.2401878,-0.5295867,-0.24208535,0.077426255
Subject_67,-0.82403135,-0.033143558,0.34605545,-2.0269089
Subject_68,-1.5236303,0.342073,0.01944577,-0.5702367
Subject_69,0.6136777,0.99938226,-0.34336925,-0.15445201
Subject_70,-0.011223033,-0.3168222,-0.3078611,0.25415555
Subject_71,0.52537495,-0.632296,-0.39695394,-0.06431405
Subject_72,-1.0266355,0.7575938,-0.44046754,-0.56116176
Subject_73,0.97907776,-1.0901164,1.3415418,0.4099018
Subject_74,-1.0142723,-0.46913555,0.5356153,0.8106637
Subject_75,-1.0429403,2.2668283,-0.68042195,-0.9505245
Subject_76,-0.8276807,1.0349113,-0.39441535,-3.3562617
Subject_77,-0.66454136,1.2804962,-0.9689005,-0.48063508
Subject_78,-0.33567044,-1.0361282,0.50072956,-0.44776317
Subject_79,-0.5607239,-1.5876862,1.5741758,0.6938257
Subject_80,-0.7366768,-0.41436088,-0.5698325,-0.16544008
Subject_81,1.0917121,-0.71237284,0.9481586,1.7954464
Subject_82,0.08971677,-1.0443529,0.4575026,0.48848462
Subject_83,-1.4792275,-1.1665766,0.78778327,-2.0356796
Subject_84,-0.2008118,0.36475042,-0.038906727,-0.35272256
Subject_85,0.06563154,0.9680633,-1.3674966,-0.5434666
Subject_86,-0.016761642,1.4653636,1.1077236,0.29770133
