Subject_ID,Factor_1,Factor_2
Subject_1,-0.3417385,-0.037539553
Subject_2,-0.31180632,-0.2095358
Subject_3,-0.34273505,-1.1212445
Subject_4,1.6225744,1.2434831
Subject_5,0.15460429,0.25240716
Subject_6,-1.2633133,-0.74744844
Subject_7,-0.35002893,-1.5639098
Subject_8,-0.11512198,-0.38728172
Subject_9,-0.36242333,0.3009206
Subject_10,-0.2725301,0.40877998
Subject_11,-0.7083007,-0.18711257
Subject_12,-0.6077707,-0.969319
Subject_13,0.14934355,0.05433858
Subject_14,-0.6159966,-0.2719872
Subject_15,-0.6444261,0.09535174
Subject_16,0.43200928,0.38633698
Subject_17,-1.0952743,-0.5717237
Subject_18,0.05884712,0.08521067
Subject_19,0.91615117,0.41773498
Subject_20,1.422307,2.4289615
Subject_21,0.8114481,1.0438662
Subject_22,0.58728176,-1.0578759
Subject_23,0.40395647,0.4152186
Subject_24,-0.8214613,-0.6184348
Subject_25,-0.00737477,-0.29895997
Subject_26,-2.404878,-0.38641047
Subject_27,0.8563835,0.40209955
Subject_28,-0.6573774,-1.1013114
Subject_29,-0.5134062,-0.481733
Subject_30,1.0882603,0.6330591
Subject_31,-0.6755178,-0.3607587
Subject_32,0.39989656,0.283368
Subject_33,-0.6308769,-0.42168516
Subject_34,1.105717,1.5270524
Subject_35,0.84286195,0.8004508
Subject_36,1.4776933,4.1115794
Subject_37,-0.9908234,-0.6265135
Subject_38,-0.17988569,-0.6648493
Subject_39,0.57082593,0.9350757
Subject_40,0.9814945,0.5449984
Subject_41,0.40044641,-0.9472621
Subject_42,0.31000438,0.6887893
Subject_43,0.27491298,0.7882373
Subject_44,0.42957094,1.242441
Subject_45,-0.03386647,0.4562908
Subject_46,1.4516531,0.05192076
Subject_47,1.4731696,0.9160533
Subject_48,-1.1929462,-0.2153982
Subject_49,1.9586664,2.3485112
Subject_50,-0.31961823,-0.5396568
Subject_51,1.3413949,0.65808076
Subject_52,1.4503573,0.8004832
Subject_53,0.60125184,0.03028937
Subject_54,-0.6449997,-0.43256247
Subject_55,0.1744104,-0.06740894
Subject_56,-0.08969589,-0.059211522
Subject_57,-0.8435764,-0.7403097
Subject_58,0.32053497,0.8063254
Subject_59,-0.4001376,-0.22442356
Subject_60,-0.46693045,-0.0668691
Subject_61,1.5167291,0.5746725
Subject_62,0.17209625,0.2610611
Subject_63,0.5502104,-0.12763266
Subject_64,0.86027354,0.6710353
Subject_65,0.9722862,0.3860635
Subject_66,-0.39711407,-0.39152646
Subject_67,1.7440898,1.3918271
Subject_68,0.3802632,0.33815527
Subject_69,-0.2762668,-0.53056324
Subject_70,-0.707191,-1.0763345
Subject_71,-0.16717783,-2.0553923
Subject_72,0.42549428,-0.050726887
Subject_73,-0.14353941,-0.08063066
Subject_74,0.12510918,0.09786345
Subject_75,0.8317241,2.2936442
Subject_76,3.1810596,0.82571703
Subject_77,0.040076535,0.28248388
Subject_78,0.99556315,1.1026616
Subject_79,-0.486793,-0.93709314
Subject_80,0.16795504,0.27274638
Subject_81,-0.5997879,-1.3645872
Subject_82,-0.62771916,-1.0367562
Subject_83,1.8879826,2.6547775
Subject_84,0.46463615,0.90293723
Subject_85,-0.20340894,-0.23705065
Subject_86,-0.43772575,0.2565862
