Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4
Subject_1,-0.24802491,-0.03324776,0.036291186,-1.2569098
Subject_2,0.35406974,-1.0005723,-2.1155827,1.1475211
Subject_3,-0.20616204,-0.7404044,0.08345856,0.08966083
Subject_4,-0.52130985,1.8840611,-0.3612255,1.6853775
Subject_5,0.6634159,0.04911721,0.44114366,-0.22487208
Subject_6,0.37166455,-0.38322014,-0.7641921,-1.2127732
Subject_7,-0.06337691,-1.0136474,-0.26463002,0.0013527279
Subject_8,1.2313058,-0.76791596,-1.7263042,-0.1780723
Subject_9,0.06684431,-0.34231493,-0.14453161,-1.9839054
Subject_10,1.5695314,0.3420531,-1.0352631,1.5728376
Subject_11,-0.019517738,-0.38369453,-0.3603894,-0.6050009
Subject_12,-0.3434142,-1.796943,0.7460321,2.3335295
Subject_13,1.2210307,-0.5108042,0.7969677,-0.9197919
Subject_14,-0.8267385,-0.66839206,1.7603374,1.1419262
Subject_15,0.83969676,-0.3705945,-0.9920929,0.9894326
Subject_16,0.79296154,0.9398214,-1.7606598,-0.54016036
Subject_17,0.5414636,-0.44318473,0.38505653,-0.83804965
Subject_18,1.344044,-0.008004028,0.8712673,-1.6440492
Subject_19,1.121047,1.6520895,-0.37658983,-0.13359274
Subject_20,1.0343049,1.2524085,-1.9603378,-2.7368047
Subject_21,0.23315687,0.8211658,0.19413742,-0.69557405
Subject_22,0.90733033,-0.12561385,0.73006094,-0.7177109
Subject_23,1.2871655,0.4144366,0.2205514,1.8551782
Subject_24,-0.16373357,-1.1710571,0.6506467,0.89120513
Subject_25,-1.3765907,-0.08282166,-0.11841487,1.8160198
Subject_26,-0.23168635,-0.39803213,0.20142771,1.257209
Subject_27,-0.6969405,0.13297892,0.31920362,-1.3049773
Subject_28,-1.4564925,-1.8147573,-1.2413683,1.2504749
Subject_29,-1.0100374,-0.32174775,-0.32234046,0.72848904
Subject_30,-0.54375935,0.895871,0.34240738,-1.0519803
Subject_31,-0.65577084,-0.10272923,1.1506168,-1.1708179
Subject_32,0.63429976,0.6834671,-0.8257993,-1.6898869
Subject_33,-0.81522423,-0.45152554,-1.0933498,1.6026608
Subject_34,1.6011629,0.6160756,-0.32146075,0.28854492
Subject_35,-0.43149465,1.000525,-2.174875,-0.021611286
Subject_36,1.0843581,1.1105707,1.6652459,-0.9136735
Subject_37,-1.4033802,-0.3775156,-1.8170471,0.8729071
Subject_38,0.370246,-0.7048577,1.795178,-0.7367764
Subject_39,1.111047,0.55278563,-1.1434612,-0.70713997
Subject_40,-0.5821752,-1.1013043,1.964834,0.8430945
Subject_41,-0.38891032,0.18920808,-0.37646046,-2.1381662
Subject_42,-0.24785681,-0.15017152,0.15228339,0.76940185
Subject_43,-0.018877666,0.533706,-0.2615023,-0.83052135
Subject_44,0.963304,1.2893366,1.5923069,-0.90897644
Subject_45,0.010793744,0.7988423,-0.06727539,-0.67309684
Subject_46,0.18513376,0.7291051,1.1197721,-2.3705835
Subject_47,-0.043629967,1.0795854,1.230402,1.3035342
Subject_48,1.6830323,-2.0132165,1.7284856,-2.0255697
Subject_49,0.23903458,3.9822185,1.4493431,-1.7676549
Subject_50,1.1031345,-0.41913408,0.3673756,-1.4555032
Subject_51,-0.5300946,1.6352334,2.2132726,0.16471621
Subject_52,0.053601354,0.5844576,-2.0554614,1.2034009
Subject_53,-0.44410092,0.13834596,-0.10322042,1.7030835
Subject_54,-0.52479637,-0.33751902,-0.49002972,0.87082356
Subject_55,0.77247846,0.15840846,0.5583919,-1.6219124
Subject_56,0.44812736,-0.2803666,-2.7067065,-1.2041721
Subject_57,-1.3490283,-1.3804029,-0.7497565,2.6221173
Subject_58,0.031096319,0.38314155,-0.6508618,-3.2092352
Subject_59,-0.7663067,-1.3240719,-1.7389004,0.73820734
Subject_60,0.9982579,-0.095039055,0.09463191,-1.9711968
Subject_61,0.39309338,0.44613832,0.28243145,0.36560318
Subject_62,0.50322175,0.34082973,0.65365773,-2.226916
Subject_63,-0.25858113,0.020904744,0.74235994,-1.165922
Subject_64,-1.111915,1.1180319,0.7061055,-2.0341892
Subject_65,0.7655327,-1.0768185,0.25394762,-0.56897855
Subject_66,-1.0707583,-0.54950416,0.47738782,-1.1447817
Subject_67,0.38354304,1.6653783,-2.1036735,1.2787594
Subject_68,-0.3280189,0.51652414,1.0013068,0.031498577
Subject_69,1.6789962,-2.5047898,1.7305573,1.2084758
Subject_70,-0.03301828,-0.6257175,0.01509777,0.17729905
Subject_71,-0.30499518,-0.12840503,-1.5062282,-0.52045345
Subject_72,-0.48796377,0.81925386,-0.22484587,-2.1611135
Subject_73,-0.36338213,-0.24082068,-1.5884796,0.8272071
Subject_74,-0.5767363,0.63422644,-0.16211782,0.45915723
Subject_75,0.44204754,1.632431,1.6469966,-1.7551526
Subject_76,0.17276554,1.291082,1.4758718,-1.2076116
Subject_77,0.88470227,0.13914388,-0.13355097,-1.5650043
Subject_78,-0.3662203,0.6797926,-1.3267007,0.9943026
Subject_79,-1.1585109,-0.116015345,-0.12938248,1.3993235
Subject_80,0.69801646,0.07726244,-0.18859428,-1.3398248
Subject_81,-1.1410545,-0.5413725,-0.51481783,0.7552048
Subject_82,-0.6012399,-1.2340953,0.5325764,2.2885156
Subject_83,-0.66292787,3.9758277,-4.9939537,-0.6781338
Subject_84,1.3547374,0.73913467,-1.0695599,-0.27038115
Subject_85,-0.98216003,-0.46919394,3.5685954,-1.715649
Subject_86,0.78406984,-0.13030802,0.5629799,-2.076225
